,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000063.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X601877.SH,X600183.SH,X000100.SZ,X002007.SZ,X600703.SH,X002236.SZ,X300003.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600271.SH,X002241.SZ,X000625.SZ,X300124.SZ,X600498.SH,X600867.SH,X002463.SZ,X002129.SZ,X600177.SH,X002506.SZ,X002008.SZ,X300014.SZ,X300136.SZ,X600066.SH,X300146.SZ,X002049.SZ,X000050.SZ,X600487.SH,X002371.SZ,X000977.SZ,X600118.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.362253644180463,0.0239209726226948,0,0,0.101219958286839,0,0,0,0,0.021389263483806,0,0,0,0,0,0,0,0,0,0,0,0.0331131611094397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126431513912943,0,0,0,0,-0.0086659631099895,0,0,0,0,0,0,0
X000858.SZ,0.0375915722833878,0,0,0,0,0,0,0,0.364189546585977,0,0.164569901669995,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.00731084543509592,0,0,0,-0.0184881953012352,0,0,0,0,0,0,0,-0.107056182548307,0.024581593584964,0,0,0,0.0082596260269042,0,0,0,0,0,0,0.121386013100088,0,0,0,0,-0.0151434650090369,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.214054059653787,0,0,0,0.12551197930591,0,0,0,0.107443730761302,0.105715867917617,0.0440647124553558,0,0,-0.00319005178981602,0,0.175042163755262,0,0,0.0502966919477965,0,0.0195970728664179,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0101197443713734,0,0,0,0,0,0,0,0,0,0.026037577622019,-0.0135602385781669,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.026033952229824,0,0.00868144586856388,0,0,0,0.00821415027545591,0,0.393608294369478,0,0,0.0316620565786724,0,0,0,0,0,0,0.134813866599527,0,0,0,0.174033803024637,0,0,0,-0.0250006397166333,0,0,0,0,0,0,0,0.0443841017683363,0.134188510253781,0,0,0,0,0,0,0,-0.0136876554344697,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.137016267220611,0,0,0,0,-0.0889555251481573,0,0.0332447352550061,-0.000725386564814839,0,0.110137916385995,0.0237731988401342,0,0,0,0,0.22452048965238,0,0,0,0,0,0,0,0,0.098290850499352,0,0,0,0,0,0,0,0.108034311454283,0,0,-0.0814600870214948,0,-0.00774646597566928,0,0,0,0,0,0
X002415.SZ,0,0.16977206401671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756000937437342,0,0,0,0,0,0,0.617290424358464,0,0,-8.67361737988404e-19,0,0,0.288648004380869,0,0,0,-0.00829372517317407,0,0.0259130441530226,0,0,0,0,0,-0.051983304020386,0,0,0,0,0,0,0,0,0,0.00874565287246708,0.00156571182154101,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0613931213981893,0,0,0,0,0.101169396544121,0,0,0,0,0,0.261047083872751,0.171987310303725,0,-1.38777878078145e-17,0,0,0,0,-0.051057894793731,0,0,0,0,0,0,0,0,0,-0.0205778127605538,0,0,-0.0337134749197164,0,0,0,0.0400463838911129,0,0,0,0,0,0,0,0,0,0,0.0724101401335438,-0.0490498985183701,0.0701409068989311,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0689728149237273,0,0,0,0,0.0754037102817955,0,0,0,0,0,0,0,0,0,0.200594560755076,0,0.0351610612923883,0,0,0,0,0,0,0,0,0,0,-0.0232373089503322,0.0938769507565784,0,0,0,0,-0.032866971846106,0,0,0,0,0.382807708671295,0,0,0,0,0,0,0,0.0574223692805384,0,0,0,0,0,0
X000568.SZ,0,0.776431962708584,0,0,0,0,0.0117601639185491,0,0,0,0,0,0,0,0,0,0.0847548850677277,0.0787537964261796,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486158008806507,0,0,0,0,0,0,0,0.0242244791195279,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0993415311711671,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.123618041475498,0,0.178180181477756,0,0,0,0,0,0,0,0,0,0,0,0,0.115589949324991,0,0,0,-0.0826472889769001,0,0.120920260008997,0,0,0.600653937615151,0,0.0123478625822459,0,0,0,0,0,0,0,0,0.134094681119253,0,0,0,0,0,0,0,0.0226504662330813,0.108246811044771,0,0,0,0,0,0
X002475.SZ,0,0,0.487670898464678,0,0,0.274238789696888,0,0,0,0,0,0,0,0,0.0576234824935723,0,0.184912452206042,0,0,0,0,0,0.128332769669403,0,0,0,0,0,0,0,0,0,0,0,0.0141715360874543,0,0,0,0.255007753807397,0,0,0,0,0.0316987902293584,0,0,0,0,0,0,0,0,-0.0193521710840268,0,0,0,0,0,0
