,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X300124.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300014.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000596.SZ,X600741.SH,X000100.SZ,X002371.SZ,X002007.SZ,X601877.SH,X002129.SZ,X600584.SH,X300142.SZ,X002179.SZ,X002236.SZ,X000157.SZ,X002049.SZ,X600183.SH,X000800.SZ,X002414.SZ,X601799.SH,X300003.SZ,X000066.SZ,X002008.SZ,X300136.SZ,X002185.SZ,X002456.SZ,X600118.SH,X000977.SZ,X002508.SZ,X300146.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.310902936287554,0,-0.0730948484849458,0,0.0394272302242888,0.00891965897283449,0,0,0,0.314388877124355,0,0,0,0,-0.0107077331106623,0,0,0,0,0,0,0,0,0.0657050531980641,0,0,0,-0.0896953832081211,0,0,0,0,0,0.0583795329453095,0,0,0,0,0,0,0,0.0244810500069554,0,0,0,0,0,0,0,0,0.0265898914373725,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.173021553079798,0.0477889124004247,0.219853577961125,0,0,0,0,0,0,0,0,0,-0.0898527782876837,0,0,0.0753953765059588,0.119177399293697,0,0,0,0,0,-0.0185996859139083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139151666388712,0,0,0,0,0.00307627420941856,0,0
X600276.SH,0,0,0,0,0,0.0408322492627373,0,0.0171626541907331,0,0,0.0892380569160388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0165807631876381,0,0,0,0,0,0.0705823000637668,0,0,-0.119506339862299,0,0,0,0,0,0,0.0997094827665764,0,0,0,0,0,0,0.113535448189492,0,1.73472347597681e-18,0,0,0,0,-0.00979026436671801,0,0
X002415.SZ,0,0,0,0,0,0.118803420087088,0,0,0,0,0.0840319455598336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04269640269206,0.0391021834742636,0,0,0,0,0,0,0.239091078163526,0,0,0,0,0,0.0229915344750754,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00520574264414851,0,0
X000651.SZ,0,0,0,0,0,0,0.0239108740976947,0,0,0,0,0.0832024717089068,0,0,0,-0.0411798518038438,0,0,0.00998169308648771,0,0,0,0,0,0,0,0,0,0,0,0,0.147039429092378,0.00681641840142114,0,0,0,0,0,0,0.0481368164028265,0,0,-0.0604822039126151,0,0,0,0,0,0,0.094626129689895,0,0,-0.0474481312546014,0,0,0,-0.0198182651665915,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0676474603586301,0,0,0,0,0,0,0,0,0,0,0,0.334336297291458,0,-0.0313690056313472,0,0,0.0542992516668937,0,0,0.10511584374366,0,0,0,0,0.075159333139606,-0.0175765526687574,0,0,0,0,0.037806522354012,0,0,0.116577070462428,0.218327794620568,0,0.0681125051044249,0,0,0,0,0.106771049393921,0,0.0274077798083145,-0.00557070503464276,0,0,0,-0.00441975284687036,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535416212654393,0,0,0,0.099742279872826,0.0733470809284584,0,0,0,0.273070165791075,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0255775947898077,-0.00612007415057352,0,0,0,-0.0283091954630546,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.430771594234186,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0393233279887507,0.0611292436052732,0,-0.159569988479343,0.217175103976436,0,0,0,0,0,0.0117099397099062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216265825344315,0,0,0,0.0526548170465408,0,0,0,0.0135673516438008,0,0
X002304.SZ,0,0,0,0,0,0,0,0.221100878774631,0,0,0.0973060661732267,0,0,0,0,0,0,0,0.200428067519376,0.0914639688124523,0,0,0.0520849854701247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228118477400203,0,0,0,0,0,0.0514144696602047,0,0,0.0280193858179925,0.00564078163875898,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0982716537125341,0,0,0,0,0.281656009595216,0.416096986684071,0,0,0,0,0,0,0,0,0,0,0,0.0328765536014942,0.02499707537248,0,0,0,0,0,0,0.0155394845398171,0,0.16029161919267,-0.0172927559593867,-0.0132500900896292,0,0,0,0,0,0,0,0,0,0,0.0643024253929445,0,0,0,0,0.0125037848157948,0,0
X600809.SH,0.204776857618564,0,0,0.0089555226596579,0,0,0,0.16191657087705,0,0,0,0,0,0,0,0,-0.0733444193183641,0,0,0,0,-0.058765431289392,0.20736294336802,0,0,0,0.0241998551883468,0,0,0,0,0.150567311914458,0,0,0,-0.0502929290488182,0,0,0.186275012760087,-1.73472347597681e-18,-0.106478357887463,0,0,0,0,-0.109609131425738,0,0,0,0.0182531535626883,0,-0.0155927187135631,0.0601168534612663,0,0,0,0.0182712563735809,0,0
X600690.SH,0,0,0,0.116809552351758,0,0,0,0,0,0,0,0,0,-0.0820372706809524,0.0856784884544026,0,0,0,0.0264087952246909,0,0,0,0.0919326388572914,0.302660356115603,-0.0590836271595109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821809144586582,0,0,0,-0.0288489653462248,0,0,0,0,0,-0.0203941352735772,0,0,0,0,0.00857722626440357,0,0
X000725.SZ,0,0,0,0.041056720623935,0,0,0.176461097751794,0,0,0,0,0,0,0.0674172989851733,0,0,0,0,0,0,0,-0.0740385902024565,0,0,0.405044476929609,0.0305310160120693,0,0,0.190338791198972,0,0,0.0369346016527453,0,0,0,0,0,0,-0.0426964437787125,0,0,0,0,0,0.143672024559235,0,0,0,0,0.00483715129826702,0,0,0,0,0,0,0.00188568512484853,0,0
