,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002129.SZ,X002049.SZ,X000596.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X600741.SH,X000100.SZ,X600089.SH,X002074.SZ,X002180.SZ,X600460.SH,X600702.SH,X002236.SZ,X000157.SZ,X000799.SZ,X600884.SH,X000733.SZ,X601799.SH,X002414.SZ,X600779.SH,X002007.SZ,X600183.SH,X600584.SH,X002008.SZ,X600522.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.503008421648782,0,0,0,0.00827908959319965,0,0,0,0,-0.00865843618007639,0,0,0,0,0,0,0,0,0,0,0,0,0.162509824429824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376095489809209,0,0,0,-0.00586404705992206,0,0,0,0.00975411823985172,0,0
X000858.SZ,0.107391317105601,0,0,0.174246683907286,0,0,0,0,0.221872668442402,0,0,0,0,0,0,0,0,0,0,0.0606198331423831,0,0.156769501681427,0,0.0447788032620389,0,0.224285645524072,0,0,0.0222813651312446,0,0,0.0128247952834244,-0.048935290855024,0,0,0.149007319088017,0,0,0,0,0,0,-0.0521584080161935,0,0,0,0,0,-0.0956742052371703,0,0,-0.00653176712904351,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.200876565267596,0,0,0.316445067351607,0,0,0,0,0,0,0,0,0.0694590019232862,0.0159099931193401,0,0,0,0,0,0,-0.0434530152961054,0,0,0,0,0,-0.0184936509084393,0,0,0,-0.0675654790120232,0.212879608302995,0,0,0,0,0,0.0938253677141435,0,0,0,0,0,-0.0736633467174928,0,0,0,0.0107930042977125,0,0,0,-0.0263141491402166,0,0
X600809.SH,0,0.396453217579717,0,0,0.0925371086640465,0,0,0,0,0,0,0,-0.030678032516749,0,-0.117617305670638,0,0,0,-0.271651398905239,0,0,0,0,0,0,0,0,-0.143410747318043,0,0,0,0,0,0,0,0.296183055815704,0,0,0.0322719266903331,0,0,0,0.107802347342597,0.0100966149767763,0,0,0,0,0,0,0,-0.0043891145848671,-0.00527737779804302,0,0,0,0,0,0
X000568.SZ,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.217066791245606,0,0,0,0,0,0,0,0,0,0,0,0,0.422855516225902,0,0.137807288634999,0,-0.0679925132584251,-0.0513553945654783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223189274720214,0.0785896704717593,0,0,0,0,-0.0400772358660253,0,0,0.0249016556582548,0,0,0,0,0.0609691135024535,0,0
X002475.SZ,0,0,0.168230298610281,0,0,0,0,0,0,0,0,0,-0.145626331576883,0,0.246099686602834,0.275224030027741,0,0.00228436279903383,0,0,0,0,0,0,0,0,0,0,0,0.00620287438092117,0,0,0,0,0,0,0,0,0,-0.0194213694789992,0,0,0,0,0,0,0,0,0.0925133466694241,0,0,0,-0.0191812504889284,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0300803380205643,0,0.111721404836696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00193610391195179,0,0,0,0,0,0,0,-0.0116617076034468,0,0,0,-0.0613196805357241,0,0,0,0,0.35572227333574,0,0,-0.045982849203031,0.011590792914825,0,0,0,0.0306640706931313,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.108725370472947,0,0.0455419258870382,0,0,0,0,0,0,0,0,0,0,0,-0.0683092400904255,0.0720225929914047,0,0,0,0,0.0476254738791816,0,0,0,0,0,0,0,0,0.336881362901693,0,-0.0417632358239696,0,0,-0.0704903077904241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.289016461816141,0.0847105914086389,0.107797329191847,0,0,0,0.0211364736846844,0,0,0,-0.0825098070985355,-0.0337634993672431,0,0,0,0,0,0,0,0,0,0.0559552968784054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356693198040022,0,0,0,0,0,0,0,-0.0904590702750439,0,0,-0.0235812514107595,0,0,0,0,-0.0438986718742185,0,0
X600104.SH,0.0747116221478719,0,0,-0.0463024776336573,0.0824686722403168,0.0918009687231075,0,0,0,0,0,0.211294254030183,0,0,0,0.00481805988472925,0,-0.145938066044887,0,0,0,0,-0.0249633255226508,0,0.0454892852924312,0,0,0,-0.0504574494539258,0,0,0,0,0,0.0991275448290315,0,0,0,-0.0510973685363506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101461322669361,0,0,0,-0.00152318491058419,0,0
