,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X600372.SH,X000977.SZ,X600066.SH,X002028.SZ,X002241.SZ,X002049.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X600183.SH,X601799.SH,X002223.SZ,X600060.SH,X600177.SH,X600418.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.238412787022384,0.13395086875855,0,0.106285336386624,0,0,0.12679094823999,0,8.67361737988404e-19,0,0.0271033084072802,0,0,0,0,0.0574215237176383,0.0131402787238566,0,0,0,0,0,0,0,0,0,0,-0.0823592167523167,0,0,0,0,0,0,0.0610775288896054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.462677978145931,0,0,0,0,0,0,0,0,0,0,0,0.0545808589602677,0,0,0,0.053569800901063,0,0,0,0,0,0,0,0,0,-0.0161371687567071,0,0.0470869054405227,0,0,0.0644355221392517,0,0,0,0,-0.0210374010646664,0,0,0,0,0,0,0,0,-0.0398402095437934,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140914443874197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020001333164468,0,0,-0.0787283392938651,0.0778241318380608,0.0816020852520924,0,0,0,0,0,0,0,0,0.0125796387856669,0,0,0.056717992251904,0,0,0,0.0880024234927515,0,0.0711457777730473,0,0,0.0151882716957139,0,0.0234019489422662,0,0,-0.0181280031486823,0,0,0,0,0,0,0
X600809.SH,0.476145841005462,0,0,0,0,0,0.0944965744029011,0,0,0,0,0,0.224656770073485,0.0742339042683653,0,0,0,0,0.239191308577445,0,0,-0.0818605163584019,0.0795475905268861,0,0,0,0,0,0,0.0920207106037495,0,0.036390945753842,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.068321208255465,-0.278943567038922,0,0,0,0,0,0,0,-0.0345121214638134,0.0353111868602003,0.0821079437619509,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0515735001116328,0,0,0,0.113183569879919,0,0,0,0,0,0.0459324500844945,0,0,0,0.00836363695822404,0,0,0.107323736549552,0.181046143956586,0,0,0,0,0,0.242252749534955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.105920321694524,0,0,0,0,0.195115779623242,0,0,0,0,0,0,0,0,0.0788120341803169,-0.00972013652436826,0,0,0,0,0.00104487392173934,0,0.137088410146236,0,-0.129934801086149,0,0,0,0,0,0,-0.063192521994966,0,0.225253890613402,0,0.0425993443777703,0,0,0,-0.0371210902524614,0,0.0583245905356057,0,0,0,0,0,0,0,-0.0147496704318316,0,-0.0478187932447954,0,0,0,0,0
X000568.SZ,0,0.765123368118823,0,0.171535198723617,0,0,0,0,0,-0.00138302427839435,0,0,0,0,0,0,0,0,0,0,0.0700967934256675,0,0.190457754285173,0.0634316640802757,0,0,-0.117656910533422,0,0,0.0145317845215663,0,0,0,0,0,-0.0356511813708598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162518821866898,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0793750650635797,0.310815998192341,0.0567928517251973,0,0,0,0,-0.118625839456602,0.134244544761884,0,0,0,0,0,0.108505154522273,0,0.122706984893224,0,0,0.230921897407861,0,0,0,0,0,-0.0237759959746607,0,0,0,0,0,0.0834461629290104,-0.127529749092541,0,0,0,-0.233882952053125,0,0,0.0623832923444846,0,0,0,0,0,0,0,0.000953244260785914,0.0401807067498217,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.257244049048494,0,0,0,0,0,0,0,0,0,0,0.0790160733071085,0,0,0,0.0304152533019859,0.0746402383514787,0,0,-0.0743826993011694,0,0,0,0,0,0,0,0,0,0.123940689221112,0,0,0,0,0,0,0.354667098895736,0,0,0,0.0696026815477239,0,0,0,0,0,-0.105809511665587,0,0,0,0,0,0
X002475.SZ,0.152087744613091,0,0,0,0.0252383212045835,0,0,0,0,0,0,0.0108295651717325,0,0,0,0,0,0,0,0,0,-0.0523289492051974,0,0,0.324153462758699,0,0,0,0,0,-0.111255165203521,-0.102167527901615,0,0.309606427923531,0,0,0,0,0,0,0,0,0,0.205958572188906,0.19397066431932,0,0,0,0.0378451152978856,0,0,0,-0.0379679991270019,-0.225931649441072,0,0,0,0,0
X600104.SH,0,0,0,0.00379127299302279,0,0,0,0,0.0667310030391022,0,0,0.122897486317412,0,0.0277268543290757,0,0,0,0,0.0321016080478104,0,0.00185734707990965,0,0,0,0,0,0,0,0,0,0,0.0363652327601659,0,0,0,0,0,0,-0.0507628959817798,0.0596694740789488,0,0,0,0,0,0,0,0,0.00956365079521119,0,0,-0.0608393927053859,0.0578409541152042,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.214362518669973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894021697197068,0.100600206061816,0,0.0306391414364779,0.176468892211418,0,0,0.0958140836660321,0,0,0,0,0,0,0,0,0,0.117958336027562,0,0,0,0,0,0,0,0.102080433371652,0.0965826395867556,0,0,0,0.410729133721566,0,0,-0.0362007215519549,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0.00313529958668967,-0.0243205806991154,0,0,0.321691893689475,0,0,0,-0.0340911929121389,0,0,0,0,0,0,0,0,0,0,0.00364936424356394,0.00306966668643991,0,0,0.0684666034295979,0,0,0,0,0.101930956892349,0,0,0.0715493314611115,0,0,0,0,0.0882238540095097,0,0,0,0,0,0.0433203755511372,0,0,0,0.130697064247017,0,-0.0101491887949681,0,0,0,0,0,0,0
