,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002304.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600809.SH,X600031.SH,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000596.SZ,X003816.SZ,X600703.SH,X000338.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X002179.SZ,X600741.SH,X002049.SZ,X000157.SZ,X601877.SH,X002129.SZ,X002007.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000066.SZ,X300142.SZ,X000799.SZ,X601799.SH,X002074.SZ,X000800.SZ,X300003.SZ,X000547.SZ,X600779.SH,X002008.SZ,X600118.SH,X002508.SZ,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.427611166723204,0,-0.23519711076804,-0.0159501516064854,0,0,0,0.0530405543619426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515089461512009,0,0,-0.0133511430529083,0,0,0,0,0,0,0,0,0,-0.00161808950626561,0,0,0,0,-0.011260982331879,0,0,0,0,0,0,0.0410731913965571,0,0,0,-0.00419265880872039,0,0
X000858.SZ,0.238583525706389,0,0,0,0.0547732664563884,0,0,0.269514691795766,0.0821777160203774,0,0,0,0,0,0,0.0239206697994817,0,0,0,0,0,0,0,0,0,0,0,0.0276393185473084,0,0,0,0.0206157979613681,0,0,0,0,0.00947356337383369,0.0357007980335344,0.0464277101013155,0,0.00787726883386082,0,0,0,0,0,0,0,0,0,0,0,-0.00890093609430798,0,0,0,-0.00428447490310321,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0583921215314399,0,0,-0.0368130056197572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545838755728973,0.232403845596514,0.0342811100845042,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0279651928949465,0,0,0.0388234652422411,0,0,0,0,0,-0.00370069274382953,0,0,0,0,-0.00569127583468915,0,0
X002415.SZ,0,0,-0.0227181231501105,0,0,0,0,0,0,0,0.107849576330771,0,0,-0.0884314262462194,0,0,0,0,0,0,-0.0531072610395274,-6.93889390390723e-18,0,0,0,0,0.0665854554123406,0,-0.0878237491929665,-0.0147936070668698,0.0417791033310358,0,0,0,0.180283706395292,0,0.0736151746109591,0,0.0921477104143011,0,0,0,0,0.0695001636094837,0,0,0,0,0,0,0,0.0147908089209594,-0.012726852807026,0,0,0,-0.0056565900495995,0,0
X002304.SZ,0,0.0988123770671236,0,0,0,0,0,0,0.246456394499185,0,0,0,0,0.0579509562375349,0,0,0,0,0,0,0,0,-0.0263359984117596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129941611678474,0.0830927118737187,0,-0.0192050126163433,0,0,0.138191951285296,0,0,0,0,0,0,0.0511770156630957,0,0,0,0,-0.000457016485253338,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.023117434667962,0,0,0,0,0,0,0,0,0.0236247312648958,0.0438173471626563,0,0.0204411296210979,0,0.511814641232696,1.73472347597681e-18,0,0,0,-0.0136005803260948,-0.051426007470384,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.208682606879848,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217614126660447,0,0,0,0.00182012418837071,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0389611551235618,0,0,0.0653000253969647,0.0780706312226674,0,-0.0416880386717446,0,0,0,0,0,0.0275253881276924,0,-0.0760073122489524,0,0,0.0243496794585665,0,0,0,0.194766833146228,0,0,0,0,0,0,0.0520574471646546,0,0.0194354240329448,0,0,0.0992505526635942,0,0,0,0,0.0536482786228539,0,0,0,0,0,0.00851444410071667,0,0,0,0,-0.0218176199059792,0,0
X000568.SZ,0,0.0381361442184921,0,0,0.148970697869583,0,0,0,0.39887179632943,0.00155146222455447,0,0,0,0,0,0,0,0,0,0.0366051255215658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341697465947513,0,0.072201391193622,0,2.16840434497101e-19,0,0,0,0.0854616731171317,0,0,0,0,0,0,-0.00173297958687199,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.105376502692194,0,0,0,0,0,0,0,0,0,0,0,-0.132134366011149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176865467129623,0,0,0,-0.0477729125734442,0,0,0,0.234911420170832,0,0,0,0.0109995262185034,0.0598684475474831,0,0,0,-0.00180189589180929,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.168854468549554,0,0,0,0,0.039073664720294,0,0,0,0,0,0,0,0,0.0477977039312493,0,0,0,0,-0.109958815089541,0.381234350238247,0,0,0,0,0.0225429120551746,0,0,0,0,0.0182307259770493,0.260688240149155,0,0,-0.0795726150134785,0,0.0507444540168143,0,0,0,0,0,0,-0.00182329711758915,0,0,0,0,0.00959742472748729,0,0
X600690.SH,0,0,0,0,-0.101538705517737,0,0.0514340852435417,0,0.262744930526074,0,0,0.224496174018027,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358853721156681,-0.0273820227499507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00449013553362065,0.0706053779832378,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.1937416711945,0,0,-0.00443947158666634,0,0,0,0,0,0,0,0,0,0,0,0.0212977561829162,0,0.223974194035706,0,0,0,0.345003397718147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684348100888586,0,0,0,0,0.0252101058442709,0,0,0,0,0,0,-0.0136783533305687,0,0,0,-0.0264298846922904,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102139510107946,0.0855476074648877,0.32218948316374,0.151483080885934,0,0,0.0155697886099824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499925625130341,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0232049022716066,0,0,0,0,0,0,0,0,0,0,0,0,-0.166639612014081,0,0,0,0,-0.109695716330986,0.0864304903138491,0.0806737829273541,0,0,0,0,0,0.232047970411871,0,0.194379032076016,0,0,0,0.297162035244961,0.191406890821577,0,0,0,0,0,0,-0.0285491548513898,0,0,0,0,0.0234519401789086,0,0
X300014.SZ,0,0,0,0,0,0,0,-0.0160964307436494,0,0,0,0.0914535005009174,0,0,0,0,0,0,0,0.0137981355170756,0,0,0,-0.0634975811149952,0,0,0,-0.106553841574845,-0.0515294867867923,0,0,0,0,0,0,0,0.156165930421392,0,0.0563151301226368,0.0633827080425311,0.215277068383028,0,0,0.203745801743065,0.203636753527226,0,0,-0.265226999151183,0,0,0,-0.00739766512900647,0,0,0,0,0.00706310475437075,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0999263110316383,0,0.237771401591859,0,0,0,0,0,0,0,0.042825247877713,0.170625472512305,0.0526737150456441,0,0,0,0,0,0,0,0,0.152549626232118,0,0,0,0,0,0,0.117509767076169,0.0613071956612138,0,0,0,0,0,0,0,0,0,0,0.0277179755668375,0,0,0,-0.00755305974282506,0,0
