,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X600522.SH,X000733.SZ,X600584.SH,X600183.SH,X002414.SZ,X002007.SZ,X600563.SH,X000800.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.403204035465672,0,0.111191281198492,0,0.067681354752015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526795345714535,0,0,0,0,0,0,0,0,0,0.0291138403757027,0,0,0,0,-0.0535243720647915,0,0,0,0,0,0,0,0,0,0.00136490486021064,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.437610070791218,0,0,0,0,0,0,0.124653824446946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156582785895395,0,0,0,0,0,0.0160160771702637,0,0,0,0,0.0922610256661097,0,0,0,0,-0.0252674420896483,0,0,0,0,0,0,0,0,0,-0.0160545173421901,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,3.46944695195361e-18,0,0.0353037445680053,0.157162231182353,0,0,0,0,0,0,0,0,0,0,0,-0.00262260323476453,0.0398451106242443,0,0,0,0,0,0,0.13142272358042,0,-0.0044450633914505,-4.33680868994202e-19,0,0,0,0,0,-0.00826812698877269,0,0.0243432780639593,0,0,0,0,0,0,0,0,0.0416125904256883,0,0,0,0,0,0,0,0.0441781032647407,0,0
X600809.SH,0,0.158300741568818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234358703819391,0,0,0,0,0,0,-0.00650033966165362,-0.0291925716782892,0.0836191318921067,-0.0024857661744328,0,0,-0.0300313681132957,0.0702274469614777,0,0,0,0,0.563028870066231,0,5.42101086242752e-20,0.13724754274176,0,0,-0.0722537356845377,0,0,0,0,0,0,0,0,0,-0.0427783987782556,0,0,0,0,0.0276516807801442,0,0
X600276.SH,0,0.0281959471516614,0,0.406699412056327,0,0,0,0.0147950966110512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466206184823476,0,0,0,0,0,0,0,0,0,0,0.1935298330845,0,0,0,-0.29765173122524,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00664121947393064,0,0,0,0,0,0,0
X000568.SZ,0,0.109122195843188,0,0.185855820829065,0,0,0,0,0,0,0,0,0,0,0,0,0.0443519140314365,-0.0291196303442404,0,0,0,0,0,0.251846055250474,-0.0592051347916413,0.0256137758769034,0,0,0,0,0,0,0,0,0,0.0882186707496913,0.129901737619951,-5.42101086242752e-20,0,-0.0446176628369751,0,-0.0433441594944033,-0.0439824849611375,0,0,-0.103155552921927,0,0,0,0,0,0.0419298917251731,0,0,0,0,0.0480612102488248,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0247155384506732,0,0.0690531339336401,0,0,0,0,0.184072683670711,0.208243911480701,0.240595314045414,0,0,0,0,0,0,0,-0.00153723441236889,-0.0609219866374278,-3.46944695195361e-18,0.0204595997201653,0,-0.245365384139509,0,0,0,0,0.05485357836823,0,0.142754337589404,0,0,0,-0.0256150231884612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559542693302858,0,0
X002304.SZ,0,0.138705244114125,0,0.200210383579208,0,0,0,0,0.171210844285885,0,0,0,0,0,0,0,0,0,0,0,-0.132274870575264,0,0,0.0568836623693285,0,0,0,0,0,0,0,0,0,0,0,0.133095561300501,0.082396943023522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282202440224798,0,0,0,0,-0.0490927511155057,0,0
X600690.SH,0,0.0419101491380897,0.141037968794021,0,0.0325838660886723,0,0,0,0,0,0,0,0.0706230389070024,0,0,0,0,0,0,0,-0.0578962599742894,0,0,0,0,0,0,0,0,0.218050205421154,-0.033542161929115,0.0765881178576669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372180536881052,0,0,0.0171429464480896,0,0.000804703083434046,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212117923411783,0,0,0,0,0.0435973400159617,0.0270363949785579,0,-0.0136286813260948,0,-0.00193145685812156,0,0,0,0.0638538233604902,0,0,0,-0.0529341956583493,0,0.0840457674872619,0,0,0,0,0,0,0,0,0,0,-0.106400185936149,0.0764165898834765,0,0,0.0383471851283484,0.00352435382091489,0,0,0,0,0,0
X300014.SZ,0,0,-0.0254058193666055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142302570612389,0,0.0869125235629899,0.120034047521705,0,0,0,0.0913228414710693,0,0,-0.11236257962599,0,0.186466327761064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869510326234096,0,0,0,0.15861374713092,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988960903428314,0,-0.298455994634506,0.408518122032237,0,-0.15297568236877,0,0,0,0.186062023154727,-0.274620243879163,-0.0298506849215369,0,0,0,0.352890469844839,0.0525039924552228,0,0.440731432665698,0,0,-0.0965594561946288,0,0,0,0,0.130922551278307,0,0,0,1.73472347597681e-18,-0.0158095231244777,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.204671263102907,0,0,0,0,0,0,0.088523801726954,0,0,0,0,0,0,0,0,0.0109993879301512,0,-0.00862910424413366,0,0,0,0,-0.0582171446430559,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.112903433010769,0,0,0,0,0,0.0368226407162877,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.103070930403721,0,0,0.00673186767709091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151435573560692,0,0,-0.0618215582652865,0,-0.0671584607466971,0,0.078766987580181,0.320208261868249,0,0.0221834018026361,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0150669439042212,0,0,0,0,0,-0.00998102228828471,0,0,0,0,-0.0249334332747274,-0.0523338767479321,0,0,-8.67361737988404e-19,0,0
X600031.SH,0,0,0,0,0,0,0.14912552137098,0,0,0.118789710505714,0.0253472355877766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0842593703998404,0,0,0,-0.0346545058036029,0,0,0,0,0.0306953274612891,0,0,0,0,0.657259154435208,0,0.132909813537634,0,0,0.111833720687582,0.0360341213483873,0,0.0111889822930681,0,0,0,0.0145841921997372,0,0,0,0.0891172005806769,0,0
X300124.SZ,0,0,0,0,-0.0709594719390846,0.106258087051315,0,0,0,0,0.0170317582765193,0,0,0,0,0,0,0,0,0,0,0,0.766344307731975,0,0,0,0,0.237949418438157,0,0,0.0835330388744773,0,0,0.0286882966085121,0.288516193355888,0,0,0,0,0,0,-0.195918531566249,0,0,0,0.013056666657267,0,0,0,0,0,0,-0.0506520088627962,0,0,0,0.135818860091573,0,0
X002241.SZ,0,0,0,0,0,0,0.430693041824436,0,0,0,0,0,0,0,0,0.0189218568829706,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.198854107152194,0,0.156695958415889,0.182943869563112,0,-0.216812465123565,0,0,0,0,0,0.131109456031433,0,0.158366922417472,0,0,0,0,0,0,0,0,0,-0.0169952770199483,0,0,0,0,-0.0307112359059614,0,0
X600703.SH,0,0,0,0,0,0,0.0775974896515711,0,0,0,0,0.204224807346662,0,0,-0.108353443844843,0,0,0,0,0,0,0,0,0,0.0646409905822626,0,0,0.0153258877453364,0,0,0.105335521692225,0,0,0,0,0,0,0,0,0,0,0,0.296781940705826,0,0,0,0,0,0,0.0581452023690159,0,0,-0.0505097224525835,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0509419714311571,0,0,0,0,0,0,0.0603491168359203,0,0,0.0748326655589515,0,0,0.0269438363485149,0,0,0.121345005558451,0,0,0,0,0.05294603203123,-0.0307696285505287,0,0.0404357611706781,0,0.221942154435571,0,0,0,0,0,0,0,0,0,0,0,-0.121359052311169,0,0,0,0.0326049432435704,0,0,0.229759329489703,0,0,0,0,0,0,0,0,0
