,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X002241.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X000977.SZ,X000596.SZ,X601877.SH,X002236.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X000625.SZ,X002456.SZ,X600584.SH,X002180.SZ,X300142.SZ,X002008.SZ,X600271.SH,X600118.SH,X300136.SZ,X000066.SZ,X002179.SZ,X002414.SZ,X002463.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0826962396603867,3.46944695195361e-18,0,0,0,0,0,0,-0.0668254744434758,0,0,0,-0.0524234327395611,0,0,0,0,0,0.102918165457347,0,0,0,0.197426774504739,0,0.220103619390548,0,0,0,0,0,0,0,0,0,0,0,0.11015796298994,0,0,0,0,0,0,-0.0404430533854827,-0.145213093818089,0.146631563383815,0,0,0,0,-0.0253187601131521,-0.0452655937628296,0,0,0,-0.0712965373909451,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0315632071386039,0,0.00943136753898795,0.498172461280691,0,0,0,0,0,0,0,0.0288519287261306,0,0,0.0194208967110095,0,0,0,0,0,0,0,0.0523050525547975,0,0,0,0.022453050488973,0,0,0,0.0510055924977991,0.0970821303912156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213790387130524,0,0
X600276.SH,0.139310583649436,0,0,0,0,0,0.0868332975803428,0,0,0,0,0,0,0,0,0,0.101445378850067,0,-1.73472347597681e-18,0,0,0.0365275190528187,0,0.203298616600121,-0.0766775050677015,0,0,0,0.111304749626083,0,0,0,0,0,-0.0174098383712333,0,0,0,0,0,0.00242596050260562,0,0,0,0,0,0,0,0,-0.0398583994403791,0,0.0122019176537317,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.122053917420893,0,0,0,0.139180961088286,0,0.0506313527045536,0.0733219021468086,0,0,0,0,0.0682692658290302,0,0,6.93889390390723e-18,0.0475906771975612,0,0,0,0,0,0,0,0,0,0.0165527642727632,0,0,0,0.0411569962432545,0,0,0,0,0.0945979643942377,0,0,0,0,0.00498800423266642,0,0,0,0,-0.0104183759420473,0.0338078017526661,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809748385033928,0,0,0,0,0,0,0,0,0,0,0,0,0.36267939959701,0,0,0.158211741177919,0,0,0.0652205991737451,0,0,0,0,0.20559552481018,0,0,0,0,0,0.06279740181737,0,0,0,0,0,0,0,0.035019154232488,0,0,0,0.00916745197791738,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.233723149426831,0.00168011138733645,0,-1.73472347597681e-18,0.00743124979451848,0,0,0,0,0.154567242619021,0,0.00923501430234305,0,0.050140961929443,0,0,0,0,0,0,0,0.149883871597857,0,0.127982156749839,0,0,0,0,0,0,0,0,0,0,-0.0298336933196676,0.0588697402478375,0,0,0,0,0,-0.00592651042659882,0.00782323343228232,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174782185612254,0.105734771615879,0,0,0.266855130988598,0,0.0540505810097812,0,0,0,0,0,0,0,0,0,0,0,0.0116990643043796,0,0,0.0632964126748478,0.132614312457255,0,0,0.0591370998990967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393490964095373,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.070684926936752,0,0,0,0,0.241527907783489,0,0,0,0,0,0.127277414718835,0,0,0,0,0,0,0,0,0,0.0714840928073147,0,0,0.0905079236344481,0,0,0,0.0205109005863109,0,0.211674162888847,0,0,0,0,0.117129979103582,0,0,0,0,-0.0138548652252413,0.0220343960209246,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941777358649876,0,0,0,0.185019245069673,0,0,0,0,0.037844652353288,0,0,0,0,0,0,0,0.10894642240129,0,0,0,0.127105966211105,0,0,0.0460444407702359,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.174412061056977,0,0,0,0,0,0,0.0208683137085448,0,0,0.377601709081912,0,0,0,0.0409013331036943,0,0,0,0,0,0,0,0,0,0,0,0.0448456325444193,0,8.67361737988404e-19,0,0,0,0,0.0593281721209691,0.0104000368322463,0,0,0.0949571285253843,0,0,0,0,0,0,0,0,0,0,0.0262860040458753,0,0
