,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X300003.SZ,X002007.SZ,X000596.SZ,X600183.SH,X002371.SZ,X600741.SH,X300014.SZ,X300142.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X300124.SZ,X601877.SH,X000157.SZ,X002236.SZ,X000800.SZ,X002463.SZ,X000625.SZ,X002129.SZ,X600118.SH,X002179.SZ,X002456.SZ,X300136.SZ,X600498.SH,X002223.SZ,X600271.SH,X002414.SZ,X600584.SH,X000066.SZ,X002049.SZ,X002185.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.343449903139805,0,0,0,0,0,0,0,0,0,0,0,0.192959889559559,0,0,0,0,0,0,2.51892590020612e-05,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0724415614636403,0,0.0139777737084515,0,0,0,0,0,0,0,0,0,-0.0137793414290715,0,0,0,0.0125439551102051,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.168505943867406,0,0,0,0,0,0,0.288037491372648,0,0,0.161488863661406,0,0,0,0.167596651286678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502720875696987,0,0,0.00276813062576331,0,0.026405743203004,0.0267936203443496,0,0.00671490334825888,0.0115761600362974,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370605783066064,0,0.0195920948732511,0.0381288722536207,0,0,0.197248484044373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156531449963011,0,0,0,0,0,0,0
X000651.SZ,0,0.289514799417234,0,0,0,0.0846872774847672,0,0,0.0918879204636703,0,0,0,0.0476208532845997,0,0,0.174995471667361,0,0,0,0,0,0,0,0,0.0324103694593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581308256170281,0,0,0,0,0,0,0,0.0334864555553374,0,0,0,-0.00602229297775569,0.00206122851767526,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12921746759527,0,0,0,0,0,0,0.209849708883716,0,0.0299446664189983,0,0.0741414697566101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257648884598899,0,0,0,0,0,0.0166564748610921,0.082577198090125,0.0855689162876249,0,0,0.0170643536151835,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.267457209441333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423969331885648,0.120697681913777,0.127161391563438,0,0,0.167186418325328,0,0,0,0,0,0,0,0,0,0,0,0,0.296186324864098,0,0,0,0,0,0,0,0,0,0,0.018269659102516,-0.00566162105244024,0,0,0,0,0,0
X600104.SH,0,0.168350261033042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00601730552316594,0,0.126945290109392,0,0,0.0603286438659784,0,0,0,0,0.114725408454494,0,0,0,0,0.101712953415259,0,0.102443547142667,0.014077483245311,0,0,0,0,0,0,0,0,0,0,0,0.0482747190935965,0,0,0.0377314842976797,0.0363459816203401,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188278762747591,0,0,0.079616346081591,0,0,0,0,0,0,0,0,0,0,0.250311830867824,0,0.0302094983376887,0,0,0.151354581368859,0.225074127802981,0.0822608033255805,0,0.00428031240706136,0,0,0,0,0,0,0.0211399156557203,0.0186661886647051,0,0,0,0,0,0
X600031.SH,0,0.0768782589948368,0,0,0,0,0,0,0,0,0,0,0.0431523421334465,0,0,0,0,0,0,0,0,0,0,0,0.0915774112685241,0,0,0,0,0,0,0.507820833401896,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0300225067376583,0,0,0,0.0225124564283354,0.0172096683308617,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.172792675315763,0,0,0,0,0.0445827758174213,0,0,0,0,0,0,0,0,0,0,0,0.0919743741990735,0,0,0,0.0581181915233683,0,0,0,0,0,0.0283061657988549,0,0,-0.0136514869340011,0,0,0.0703267643154947,0.21849556862515,0,0,0,0,0.0124075908460176,-0.0168987450003196,0,0,0,0,0,0
X002304.SZ,0,0.0496815105418049,0,0,0,0,0,0,0,0,0,0,0,0.228246681357082,0.0309404036761635,0,0,0,0,0,0,0,0,0,0.0313262435686341,0,0,0,0,0,0,0,0,0,0,0,0.0841059490816448,0,0,0,0,0.0259963826943698,-0.0426166837625974,0,0,0,0,0,0.00796556919846411,0,0,0.0243376783468833,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.114573984161467,0,0,0,0,0.0241624169225868,0,0,0,0,0.00228241510738914,0,0,0.0187684830857358,0.501174387047371,0.0216725356823275,0,0,0,0,0,0,0,0,0,0,0,0.0361703408844117,0.0827173428246798,0.0236903212087848,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0109788460681558,0,0,0,0,0,0,0
X000661.SZ,0,0.100851395237047,0,0,0,0,0,0.0264479793337057,0,0,0,0.0312475969079972,0,0,0,0,0,0,0,0,0,0,0,0,0.00124535567069881,0.00577148731712093,0,-3.46944695195361e-18,0,0,0,0.25633136416082,0,0,0,0,0,0.0395107976403223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294664817213245,-8.67361737988404e-19,0,0,0,0,0,0
