,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600690.SH,X000063.SZ,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X600741.SH,X600372.SH,X000157.SZ,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X002236.SZ,X600118.SH,X601877.SH,X000581.SZ,X000550.SZ,X600177.SH,X002475.SZ,X000800.SZ,X600582.SH,X002129.SZ,X002294.SZ,X000568.SZ,X300124.SZ,X002292.SZ,X000623.SZ,X000559.SZ,X600060.SH,X300003.SZ,X000050.SZ,X000977.SZ,X000400.SZ,X002456.SZ,X300146.SZ,X000869.SZ,X600839.SH,X002465.SZ,X002038.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.195000700947062,0,0,0.126405872038361,0,0.143217839846003,0,0.136522096721731,0,0.319115916125485,0,0,0,0,0.120251506727649,0,-0.0108946098628194,0,0,0,0,0,0.0304099072227644,0,0,0,-0.0845856417127779,0,0,0,0,0.00901000017699038,0,0,0,0,0,0,0,0,0,0.00182844678264726,0,0,0,0,0.010282818617908,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.0882459744087887,0.0296925965692804,0.084245034288249,-2.16840434497101e-19,0.11778071600862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137680045766622,0.0264000035402707,0,0.041699671197413,-0.0506904594990273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00634441246428601,0,0,0,0,0,0
X000651.SZ,0.0935908556253978,0,0,0,0.223285950077637,0.146522154545334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649819910976949,0,0.0078308072045488,0,0,0,0,0,0,0,0,0,0,0.0759352806417422,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0344681246847921,0,0.14893311139589,0,0,-0.0133550375574697,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.366429343859766,0,0,0,0,0,0,0.126297201133004,0,0,0,0,0,0,0,0.0205728123332987,0,0.182617296973595,0,0,0,0,-0.182428657057343,0,0.153234270797628,0,0,0,0,0.1907731380908,0.019666099721842,0,0,0.00794484372136198,0,0,0,0.134937192965469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.135307032854286,0,0,0,0.199939841360168,0,0,0,0,0.000972203178672694,0,0.0923694305048593,0,0,0,0.115798078678768,0,0.08652063338831,0,0,0,0.0553527998819288,0.089425522199878,0,0.0318362436226687,0,0,0,0,0,0,0,0,0,0.143157401212483,0.115228100687287,0,0,0,0,0.0125328419743158,0,0,0,0,0,0
X000625.SZ,0.187531078987492,0,0.150066804023087,0,0,0,0.117788411854973,0,0,0.069484009493713,4.33680868994202e-19,0,0,0,1.38777878078145e-17,-0.0300667707375708,0,0,-0.218039415438375,0,0,0,0,0,0,0,0.381387078960927,0,-0.0242527463407401,0,-0.0474090107303615,0,0.183958090849942,0,0,0,0,-0.0240470807059386,0,0,0.0252491694918774,0,0,0,0,0,0,0,-0.0750190129785283,0,0,-0.0230510815361012,0.0165971010193507,0,0.111005745613469,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.25621170007417,0,0.032002005219468,0,0.239462122569623,0,0,0,0,0,0,-0.142291306456725,0,0.0884273933881025,-0.0216824312790362,0,0,0,0,0.303696570770904,0.115609448107317,0,-0.0931130747674472,0,0,0,0,-0.00911693640849943,0,0,0,0,0,0,0,0,-0.111462448324621,0,0.186165398645787,0,0,0,0,0,0,-0.00435271627653054,-0.101365797310218,0,0,0,0,0
X000858.SZ,0,0,0,0,0.144558126718483,0,0.0542598046655704,0,0.11036493830186,0.0284078860348772,0.2390990591872,0,0.072276074809499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423073936563221,0,0,0,0,0,0,0.0332983877319981,-0.0419986123417199,0,0,0,0,0.0049929298293931,0,0,0,0,0,-0.0023277145473058,0,0,0,0,0,0
X600690.SH,0.0326868331835336,0,0,0,0,0,0,0,0,0,0,0,0.235899152067988,0.155479077999694,0,0,0,0,0,0,0.00847964414980012,0,0,0,0,0,0.122431959136098,0.117503987961687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543642491461428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0630403548371975,0,0,0.209833604079095,0.00968960664360996,0,0.0985219570600075,0,0.0224626607870663,0,0,0,0,0,0,0.00608239306697146,0,0.0853788856536291,0,0,0,0,0,0,0,0,0.103967156998181,0,0.0289359881149594,0,0,-0.0793714339660861,0,0,0,0,0,0,0,0,0,0,-0.00934375187587962,0,0,0,0,0,0
