,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X300124.SZ,X600809.SH,X000100.SZ,X002008.SZ,X002085.SZ,X600487.SH,X300136.SZ,X002508.SZ,X600522.SH,X600089.SH,X300003.SZ,X600177.SH,X600271.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X002294.SZ,X000559.SZ,X000050.SZ,X300115.SZ,X002074.SZ,X002180.SZ,X000981.SZ,X600566.SH,X000596.SZ,X600372.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0236824055128757,0,0.0501010541437787,0,0,0,-8.67361737988404e-19,0,0,0.214033950335319,0,0,0,0,0,0,0,0,0,0,0.0479341815758728,0,0,0,0.00866433712191269,0,0,0.0601105673104192,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493438334451487,0.0123943482108378,0,0,0.0373192045825756,0,0,0,0.0115596864870391,-0.0184635039322225,0,0,0,0,0,0
X600104.SH,0,0,0.0126015066877936,0,0,0,0,0,0,0,0,0,0.0175745639775358,0,0.377439637452196,0,0.0898557642177261,0,-0.00199017655347494,-0.038859703497527,0,0,0.0922500680194695,0,-0.055391250338616,0,0,0,0.031684175547151,0,0,-0.0957934033754149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280482416200133,0,0,0.013291000165318,-0.017097000408665,0.0140687318030365,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.109339600264521,0,0.224717976947155,0,0.0410887183996704,0.0136665808205146,0,0,0,0,0,0,0,0.0852697391125003,0,0,0,0,0,0.0233098616158525,0,0,0.101832615829389,0,0,0,0,0,0,0,0,0,0,0,-0.00568206751052567,0,0.0180746551224678,0.0299253528405705,0,0,0,0.0309172042678784,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0157737438205943,0,0,0,0,0,0.353428173768634,0.0475100139899485,0.0147145859229766,0,0,-3.46944695195361e-18,0,0,0.0193742381308641,0,0,0,0,-0.00646006191551681,0,-0.0245694111904339,0,0,0,0.318203588638139,0,0,0,0,0,0,0,0,0,0,0,-0.00189074143486446,0,0,-0.0555061140527521,0,0,0,0,0,0,0.0215180137454149,-0.0114546520950167,0,0,0,0,0,0
X000858.SZ,0,0,0,0.180442490560851,0,0,0,0,0,0,0,0.361399968206353,0.0272398899967989,0,0,0,0,0,0,0,0,0,0,0.162802445521242,0,-0.0398797386808383,0.0242680760157986,0,0,0.0387745885214162,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.00490160502419175,-4.33680868994202e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.05913643346226,0,-0.0517524161934097,0,0,0.20498879820367,0,0,0,0,0,0,0,0,0,-0.0149469910389184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056527719206028,0,0,0.0998381619718441,0,0.038571323771505,1.73472347597681e-18,0,0,0,0,0,0,0.200376385387327,0,0.00152741722888432,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.217135881099179,0,0,0,0.0479557419612656,0,0,0.0608297081690981,0,0,0.143109945618841,0,0,0,0.181416544910016,-0.149080933726427,0,0,0,0,0,-0.0649299192029386,0,0,0,0.135714172892558,0,0,0,0,0,0,0,0,0,0,0,0,0.117962450585809,0,-0.037184635102668,0,0,0.0415827461716659,0,0,0,-0.0084068235772979,-0.00396270747946802,0,0,0,0,0,0
X000725.SZ,0,0,0.20828760165187,0,0,0,-0.0593846600621178,0,0,0,0,0.0236256963245575,0,0,0.0260583171968685,-0.00549352178156393,0,0.194380070325997,0,0,-0.0236239878927438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216110389222573,0,0,0.0352147397944726,0,0,0,0,0,0.138641507802217,-0.00463432559359269,-0.0116776095631436,0.00900633400541506,-0.142711655581624,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0260941938507544,0,0,0.0902468114253159,0.138418619809074,0,0.106204745622838,0,0.0198446304966614,-6.93889390390723e-18,0,0.0558869510795423,0,0,0,0.253449949271382,0,0,0,0,0,0.0199298879721309,0,0,0,0,0,0,0,0,0,0,0,0.0643486699680884,0,0,0,0,0,0,0,0.114365144581575,0,0,0,0.0512515073774981,0.000339732795053345,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.141048623513909,0,0,0,0,0,0,0.0973767279918819,0,0.112278969178438,0,0,0,0,0,0,0,0,0,0,0,0.11358762207209,-0.0317146660434045,0,0,0,0,-0.0890089191597092,0,0,0,0,0,0,0,0,0,0,0,-0.144151537220427,0,0,0.065316635189075,0,0,0,0.142950702641398,-0.0752355402275773,0,0,0,0,0,0
X600690.SH,0,0,0.176931625135045,0.141130869153233,0,0,0,0,0,0,0,0,0.163667291811467,0,0,0,0,0,0,0,0,0,0,-0.010664219754937,0,0,0,0,0.162718406499665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461827571003396,0,0,0,0,0,0,-0.00232939159749313,-0.0113709676325283,0,0,0,0,0,0
X000568.SZ,0,0,0,0.287582229842799,0.310366040271533,0,0,0,0,0,0.0699256943726589,0,0,0,0,0,0,0,0,0,0,0.0475549388093921,0,0.0963880940329983,0,-0.0255546898048693,0,0,0.164503877677189,0,0.0585618765011651,0,0,0,0,0,0,0.136929003315548,0,0,0,0.013796124061261,0,0.00634014594851752,0,0,0,0,0,0,0,-0.00237477465066427,-0.0385245668593217,-0.0573512730583846,0,0,0,0,0
X002236.SZ,0,0,0.304773313359457,0,0,0,0,0,0.0579895701602802,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981644796605348,0,0.0896948470268482,0,0,0,0,0,0,0,0,0,0,0,0,-0.383463372649521,0,0,0.00688317010436971,0.52708251780739,0,0,0,0,0,0,0,0,-0.000497136769352677,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,8.67361737988404e-19,0,0.096892723875266,0,0,0,0,0,0,0,0,0.00115730176508444,0.152682894984805,0,0,0,0,0,0,-0.0161942104828391,0,0,0,0,0,0,0,0.0890989857207702,0,0,0,0,0,0,0,0.12023767988591,0.0373520337251678,0,0,0,0,0,0.0889513295535515,0,0,-0.00264015249398743,0.00750292066692106,0,0,0,0,0,0
X600741.SH,0,0.787514336177517,0,0,0,0,0,0.0599822556028007,0.032800588550175,0,0,0,0,0,0,0,0,0,0,-0.101273407534345,0,0,0,-0.0170750308768593,0,0.147624558506736,0,0,0.123223746485304,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701703592810229,0,0.0353604328970173,-0.00661885030197207,0,0,0,0,0,0,0,0.0247161823715865,0,0,0,0,0,0
X002241.SZ,0,0,0.206193069833992,0,0,0,0,0,0,0.059756367511038,0,0,0,0,0.119041830557035,0,0.0921068515565151,0,0,0.371341881715068,0,0,0.235615540180229,-0.141346104253418,0,0.117568565627079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112216453840789,0,0,0,0,0,0,0,0.0375194241435599,-0.040810975482498,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.132335372792767,0.0488988899695249,0,0,0,0,0,0,0,0,0,0.109781076713147,0,0,0,0.0101591705447869,0,0.201778296651995,0,0,0.184155145559439,0.088325050886982,0,0,0,0,0,0,0,0,0,0,0,0,0.114924235619351,0.0825751439511962,0,0,0,0,0,0,0,-0.0239281284866074,-0.0748459868258642,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.331225513000512,0,0,0.204146859396066,0,0.0842309278360365,-0.0391737699889899,0,0,0,0,0,0.0184841439829289,0,0,0.179818657625622,0,0,0.0316206391914658,0,0,0,0,0,0.0308455436913067,0,0,0,0,0,0,0,0,0.216216140966228,0,0,0,0,0.0291580254508749,0,0.128381766651457,0,0,0,0.0330905586587751,0,0.0448520434881847,0,0,0.0123214305580697,0,0,0,0,0,0
X600031.SH,0,0,0,0.11186065803181,0,0,0.165996490328218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.55111512312578e-17,-0.0962891165928675,0,0,0,0,0,0,0.985667060283646,0,0,0,0,0,0,-0.404662576530226,0.15428913441805,0,0,0.390107359291953,0,0,0,0,-0.00572152756117805,-0.00162069217015438,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0947624960228407,0,0,0,0,0,0,-0.0347243466641858,0,0.16560936346787,0,0,0.274472925803828,0,0,0,0,0,0,0,0,0,0.166347346325187,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212139689303409,0.0218268169492337,0,0.224309051473652,0,0,0,0,0.0911922374540357,-0.180686796859166,0,0.0131763220796073,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,-0.179280214720758,0,0.103713872615823,0,0,0,0,0,0,-0.0354453849240969,0.0349368292062387,0,0,0,0.201827231228046,0.0755260823307218,0,0,0,0,0,-0.150078552333701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564651330722673,0,0.03947222658312,-0.0107667158859559,0,0.0215761641706454,-0.076772070562574,-0.0147810360221776,0.0144718619622867,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.139716364543573,0,0.115692499395485,0,0,0,0,0,0,0,0,0,0.0315372158880028,0.0134341129888911,0,0,0,0,0,0,0,0.0600874959081996,0,0,0,0,0,0.0927659038790629,0,0,0.204756399057702,0.0347042140064658,0,0,0,0.0208455809985641,0.101572103139775,0,0,0,0,0.00104602731055924,0,0,0,0.00373169539487717,0.0203952935105666,0,0,0,0,0,0
