,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000063.SZ,X003816.SZ,X000596.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002074.SZ,X600089.SH,X000100.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000799.SZ,X000157.SZ,X600522.SH,X600779.SH,X601799.SH,X002180.SZ,X000733.SZ,X002414.SZ,X600884.SH,X600584.SH,X002008.SZ,X600183.SH,X002007.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.571427789094894,0,0,0.0545855299968386,0,0,0,0,0,0,0,0,-0.0959998990823495,0,0,0.00737197608731907,0,0,0,0,0.00313882793687669,0,0,0.0136399432636755,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173110692492264,0,0,0,0,0,0.00344698140550435,0,0,0,0,0,0,0,-0.00669701056745514,0,0,0,0,0,0
X000858.SZ,0,0,0,0.324060132739042,0,0,0,0,0,0.0649315902673981,0,0,0,0,0,0,0,0,0.0247859181705088,0,-0.0380722033647634,0,0,0,0,0.249490763767562,0,0,8.67361737988404e-19,-0.00795815746885664,0.0153493541018211,0,0,0,0.0640296652473792,0,0,0,-0.0625434530747847,0.0953727751704304,0.0848993343302295,0,0,0,0,0,0,0,0,0,0,-0.0165598105003047,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0444297559820601,0.0613505759019097,0.117551406622065,0.281405237913918,0,0,0,0,0,0,-0.0264736988932381,0,0.0330115401482951,0,0,0,0,0,0,0,-0.0538306478835731,0,0,0,0,-0.0301049126753127,0,0,0,-0.114190341514603,0.208020700911665,0,0,0,0,0,0,0,0.110490553905217,0.0180932088103816,0,0,0,0,0,0,0.022322546089137,0,0,0,0,0,0,0
X600809.SH,0,0.138997452870077,0,0,0,0,0,0,0,-0.0969046004513901,0,0,0,0,-0.0602381822754581,0,0,-0.215214021759551,0,0,-0.0493849049842423,0,0,0,0,0,0,-0.29913034159571,0,0,0,-0.0565627704017922,0,0.269045809296964,0,0,0.592588609897195,0,0,0.0500161708538833,0,-0.00213871358377709,0,0,0,0,0,0,0,0,0,0.0031116296848575,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0837354635158162,0,0,-0.0269214511097662,0,0,0,0,0,0,0,0,0.0731129822086174,0,0,0,0,0,0.479265523056578,0,0,-0.0669534688886559,0.0840511239244149,0,0,-0.000141388765470378,0,0,0,0,0,0,0,0,0,-0.113388462045401,0.179627844344718,0,0,0,-0.166079288751667,0,0,0,0,0,0,0,0,0.026084460191902,0,0,0,0,0,0
X002475.SZ,0.037732770331768,0.161911052163174,0,0,0,0,0,0,0,0,0,0,0,0,0.00862484752146893,0.195252379108867,0.0555356753246336,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790409827879578,0,0.187901419646796,2.16840434497101e-19,0,0,0,0,0,0.103065037908571,0,0,0,-0.0307837708753902,0,0,0,0,0,0,0,0,0.0193146845285639,0,0,0,0,0,0,0
X600276.SH,0,0,0.0997050791387251,0,0,0.0455832337091179,0,0,0,-0.0519329359858581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219793132956926,0.11507027394043,-0.200403629929341,0.00758944391746864,0,0,0.0753578481697768,0,0,0,0,0,0,0.0142159383232198,0,0,0,0,0,-0.0950178759513716,0,-0.0952285748726571,0,0.249302772763513,0,0,-0.0140586205917573,0.0179163856574897,0,0,0,0,0,0
X600690.SH,0,0.000126046792346994,0,0,0,0,0,0,0,0,0,0,0.0159192462175228,0,0,0,0,0,0,0,-0.0780462411299647,0.0229301323071548,0,0,0,0,0,0,0,0,0.0280524655683133,0.303840778325221,0,-0.131213611542018,0,0,0,0,0,0,0,0,0,0,-0.0340740373839885,0,0,0.0570313622287581,0,0,0,0.00765148069090772,0,0,0,0,0,0,0
X002304.SZ,0,0.492084108495259,0.0334636600608734,0,0,0,0,0.149319056461481,0,0,0,0,-0.155831380327612,0,0,0,0,0,0.02529995391844,0,-0.0629024839958819,0,0,0,0,0,0,0,0.0596681610000717,0,0,0,0,0,0,0.112036205487354,0,0,-0.0488526569988044,0.0477812707773751,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367695594319674,0,0,0,0,0,0
X300014.SZ,0,0.125106712033797,0,0,0.0354530978334143,0,0,0,0,0,0,0,0,0,0,0.081718053864453,0.136205235624621,0,0,0,0,0,0.0761571141727113,0,0.0229262307934575,0.0499643508333568,0,0,0.185665981419672,0.0789764941637815,0,0,0,0.110225511518993,0,0,0,0,0,0,0,0,0,0,0.0916001334482781,0,0,0,0,0,0,0,0.0315960908244198,0,0,0,0,0,0
