,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600741.SH,X000100.SZ,X000661.SZ,X600089.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600884.SH,X000157.SZ,X600522.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X000977.SZ,X600584.SH,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.517672873905905,0,0,0,0,0,0.12041384752648,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0893694626811525,0,0,0,0,0,0,0,0,0,0,0,0.0707147449069784,0,0,0,0,0,0,0,0,0,0,0.010872429967172,-0.0165571767982211,0,0,0,0,-0.00833682111913983,0,0,0,0.0157336210135025,0,0
X000858.SZ,0.197274073667665,0,0,0,0.14075581551952,0.0337789997315421,0,0.0268073726916889,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.130401582707736,0,0,0,0,0,0,0,0,-0.0189710454737858,0,0,0,0.104771421325468,0,0,-0.0203959605227568,0,0,0.077093381723858,0,0,0.00105127043844348,0,0,0,0,0,0,0.00717097557602172,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0354432472371685,0,0.210265258685422,0,0,0,0,-0.0517760250872553,0,0,0.132249454162983,0,0,0,0,0,0.0208311531070549,0,0,0,0,0,0,0,0,0,-0.115920076590211,0,0,0,-0.116953837636878,0.0528731926941581,0,0,0.254824817439606,0,0,0,0,0.123502427397942,0,0,0,0,0,0,0,0,0,0,0,-0.00994869644089963,0,0
X600809.SH,0,0,0,0,0.126138095978493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251011971227597,0.107493626858873,0,0,0,-0.144495516979597,0,0,0,0,0,0,-0.174842744369221,-0.0120637336278088,0,0,0,0,-0.0110175013543238,0,0,0.293269460751915,0,0,0,0,0.0918254033839773,0,0,0,0.0678112164821222,0.00684402778699461,0,0,0,0,0,0,0
X000568.SZ,0.561989096050926,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219992927725606,0,0,0,0,0,0,0.0599061608830278,-0.00878626925172107,0.0526584576737743,0,0,0,0,0,0,0,0,0,0,0,0.00586576502962405,0,0,0.000424912876409891,0,0,0,0.0166280577643847,0.00788175763340176,0,0,0,0,0,0
X002475.SZ,0.0532503587067404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447792285184419,0.340945672315385,0.24511292381664,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413027395159887,0,0,-0.0225048114623113,0,0,0,-0.142095337068849,0,0,0,0,0.105815448765683,0,0.0159368385446161,0,0,0,0,0,0,-0.0379590847533191,0,0,0,0,0,0,0
X600276.SH,0.0471887207475341,0,0.0196181109573222,0,0,0,0,0,0.241172160404713,0,0,0,0,0,-0.0698030828354234,0,0,0,0,0.30982264978998,0,0,0,0,0,0,0,0,-0.0823961490698,0,0.0254281503345463,0,0,0,0.0967268106760326,0,0,0,0.0413579780505704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200787759517508,0,0,0,-0.0266020869718268,0,0
X002304.SZ,0,0,0.10389196350977,0,0.0974634761684428,0,0,0,0,0,0,0,0,0,0,0.135184183669785,0,0,0,0,0,0.0384081671004038,0,0.114839530315195,0,0,0.0407065721717026,0,0,0,-0.0833685312530095,0,0.000753860260748964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658227600140671,0,0,0,0.09434649116564,0,0
X600690.SH,0,0.204285765127385,0,0,0,0,0.291826864095923,0,0,0,0,0,0.0559333955299844,0,0,0,0,0,0,0,0.0961381775902751,0,0,0,0,0,0,0.0357139583269749,0,0,0,0,0,0.127351234564054,-0.0537011651579218,-3.46944695195361e-18,0,0,0.0601673991674612,0,0,0,0,0,0,0,0.0961842829618107,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0385221294198623,0,0,0,0.0601553527618232,0,0,0,0.152848508672985,0.110230516978806,0,0,0,0,0,0,0,0,0,0.0584303149879641,-0.0298613566727922,0,0,0.000334076872198825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495519063805602,0,0,0,0,0,0,0,-0.0201782618886797,0,0,0,0.00128692185206877,0,0
X600104.SH,0,0,0,0,0,0.0401208550865022,0,0,0,0,0,0,0,0,-0.024724548987438,0,0,0,0,0,0.0519755355670201,0,0,0,0,0,0.0932999202778484,0,0.0349743901579916,0.0281238599144542,0,0,0,0,0,0,0,0.089674643141946,0,0,0,0,0,0,0,0,0,0.0202714716876868,0,0,0,-0.00474589970602785,0.0123799844438665,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.016559299146693,0,0.0679042126905221,0,0.0767527374302739,0,0,0,0,0,0,0,0,0,0,0,0.0204243492390662,0,0,0,0,0,0.0232090427948761,0,0,0.315181123235421,0,0,0,0,0,0,-0.0102764467760724,0,0,0,0,0,0,0,0.0215991660750202,0,0.0609673620655747,0,0,0,0,0,0.00526691033534303,0,0,0,0.0141451509851345,0,0
