,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X002008.SZ,X600487.SH,X601877.SH,X002241.SZ,X000100.SZ,X002456.SZ,X600066.SH,X600809.SH,X002508.SZ,X002294.SZ,X300124.SZ,X300003.SZ,X300136.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X000596.SZ,X000981.SZ,X000157.SZ,X002085.SZ,X600177.SH,X600566.SH,X600498.SH,X600699.SH,X000661.SZ,X300142.SZ,X002179.SZ,X600118.SH,X002129.SZ,X600584.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.111805088940561,0,0.623752188117201,0,0,0.157427198945664,0.0798151121489311,0,0,0,0,0,0,0,-0.0791161455873388,0,0,0,0,0.0725559653161727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141929959482628,0.0214425145527848,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0327563136565685,0,0,0,0,0,0.138694561202169,0,0.125267835374016,0,0,0,0,0,0.0110430219247221,0,0,0,0.111965787641458,0,0,0,0,0,0,0,0,0,0.0230084630786168,0,0,0,0,0,0,0,0,0,0,0,0.0411228391336096,0,0,0,-0.0049984805456959,0.191490608492974,0,-0.0319803695726508,0.05192778105459,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0347369383736061,0.051209285805035,0,0.0333012334141619,0,0.026178608245805,0.136473849190422,0,0,0.277324185519399,0.226237465673395,0.0660738110448731,0,0,0,0,0,0,0,0.0171344126692162,0,0,0,0,0,0,0,0,0,0,0,0,0.00904649015561174,0,0.0386343180823496,0,0,0,0,0.113955137312316,0,0,-0.00509252467117403,-0.0153679206045402,0,0,0,0,0,0
X000858.SZ,0.0662385373440005,0,0,0,0,0,0,0.145196543459845,0,-6.93889390390723e-18,0.161894434073608,0,0,0,0,0,0.00627838116448266,0,0.0695345526443328,0,0,0,0.101021508028224,0,0,0.240515251814392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235450954872055,0,0,0,0,0,0
X000651.SZ,0,0.0760774039000964,0,0.103053083939923,0,0,0,0,0,0,0,0.00968916087308627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670753057456576,0.208299507178694,0,0,0,0,0,0,0,0,0,0,0,0.0732341942466294,0,0,0,0,0,0,-0.00647565391375919,0.0531528171175792,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.610645966499803,0,0,0,0,0,0.0343435392498987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416438878303257,0,0,0,0,0,0.141702658941956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078028486462767,0.144087541774954,0,0,0,0,0,0
X600276.SH,0.132014420031416,0,0,0,0,3.46944695195361e-18,0,0.0831454824350289,0,0.011445851205474,0,0.111368359761022,0,0,0,0.204099239307366,0,0,0,0,0,0,0,-0.252997394477379,0,0,0,0,0.123505360149886,0,0,0,0,0,0,0.085357871754545,0,0,0,0,0,0,0,0,0.0769657077041912,0,0,0,0,0,0,-0.0176527074006046,0.0446898245634653,0,0,0,0,0,0
X002304.SZ,0.213463024595276,0,0,0.272608312506519,0,0,0,0,0,0,0.148284474475457,0,0.146613740372875,0,0,0,0,0,0.00422058499344463,0,0,-0.00501095281508458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150850622394247,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.00782508930609488,0.0305672798606247,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.173154440894143,0,0.417945023663168,0,0,0,0,0,0,0,0,0,0,0,0,0.138163933711796,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0128398506699373,0,0,-0.0437039213584061,0.197672772562728,0,0.304123825358886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313510704302302,0,0,-0.00457653809462189,0,0,0,0,0,0,0
X600690.SH,0,0.450938718395579,0,0,0.115961511713026,0,0.103916865136154,0.0680346748580079,0,0,0,0,0.0585139475173421,0,-0.0545176398590667,0,0,0,0.0721306710003004,-0.0499093610918693,0,0,0,0,0,0,0.154171604732315,0,0,0,-0.0282686620444631,0,0,0,0,0.123785661712517,0,0,0,0,0,0,0,0,0,0.0775993716994403,0,0,0,0,0,-0.009501417851339,0.0168648312298444,0,0,0,0,0,0
