,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600104.SH,X300014.SZ,X600690.SH,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000625.SZ,X002129.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X600089.SH,X600460.SH,X000100.SZ,X600741.SH,X300142.SZ,X002074.SZ,X002236.SZ,X000799.SZ,X600884.SH,X600779.SH,X601799.SH,X600702.SH,X000157.SZ,X000733.SZ,X600584.SH,X002414.SZ,X600183.SH,X002007.SZ,X000800.SZ,X600563.SH,X600522.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.480882800608312,0,0,0.1284639508864,0,0,0,0,0,0,0,0,-0.0136592163175271,0,0,0,0,0,0,0,0,0,0.0253705430749595,0,0.0297075736035358,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0386511186321166,0,0,0,0,0,0.0458453087467084,0,0,-0.0715818424139875,0,0,0.042358998307241,-0.0569328446363645,0,0,0,0,0,0
X000858.SZ,0,0,0,0.316210384162343,0,0,0,0,0,0.0784373209463244,0,0,0,0,0,0,-0.1140486148474,0,0,0,0,-0.0169030270592478,0,0,0,0,0.108625186577645,0,0.0124907057084145,0,0,0,0,0,0,0.195530244650511,0,0.088416497674192,0,0,0,0,0,0,0,0,0,-0.0179322202049985,2.16840434497101e-19,-0.0576252195986214,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0462338659029186,0,0,0.156968743982769,0,0,0,0,0,0,0,0.019055744455638,0,0,-0.001671449070562,0,0,0,-0.0211858230503535,0,0,0,-0.0260512247950082,0,0,0.125147057673082,0,0,0,0.0636717249118316,0,0.0350897796202398,0,0,0,0,0,0,0,0.0562425506752758,0.0427333124791923,0,0,0,0.00402894705202121,0,0,0,0,0.0387959983667332,0,0
X600809.SH,0,0.0863386440382247,0,0,0,0,0,0.215944750148985,0,0,0,0,0,0,0,0,-0.0932276391959839,0,0,0,0,0,0,-0.0593952348136212,-0.0139934302882257,-0.0158156562087743,0,0,0,0.0742887128593469,0,0,0,0,0,0.473475072173151,0.0277894052254239,0,0.143719022156076,0.117806247858148,0,0,0,0,0,0,0,0,-0.0211253536580988,0,0,-0.00677639185616663,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.207576361854857,0,0,0,0.0332322024618535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413228567107662,0.184294492577435,0,0.00164700410698983,0,0,0,0,0,0,0,0,0.153554816086414,-0.115622419076595,0.118381645200541,0,0,0,0,0,0,0,0,0,0,-0.0328230273603058,0,0,0.0376798331524178,0,0,0,0,0.0517909834196372,0,0
X600276.SH,0,0,0,0.309386602422511,0,0,0,0.134583043311764,0,0.00669410447542445,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132885652025152,0,0,0,-0.0859916488800574,0,0,0,0,-0.0239966557284925,0,0,0.250175613528851,-0.259724439045131,0.0044985063554077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020631576133854,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.102457668141571,0,0,0,0,0.16964142532726,0.172253068157706,0,0,0.216949164738476,0,0,0,0,0,0,0,-0.262294596427012,0,0.0399864280767117,0,0,0,0,0,0,0.0772082348246264,0.144920347086214,0,0,-0.025135778462832,0,0,0,0,0.0529002730912511,0,0,0,0,0,0,0,0,0,0.0359405271338764,0,0
X002304.SZ,0,0,0,0.287817615637899,0,0,0,0,0,0,0.0748650380673515,0,0,0,0,0,0,0,0,0,0,-0.120118441575388,0,0,0.134137039943826,0,0,0,0,-0.0380543816024093,0,0,0.0363338790268832,0,0,0.146456101912902,-0.0284324875933688,0.0379436004928949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024672242543674,0,0,0,0,-0.0476039015638786,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157118156006852,0,0.0433366941804429,0,0,0,0.0208890267309579,0,0,-0.0303215781557557,0,0,0,0.0284117769698144,0,0,0,0,-0.0664704837662017,0.0122119070385534,0,0.0697104162523843,0.0535906878132298,0,0,0,0,0,0,0,0.0245994720733633,-0.0711163397046407,0.0734055951751929,0,0,0.00935422602085131,0.0533931995282134,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.114707559315637,0,0,0,0,0,0,0,0,0,0.140301263862519,0,0,0,0,0,0,0,0,0,0.154082326986776,0,0,0.139172483267344,0,0.0528296811144849,0,0,0.0706906055120163,0.0926677187097638,0,0,-0.180845644190725,0,0,0,0,0,0,0,0,0,0,0.0488218727223185,0,0,0,0,0.154090927366429,0,0
X600690.SH,0,0,0.157188077751718,0,0,0,0,0.0152554314019858,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573539760849557,0,0,0,0,0,0,0.0470451678471206,-0.0318739320269363,0.263998695484366,0,0,0,0,0,0,0.0714301820833936,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.058389916633679,0,0,0.0491106787319821,0,0.00845343830288397,0,0,0,-0.00443850670085632,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102277835077217,0,0,0,0,0,0.403997919455351,-0.161321181151306,-0.21809972144445,0,0,-0.0436493914532353,0,0,0,0,-0.0735363559613659,0,0,0.471291515429945,0,0,0.24894791054947,0,0,0,0,0,0.190758659875751,0,0.0429267124644842,-0.201874953300742,0,0,-0.0165368331872951,0,0,0,0,0.104910489766519,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00887472235139006,0,0,0,0.0772234585566703,0,0,0,0,0,0,0.155371911329203,0.00906415590432598,0,-0.00143003193880901,0,0,-0.180567971261887,0,0,0,0,0,0,0,0,0,0,0.0553338948290766,0,0,0,0,0,0,0,0,0,0,0,0,0.061744065484813,0,0,0,0,0,0
