,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X600066.SH,X002456.SZ,X600487.SH,X000100.SZ,X300003.SZ,X300124.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600522.SH,X600271.SH,X600089.SH,X000050.SZ,X000157.SZ,X300136.SZ,X000596.SZ,X000981.SZ,X600177.SH,X600566.SH,X600707.SH,X002085.SZ,X600699.SH,X000661.SZ,X600498.SH,X300142.SZ,X002179.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0999765786784354,0,0,0.598887958836346,0.151103753729839,0,0.0513538118093585,0,0,0.00701697161537246,0,0,-0.017082009429447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082658767855427,0,0,0,0.029569432549999,0.00329000805891038,0,0,0,0,0,0.00762481167746604,0,0,0,0,0,0
X600104.SH,0,0,0.0178236381273184,0,0,0,0,0,0.16616612729251,-0.0550418174351952,0.0157215851538298,0,0.192806906047655,0,0,0,0.0391552106449818,0,0,0,0,0,0,0.0342647982245068,0,0,0,0,0,0,0,0,0,0,0.0285926772305002,0,0.035802769453413,0,0,0,0,0,0,0,0,0,0.160307521743264,0,0,0,0,-0.026498615116804,0.0499899939071251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.106308401117087,0,0.000958981113483616,0,0,0.1913333238458,0.0979640234321105,0.0426057727155597,0,0,0,0.0319611431560946,0.257546310777665,0.116881051504715,0,0,0.180051130400109,0,0,0,0,0,0,0,0,0,-0.0698065878987888,0,0.0363629584734938,0,0,0,0,0,0,0,0.0649595801933015,0,0,0,0,0,0,-0.021056762931926,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.438009215754551,0,0,0.0293424690617298,0.0479422562896606,0.126963976521217,0,0,0,0,0.0899371246756766,0,0,0,0,-0.0661762131561251,0,0,0,0,0,0,-0.00636500710123342,0,0,-0.0402761538851554,0.0289093078850565,0,0,0,0,0,-0.015717615954697,0,0,0,0,0,0,0,0,0,0.0983539282385768,0,-0.020756507904702,0,0,0.0106343570429573,0,0,0,0,0,0,0
X000858.SZ,0.3040611648373,0,0,0.027144938566885,0,0,0,0.100579489493638,0.0562278716558368,0,0,0.174336155036375,0,0,0,0,0,0,0.108897355819418,0,0.171850007745796,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282852798940621,0,0,0,-0.00606814728942864,0,0,0,0,0,0,0
X600276.SH,0.0933164289295677,0,0,0,0,0,0,0.0833609227790259,0.336626758092099,0.0780551218207888,0.131252370304888,0,0,0.0431074094432954,0,0,0,0,0,0,0,0,0,-0.0874107040762427,8.67361737988404e-19,0,0,0.136360281364488,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358193834154569,0.0569030499448332,0,0,0,0,0,0
X000725.SZ,0.0312847221317695,0,0,0,0,0,0,0,0.305456909586558,0.617208167889468,0,0,-0.0693240562387575,0,0,0,0,0,0,0,0,0,0,0,0,0.018809616947408,0,0,0,0,0,0,0,0,0.0453144586575887,0,0.0493295143755227,0,0,0,0,-0.135887897253704,0,0,0,0,0,0,0,0,0,-0.0801627569784123,0.110471371114638,0,0,0,0,0,0
X002304.SZ,0.298587675306104,0,0,0,0.29859316021971,0,0,0,0,0,0,0.0650736883790786,0.146785631914337,0,0,0,0,0,0,-0.0179377409264331,0.0107208118187629,0,0,0,0,0,0,0,0,0,0.0958959343429399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11075263604555,0,0,0,0,-0.00336317737800025,0.0199477371341713,0,0,0,0,0,0
X600690.SH,0,0,0.0290132565082071,0,0.415532497676651,0.0944741015834717,0.00879210829261021,0,0,0,0,0,0,0,0,0.026772968549253,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0591297238098257,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0.134959115960397,0.0151344834878183,0,0,0,0,0.00890026354611721,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.341031790573315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131746960686881,0,0,0,0.143742725881992,0,0,0,0.455893651421997,0,0,0,0,0,0,0,0,0,0.11928481724962,0,0,0.309543234372018,0.0163314372443907,0,0,0,0,-0.00540373322375884,0,0,0,0,0,0,0
X600703.SH,0,0,-3.46944695195361e-18,0,0,0,0,0.243359770549441,0,0,0,0,0,0.438163228865923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1657207732927,0,0,0,0,0.0306146191061295,0,0,0,0,0,0,0,0,0.47508935174404,0.0128048602060782,0,0,0,0,-0.021397087373146,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.387570687547255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201955925944786,0.0853295532047235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033430114695903,0.230211408327633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000891135109727297,-2.16840434497101e-19,0,0,0,0,0,0
X600741.SH,0,0.0123258469575081,0,0,0,0,-0.237259289429004,0.212742370648862,0.279695431413163,0,-2.16840434497101e-19,0.183070196435444,0,0,-0.148049284870716,0,0,0,0,0,-0.149100306752881,0,0,0,0,0,0,0,0,0.302398739120178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0888476560579528,0,0,0.0316106103890015,-0.0191292771855186,0,0,0,0,0,0
X002236.SZ,0,0,0.162209184617406,0,0,0,0,0.0807801384362421,0,0,0.203447934771703,0,0,0,0,0,0.0451038349528468,0,0,0.0055777422987413,0.0864041074605923,0,0,0.0249803171140406,0,0,0,0,0,0,0,0,0,0,0.0377032083824789,0,0,0,0,0,0,0,0,0,0.134476576219413,0,0,0,0,0,0,0.0206741419941328,0.00861486448732322,0,0,0,0,0,0
