,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000063.SZ,X000661.SZ,X000568.SZ,X000725.SZ,X600031.SH,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002241.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X600584.SH,X300003.SZ,X002049.SZ,X600183.SH,X600741.SH,X002129.SZ,X000800.SZ,X002236.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X000157.SZ,X002414.SZ,X601877.SH,X002185.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002180.SZ,X600118.SH,X002008.SZ,X600522.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0497409662614292,0.245927322743431,0,0,0,0,0.0396010266313463,0,0,0.0912237257854517,0,0,0,0,0,0,0.0538504290145581,0,0,0,0.0796051634627225,0,0.0189882631103981,0,0,0,0,0.0369744735237434,-0.046001871841351,0,-0.0114327474459739,0,0.0670391796616202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830877914697541,0.0125206867980065,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.0773349476283113,0,0.0767788783395139,0,0,0.248260428749528,0,0,0,0.189444630595584,0.0182599028068612,0,0,0.12496452464505,0,0,0,0,0.0863995834649652,0,0,0,0,0,0,0,0.0304446942010619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00776338694134484,0.00772358722854697,0,0,0,0,0,0
X600276.SH,0,0,0,0.155726868869291,0,0,0,0,0,0,0,0,0,0,0.0516117930405646,0,0,0,0,0.038589383021706,0,0,0,0,0,0,0.0484269593552392,0.157832691704136,0.00806642761932674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161899537912749,0,0,-0.0151424478260792,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290022813592791,0,0,0,0,0,0,0,0,0,0.028176039828274,0.0180578870423163,0,0,0,0,0,0,0,0,0,0,0.101070673801046,0.0201786984432473,0,0,0,0,0,0,0,0,0,-0.01066932188912,-0.0218620761969822,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.112779284235729,0,0,0,0,0,0,0.281719444243321,0,0,0,0,0.39691240629124,0,-0.0343159248244684,0,0,0,0,0,0,0,0,0.0148920653793478,0,0,0,0,0,0,0,0,0,0,0,-0.0102392865030212,0,0,0,0,0,0,0.0189038463834746,0,0,0,0.00138649655550341,0.0116897177269593,0,0,0,0,0,0
X002415.SZ,0,0,-0.0318062059800502,0,0.136276205405849,0,0,0,0.118783136125152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102491901581635,-3.46944695195361e-18,0.0865841841010364,0,0,0.228998199309917,0.112609337331311,0,0,0,0,0,0,0,0,0,0,0,0.0401134798393188,0,0,0,0,0,-0.00255625919045783,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157424146560739,0,0,0,0,0,0,0,0.0516033084358979,0,0,0,0,0,0.0609389740553883,0,0,0,0,0,0,0.0220967443183691,0,0.00185039692554746,0,0,0,0,0.0885258655239127,0,0,-0.106746903905852,-0.000879420792103987,0.00489878024617346,0,-0.156175369124223,0,0,0,0
X002304.SZ,0,0.372244900323819,0,0,0,0,0,0,0,0,0.109880473603947,0.00596043144965897,0,0,0,0,0.256893715692776,0,0,0.0157168016230154,0,0,0,0.015175200037511,0,0,0,0,-0.017240212722002,0,0.0480079753300296,-0.0331850703337075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107366707700053,0,0,0,-0.00824770004618181,0.0105268707481533,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0886426238162225,0,0,0,0,0,0,0.0249509810523226,0,0,0,0,0,0.176205164216545,0,0,0,0,0,0,0,0,0,0,0.0929557490962953,0,0,0.125842249131078,0,0,0,0,0,0,0,0,0.221720558199928,0,0.165705668590049,0.0592276053582113,0,-0.0367240154709431,0.0143031141231766,-0.012805030706165,0,0,0,0,0,0
X000661.SZ,0,0,0.0835399930657255,0.192802044106394,0,0,0,-0.122490051720954,0,0,0,-0.080364945172661,0,0,0,0,-0.0368270346694837,0,0,0.047844827629637,0.204635214429796,0,0,0.0227266880119784,0,0,-0.0990887776913383,0,-0.0163535619987209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143324246337476,0,0,-0.0877532130075701,0,0,0,0,0.0596393636085001,-0.00478633096585624,0,0,0,0,0,0,0
