,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X300124.SZ,X002456.SZ,X601877.SH,X000625.SZ,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600271.SH,X600867.SH,X600522.SH,X300136.SZ,X002508.SZ,X600566.SH,X000981.SZ,X000157.SZ,X600089.SH,X300142.SZ,X002179.SZ,X000050.SZ,X002049.SZ,X600498.SH,X000977.SZ,X000661.SZ,X600707.SH,X600177.SH,X000596.SZ,X002180.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.261469397721922,0.160633083886429,1.73472347597681e-18,0.204261729525194,-0.00729612635282506,0,0.0758955724462693,0,0,0,-0.0302455824255455,0,0,0,0,0,-0.10649848219923,0.109518425978647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181769049569868,0,0,0,0,0,0,0,0,0,0,0,0,0.012433858450799,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.257826431657914,0,0,0,0.0911106066732267,0,0,0.00562673767084036,0,0,0,-0.0418238758864524,0.0617919399899879,0,0,0,-0.0480536862264845,0,0,-0.182426863450108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21343738478414,0,0,0,0,-0.0204048141553928,0,0,0,0,0,0
X002415.SZ,0.156113848023215,0,0,0,0,0.0716876704392927,0,0,0,0.144975784503555,0,0,0,0,0.237825383696248,0.100136421125839,0,0.0738790562811353,0,0,0,0,0,0.218361050845736,0,0,0,0,0,0,0,0,0.111977483711211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305486106986223,0.0264529432621947,-0.0531066060964004,0,0,0,0,0
X000651.SZ,0,0,0,0,0.317329125396618,0,0,0,0,0.202024844545651,0,0,0,0,0,0,0.135562507010507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104269727464851,0,0,0,0,0.078761594967811,0,0,0,0,0,0,0,0,0,0,0,0,-0.00146022524634749,0,0,0,0,0,0,0
X000858.SZ,0.114672868530635,0,0,0.134183701087556,0,0,0,0,0,0,0,0.648937306787735,0,0,0.0262570975456624,0,0.0219887271561814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144090682995462,0,0,0,0,0,0,0,0,0,0,-0.00847723600555492,-0.00273494464130717,0,0,0,0,0,0
X600276.SH,0,0,0.111989758411284,0.101751273949007,0.0614536721929781,0,0.171169229535679,0,0,6.93889390390723e-18,0.0516116187225721,0,0,0.0576793165046644,0,0,0,0,0,0,0,0,0,0.157296767884377,0,0.0740267602371372,0,0,0,0,0.039442220273697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348647445477118,0,0,0,0,0,0,0.00227055699103023,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.248205554933792,0,0,0,0,0,0,0.0398640121321718,0,0.0908521601808109,0,0,0,0,0,0,0,0,0.167946100919391,0,0,0.070967834594497,0.0154861476919815,0,0.055049584258019,0,0.0735686847285163,0,0,0.340742924013348,0,0,0,0.00511239585180177,0,0,0.0420374151170854,0,0,0,0,0,0,-0.0234380194352789,0.02077770365713,0,0,0,0,0,0
X002304.SZ,0.107093653442836,0,0,0,0.222718398366335,0,0,0,0,0,0,0.314233322366214,0,0.125065885837881,0,0,0.0920973593460292,0,0,0,0,0,0,0,0,0,0,0,-0.106618119907009,0,0,0,0,0.30689659532987,0,0,0,0,0,0,0,0.137257513799726,0,-0.11894327512689,0,0,0,0,0,0,0,0,-0.00351931438437158,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.370209859243155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320652457952886,0,-0.0859557268151419,0.178263237830067,0,0.0129625609492949,0.26637979143588,-0.0859711578945217,0,0,0,0.222638819333266,0,0,0,0,0,0,0,0.0964151198776969,0,0,0,0,0.136152298297651,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.140511143282072,0.297645150101317,0,0,0.228128974636716,0,0,0,0.0166419134675539,0,0,0,0,0,0,0,0,0,0,0,-0.00301883837815845,0,0,-0.0152271162749661,0,0,0,0,-4.33680868994202e-19,0,0.0584771208315385,0,0,0,0,0,-0.0517221260264967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
