,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002129.SZ,X002049.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X300142.SZ,X000100.SZ,X000661.SZ,X002180.SZ,X600089.SH,X002074.SZ,X600460.SH,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X600884.SH,X002414.SZ,X000977.SZ,X600779.SH,X601799.SH,X002008.SZ,X600584.SH,X600183.SH,X600522.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.552236488750142,0,0,0,0.0451056814364578,0,0,0,-0.0110844322053704,0,0,0,0,0,0.0127771743729606,0,0.0117469315104123,0,0,0,0,0,0.0846194463017907,0,0,0,0,0,0,0,0,0,0,0,0.0729802719482169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209235257784549,0,0,-0.0157103708583217,0,0,0,0,0,0,0
X000858.SZ,0.0964983150675649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14551123095722,0,0,0,0,0,0,0.0318279762854964,0,0,0,0,0,0.00600558459074619,0.0149348519594536,0,0,0,0.223438284019726,0,0,0,0,0.341930878826664,0,0,0,-0.0093788320523278,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.112497935393297,0.18512048357125,0,0.180284085436297,0,0,0,0,0,0,0,0,0.0798561677051792,0,0,0,0,0,0,0,0,0.05001930978068,0.0526582698279257,0,0,0,0,-0.0399570192757675,0,0,-0.145077572777728,0,0.0234213332978079,0.199726267969864,0,0.169733725649402,0.0560361046822398,0,0,0,0,0,0,-0.11465318750565,0,0,-0.00633969666110443,0,0,0,0,0,0,0
X000568.SZ,0.286896798480159,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.296560151083994,0,0,-0.0737191816687052,0,-0.0292054191122346,0,0.188627511392667,0,0,0,0,0,0,0,0,0,0,-0.0439311502803969,0,0.207057622408833,0,0,0,0,-0.039607754133193,0,0,0,0.0382860512243477,0,0,0,0,0,0
X600809.SH,0,0.226992386947086,0,0.0120713945360549,0,0,0,0,0,0,0,0,0,0,-0.0385090528071475,0,0,0,0,-0.247666053028904,0,0,0,0,-0.119885844553351,0,-0.109897375278688,0,0,0,0,0,0,0,0.0375417921256608,0.304121177270108,0,0,0,0,0,0.0721891724600379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165749387355215,0,0
X002475.SZ,0.0626751227241234,0,0.081119549787609,0,0,0,0,0,0,0,0,0,0,-0.1286157552991,0.228027422063794,0.355728903832576,0,0.00680841551187509,0,-0.0928060077976713,0,0,0,0,0,0,0,0.0397799833930215,0,0,0,0,0,0,0,0,0,0,0,-0.13316868352132,1.73472347597681e-18,0,0,0,0,0,0,0,0.0361581971380074,0,0,-0.0358495028393534,0,0,0,0,-0.00675878514395443,0,0
X600276.SH,0,0,0,0,0,0.19698249583662,0,0.23021306872975,0,0,0,0,0,-0.0102614247405903,0,0,0,-0.0154045924518802,0,0,0,0,0,0,0,0,-0.0287293780356368,0,0.105284226699276,0,0,0,-0.131779027394484,-0.120291660262999,0,0,0,0,0.0497514763754161,0,-0.0731001590178403,0,0,0,0,-0.0328719787855736,0,0,0.110351247824866,0.0594834913988442,0,-0.0691708297064938,0.0111827400744697,0,0,0,-0.0463080141632215,0,0
X600690.SH,0,0,0,0,0,0,0.0490820313123812,0,0.11602705902131,0,0,0.394207877588003,0,0,0,-1.73472347597681e-18,0,0,0,0.0740413831178437,0,0,0,0.0687082790164107,0,0,0,0,0.0631948401347765,0.112987450834845,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0449418929836659,0,0,0,0,0,0,0,0,-0.0316606760968766,0,0,0,0.00423430709376045,0,0
X002304.SZ,0,0.0738470751576812,0.0926173949194,0,0,0,0,0.181354512330557,0,0,0,-0.0543262785632241,0,0,-0.0328996990439467,0,0,0.0322228541472444,0,0,0,0,0.0951634361374843,0.159314323703741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109561729139488,0,0,0,0,0,0,0,-0.0181794885548655,0,0
X000651.SZ,0,0,0,0.0901943966736135,0,0,0,0.15496068128613,0,0,0,0,0,0,0,0.106218404069633,0,0,0,0,0,0,0,0.0578081120997876,0,-0.213431369716427,0,0,-0.0874754651318014,0,0,0,0,0,0,0,0,-0.112938449338606,0.0475555590761599,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619552419330082,0,0,0,0,-0.00159632716044722,0,0
