,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600703.SH,X600741.SH,X002241.SZ,X600271.SH,X600066.SH,X002129.SZ,X600177.SH,X600582.SH,X002236.SZ,X600118.SH,X601877.SH,X000623.SZ,X000550.SZ,X000568.SZ,X000581.SZ,X002475.SZ,X000559.SZ,X002294.SZ,X300124.SZ,X000869.SZ,X000800.SZ,X600839.SH,X300146.SZ,X000050.SZ,X000977.SZ,X600060.SH,X002456.SZ,X000400.SZ,X002465.SZ,X600166.SH,X300003.SZ,X002292.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.136698500709162,0,0,0,0.000315019947053019,0,0.152024948245844,0.084752066274281,0,0,0,0,0,0,0,0.0635875612066737,0.119249359733612,0,0.0689922611188602,0.155205015122596,0,0.0132951800410716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256247111466699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.141189616920282,0,0.225618190258644,0,0,0,0,0.0842925950991671,0,0,0,0,0,0,0,0,0,0,0,-0.0201413297657817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320325532536614,0,0,0,0,0,-0.0532101778753864,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0572518258071652,0,0,0,0,0,0,0,0,0.303580716052596,0,0,0.066148806494476,0,0,0,0,0,0,0,0,0.0531384961852277,0.107121432402344,0.19500926089276,0,0,0,0.155352521052494,0,0,0,0,0,0,0,0.0379904061934727,0,0,0,0,0,0,0.212632469606358,0.0552560171867957,0,0,-0.0353104376569334,0,0,0,0,0,0,0
X000651.SZ,0,0.104181889019626,0,0,0,0,0,0,0.119975050820654,0,0.0513221908678069,0,0,0.100921435543913,0,0,0.0844607227644652,0,0,0,0,0,0,0,0,0,0,0,0,0.155107833581859,0,0,0,-0.079172079506776,0,0,0.130297144253561,0,0,0,0,0,0,0,0.0151900805308035,0,0,0,0,0,0,0.0109071571385011,0,0,0,0,-0.054247974334017,0,0
X002415.SZ,0,0,0,0,0,0,0,0.123646469634072,0,0,0,0,0.0401058679005862,0,0,0,0.0491487895340439,0,0,0,0,0.00388333012470223,0,-0.0186470006193012,0,0.0827832486012506,0,0,0.0116294394467827,0.226308204757096,0,0,0,0,0,0.0889234266710686,0,0.153012447869814,0,0,0,0,0,0,0.138178310934627,0,0,0,0.000460620031697032,0,0,0.0267774819361296,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.341548043142281,0,0.112432606746376,0,0,0,0.0812124337141227,0,0,0,0,0,0,0,-0.105549682473172,0.115866934442355,0,0.127221915995754,0,0.095074367804142,0,0,0,0,0,0,0,0,0,-0.0553235176688646,0.199358968786587,-0.0254528242523865,0,0,0,0,0,-0.0456699258583741,0,0,0,0,0,0,0,0.0363888128206627,-0.0145623037280042,0,0,0,0,0,0
X000858.SZ,0,0,0.253358722507698,0,0,0,0,0,0,0.100607298164882,0,0,0,0,0,0,0,0,0,0,0,0.0491231030605899,0,0.0833078077714146,0,0,0,0,0.0742607407275081,0,0,0,0,0,0,0.0207366406805063,0,0.0874670405654318,0,0,0,-0.0139335942579462,0,0,0,0,0,0,0,0,0,0.0200524295547433,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.206124254745021,0,0,0,0,0,0,0,0,0.0878905429382797,0.0102840775511109,0,0,0,0.169801463449963,0,0,0.0385095474597187,0,-0.0108001120475204,0,0,0,0,0,0,0,-0.00777319617645503,0,0,0,0.0563471299549069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150510623318555,-0.0226863157175386,0,0,0,0,0,0
X000063.SZ,0,0.120383589493914,0,0,0,0,0,0,0,0.0631162961816236,0.0131116364299523,0,0,0.178158386093873,0,0,0,0,0,0,0,0,0,0.12484518776781,0,0,0,0,0.259523777796149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.195679579403987,0,0,0,0,0,0.149452559267167,0,0.0298235784347436,0,0,0,0,0.0992902048547884,0.40770779632327,0,0,0,0,0,0,0,0,0.0723748404740964,0,0,0,0,0.00897530455718238,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174822878950217,0,0,0,0,0.0227950959226691,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.0306632285746541,0,0.0552639200516404,0,0,0,0,0,0.135005564899273,0,0,0,0.064537018003139,0,0,0,0,0,0,0,0,0,0,0.18220186020119,0,0.0732812801971068,0,0,0,0,0,0.043308640257867,0,0.060385928213858,0,0,0,0.188870229110589,0.0208196580729886,0,-0.0312286061382933,0,0.0818691516865492,0,0,0,0,0,0,0,0,-0.00742844660325741,-0.0232916147627612,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0350422485264649,0,0.0411059412332055,0,0,0,0,0,0,0,0,0.198772897964387,0.0482383451609585,0,0,0,0.0479467554274738,-0.0601422127137337,0,-0.121978861166011,0,0,0,0,0,0,0.144721051182084,0,0,0,0,0,-0.00749800204053979,0.00667023331938066,-0.0327227327723298,0,0,0,0,0,0,0.026022730759212,0,0,0,0,0,0,0
X000100.SZ,0.0320757652200359,0,0,0,0,0,0,0,0,0.256129306281785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349591129553862,0,0,0,0.00516293406970798,0.0612603368003181,0,0,0,0.120867738039052,0,0,0,0,0,0,0,0,0.269818245628487,0,-0.0124851989946348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0975408358249291,0,0.0955301389011029,0,0.00866694010861798,0,0.548887802407166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374470199517787,0,0,0,0,0,0,0,0,-0.0409287340326095,0,0,0.0588276873000854,0,0,0.193056594090726,0,0,0,0,-0.0011510192050044,0,0,0,0,0,0,0
X000157.SZ,0,0,0.0524831802034485,0,0,0,0,0,0,0.231137632866976,0,0,0,0.294188140408949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160015317522185,0,0,0,0,0,0,0,0,0,0,-0.0462821282939084,0.048517218809362,0,0,0,0.11904716957978,0,0,0,0,-0.0189660935839502,0.0173446046022524,0,0,0,0,0,0
X600372.SH,0,0,0.113177953637062,0,0.0844561324731607,0,0.0342106461806195,0,0,0.0803753085976365,0,0,0,0,0,0,0,0,0,0,0,0,0.0208390955715071,0,0,0,0.173927648259573,0.0736709951849981,0,0.00527230620737924,0,0,0.0916260329407785,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274715804488804,0,0,0,0,0,0,0
X600089.SH,0,0,-6.93889390390723e-18,0.106440961797161,0,0,0.200669130371649,0,0,0.0237918170647082,0.0316741195036002,0,0,0,0,0,0,0,0,0,0,0.0727533811127241,0,0.0827906263278225,0.0785169182490641,0,0.00294381598910333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00944411988190849,0,-0.0267678924783325,0,0.347900401463902,0,0,-0.0828825272222316,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0.0406754663039989,0,0.0250135021420187,0,0,0,0,0,0,0.0869473072093423,0,0,0,0,0,0,0.0563801021242199,0,0,0,0,0,0,0.0717289015593993,0,0,0,0,0,0,0,0.0329247236345789,0.00974173680837381,0,0,0,0,0,0.147573865691256,0,0,0,0.0887380944299109,4.33680868994202e-19,0,0.150074176217963,0,0,0,0.0653971532912216,0,0.0101383655514018,-0.0143268827686749,0,0,0,0,0,0
X600741.SH,0.199372250245752,0,0,0,0.0330110835922852,0,0,0.0573106463795361,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0992407315358154,0,0,-4.33680868994202e-19,0,0.0689141696425429,0,-0.0207613038836082,0.0349259087389736,0,0,0.235458685139319,0,0,0,0,0,0,0.108420055731138,0,0,0,-0.0643859210689687,-0.0272000851071128,-0.060989759960755,-0.0544494283740032,0,0,0,0,0,0,0,0,0,0.0376402706628365,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0448458606211589,-0.0343991942454872,-0.131869794656124,0,0,0,0,0,0,0,0,0,0,0,0.0638552230466994,0,0,-0.0646484564184956,0,0.0618741956698588,0,0,0.312010639393987,0,0,0,0,0,0.0418087342443023,0,0.0696739116949523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284029420117981,0,0.000345371791103426,-0.0215872277910103,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961825724100996,0,0,0,0,0,0,0.0789070700160122,0,0.0919860268902269,0.200667132423524,0,0,0,0,0,0,0,0,0,0,0,0,0.0381035355820101,0,0,0,0,0,0.193963220568236,0,0,-0.0124436343821401,0,0,-0.00523697169025205,0,0,0,0,0,0,0
X600066.SH,0.233198636610369,0,0,0.0385711120101849,0,0.0716375787465687,0.0301276713385051,0,0,0,0,0,0,0.0601669590143841,0,0,0.00451578176965386,0.0147898920740031,0,0,0,0,0,0,0,0,-0.068782907861399,0,0.0554812320115425,0.132569540246261,0,0,0,0,0,0,0.194599452383172,0,0,0,0,0,0.00609069017811026,0,0,0,0,0,0,0,0,0,-0.0135658499603727,0,0,0,0,0,0
X002129.SZ,0.0624664732355688,0,-0.131266021898872,0,0,0,0,0,0.193132957796986,0,0,0,0,0,0,0,0,0.142974912858308,0.015581181853457,0,-0.102168055220666,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00614981787607612,0,0.0904669227968375,0.253038011784496,0.307262757054071,0,0,0,0,0,0,0,0.0705495274118391,0,0,0,0,0,0
X600177.SH,0.238753367797321,0,0,0,0,0,0,0,0.116207994974463,0.0355360336946384,0.0475409304722255,0,0,0,0,0,0,0,0,0,0,0.0539826144648233,0,0,0,0,0.0348520826536706,0,0.186997155715681,0,0,0,0,0,0,0.021706199061453,0,0,-0.0370120023466209,0,0,0,0,0.180212816319172,0,0,0.14773751037092,0,0,0,0,0,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488577384611732,0,-0.0741595880365021,0,0,-0.112470576948454,0,0,0,0,0,0,0.18414432020543,0,0,0,0,0,0,0,0.326377544661561,-0.0362148855178094,0,0.0132251581183116,0,0,0,0,0.149368579117375,0,0,0,0,0,0,-0.0474407633026871,0.038272389374947,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.319646479869779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263782337357831,0.123161611219308,0,0,0,0,0,0,0,0,0,0,-0.0347065394764126,0.170120116597367,0.038931908278877,0,0,0,0,0,0.221662857898633,0,0,-0.0306202165828506,0,0,0,0,0.0955763639462594,0.00549067665291028,0,0,-0.0048373122055291,-0.0717286373955563,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0235918917120678,0,0,0,0,0,0.0138802838941514,0,0,0,0,0.344752416742668,0,0,0,0,0,0,0,0,0.0641522845154712,0.0027816306118761,0,0,0,0,0,0,0.0388193670454692,0,0,0.119241151887112,0,0,0,0,0.0285600500645005,0,0.0628692987960582,0.0497627605483756,0,0,0,0,0,0,0,0.00426170160077773,-0.030853918226736,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.185437013147179,0.050384538558496,0,0,0,0,0,0,0,0,0,0,0,0,0.00329831885363038,0.0160161952544696,0,0,0,0,0,0,0,0,0.0082993463275009,0,0.148463135824721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872172530544812,0,0,0,0,0,0,0
X000623.SZ,0.157443562365358,0,0.0742341564908785,0,0,0.0812998641828119,0,0,0,0,0,0,0,0.327738008738051,0,0,0,0,0,0,0,0.0782600233309364,0.0816498986173806,0,0,0,0,0,0,0,0.247906105670173,0,0,0,0,-0.0502719902618216,0,0.0299450586943406,0,0,0,0,0.104657422180185,0,0,0,0,0,0,0,0,-0.0113832170671641,0,0,0.230848022796235,0,0,0,0
X000550.SZ,0,0,0,0,0.101657647900772,0,0,0,0,0.0795126235552199,0.148124588426055,0,0.127629769185373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660867723167677,0.046279937946514,0,0,0,0,0,0,0,0,0.00587410983071562,0,0,0,0,0.0465470283904474,0,0,0,0.0299505876938343,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0.205435767318662,0,0,0,0.215579017250833,0,0,0,0,0,0,0,0.0551167298339507,0.0670009246622397,0,-0.0705457914319972,0,0,-0.0405703358793585,0,0,0.0954753661786952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.015148740714176,0,0,0,0,0,0
X000581.SZ,0.00948695399842969,0,0.0142246968666918,0,0,0,0,0,0,0,0,0,0.149063389005918,0,0,0,0,0,0,0,0.10918663474987,0.0938750942455787,0,0.112641402758454,0,0.0498330473043249,0,0,0,0,0,0,0,0.130079425240584,0,0.0856002425700486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.266943694912223,-0.000517870902466433,0,0,0,0,0,0,0.0369377480846179,0,0,0,0.132517546730034,0,0,0,0,0,0,0.0592287045748961,0.00331600873491333,0,0.111144836161962,0.112625725093652,0,0.0403703060102058,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172112553764897,0,0,0,0,0,0,0,0,-0.00551588368675808,0,0,0,0,0,0
X000559.SZ,0.0470103669071889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227397160498998,0,0,0,0.13623310502094,0,0,0,0,0,0,0,0,0,0.0724630459232483,0,0,0,0,0.123563581538527,0.114025184894014,0,0.190778682882013,0.137990635559622,0,0.0662268666243355,0,0.127751448643161,0,0,0,0,-0.0252718574058548,0,0,0,0,0,0
X002294.SZ,0,0,-0.0860807205519357,0,0,0,0,0,0,0,0,0,0,0,0,0.208872337291096,0,0,0,0,0.0572263570204987,0,0,0,0,0.039866465255478,0,0,0,0,0,0,0.166552641173119,0,0,0.136333737346419,0,0,0,0,-0.0854219263219393,0.0464521880052106,0.0810493332573435,0,0,0,0,0,0.0754068880947829,0,0,0,-0.0587642601493972,0,-0.0729857835270816,0,0,0,0
X300124.SZ,0,0,0.0558896148089897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327812440335205,0,0.273607352597688,0.154198038574671,0.0960266708144059,0,0,0,0,0,0,0,0,0,0,0,0,0.145180563896116,-0.0850531258628101,0,0.129618380318337,0,0,0,0.0305725111119842,0,0,0,0,0,0,0,0,0,0,0
X000869.SZ,0,0,0.145397728197743,0,0.0547905562976166,0.190853259345716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0934646281850009,0,0,0,0.139609571758593,0,0,0,0,0,0,0,0,0.0204079165694212,0,0.00683982717983664,0,0.0342964686936874,0,0,0,0,0,0,0,0,-0.0419956013239007,0.0560337218529615,0,0,0,0,0,0
X000800.SZ,0.0799353543574211,0,0,0,0,0,0,0,0,0,0.0465458735898733,0,0,0.267066253310966,0,0,0,0,0.150730628697562,0,0,0,0,0,0,0,0,0,0.0736831197805223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168967745899487,0,0,0,0,0,0,0,-0.0585748268434767,0,0,0.0304125133228894,0,0,0,0,0,0
X600839.SH,0,0,0.0731971232469176,0,0,0,0.0573240801116869,0,0.241462075640766,0,0,0,0.0673145232342869,0,0,0,0.0860870077979894,0,0.0271094756192008,0,0,0,0.075712310014353,0,0,0,0,-0.0229241703077228,0,0,0,0,0,0,0,0.014885656551337,0,0.2063000585127,0,0,0,0,0.200440410504861,0,0.0571345633893622,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X300146.SZ,0,0,0,-0.0522048708520568,0.1563022006621,0,0,0,0,0,0,0,0,-0.0617615610729089,0,0,0,0,0,0,0.2333829390848,0,0,0,0,0,0,0,-0.124173418236427,0,0,0,0,0,0,0.130114421321926,-0.0594511672874892,0,0,0,0,0.157151195122254,0.144017021963075,0,0,0,0,0.116436039381682,0,0,0,-0.0251811866261064,0,0,0,0,0,0,0
X000050.SZ,0,0,0.179161294146053,0,-0.0573188305884,0.0422564671945316,0.107431584574549,0,0,0.0866950111928714,0,0,0,0,0,0,0,0,0,0,0,0,0.133822206051859,0,0,0,0,0,0,0,0,0,0,0,0,0.101479389569802,0,0,0.309001841274047,0,0,0,0,0,0,0,0,0,0,0,0,0.00992034136059142,0,0,0.108939228372548,0,0,0,0
X000977.SZ,0,0,0.0309631528022907,0,0,0,-0.105295181257652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307406263992234,0,0,0.0286572000921594,0,-3.46944695195361e-18,0,0,0.1760106562392,0.0960545458245898,0.0378939866385199,0,0,0,0,0.0257546968654291,0,0.0673610903102757,0.110727406669882,0,0,-0.0347786640508971,-0.0221322397190516,0,0,0,0,0,0
X600060.SH,0,0,0,0,0,0,0,0,0,0,0.170532609112551,0,0.419950335555105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335446254804346,0,0,0.0314196160687376,0.274550853315367,0.108306242589145,0,0,0,0,0,0,0,0,0,0,0,-0.0960046558882471,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239301046867135,0,0.143494636166643,0,0,0,0.0425696653057314,0,0,0,0,0.0857572056679217,0,0,0.0183133558060169,0,0,0.210905071945171,0,0,0.00810675419122541,0,0,0,0.217814497623857,0,0.0173528203955311,0.0355248495785197,0,0,0.100645635501577,0,0,0,0,0,-0.00222916171461522,0,0,0,0,0,0,0
X000400.SZ,0,0,0.0558347253150689,0,0.113465141912681,0,0,0,0,0.044028252323404,0,0,0,0,0,0,0.487443321584783,0,0,0,0,0,0,0,0.0879936694345558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296850105924018,0.0119979962812694,0,0,0,0,0,0.0835449961277351,-0.16602754629231,-0.0978854911441569,0,0,0,0,0,0,0
X002465.SZ,0,-0.218668876170729,0.0663204086903985,0,0,0,0,0,0,0,0,0,0.19796075461694,0.170783535664179,0,0,0,0,0,0,0.0646715810452927,0,0.0155248846876832,0,0,0.0101862991580147,0,0.0206140638177265,0,0,0,0,0,0.00748105286725991,0,0.10227861737999,0,0,0,0,0,0,0,0.0947485869605883,0,0,0,0,0.11661492847555,0,0,0.0190329929858949,0,0,0,0,0,0,0
X600166.SH,0,0,0,0,0,0,0,0,0,0.262186578288547,0,0,0.0742496633129131,0,1.73472347597681e-18,0,0,0.0141199679481102,0,0,0,0,0,0.0524600259842323,0,0,0,0,0,0.140530978481932,0,0.100983081955299,0,0,0,0,0,0.133308618083912,0,0,0,-0.067690726955735,0,0,0,0,0,0,0,0,0,0,0.053073339372549,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,-0.316852709975819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511572911036683,0,0,0.199521239816478,0,0,0,0,0.221982076377603,0.182988924609283,0,0.11748565604118,0,0,0,0,0.0199248994295204,0.247050302577694,0,0,0,0.270651174843424,0,0,0.00401957988046726,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,-0.0895807724178052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150911294802046,0,-0.206098168201362,0,0,0,0.116304055511863,0,0,0,0,0,0,0,0,0.086161449717332,0.053090913050862,0,0,0,0,-0.0736759416932636,0.149925182464415,0.0706507687067328,0.0105810175821962,0.143845410666398,0.0170083487343713,0,0.163927514194929,0,0,0,-0.0259637025291592,0,0,0,0,0,0,0
X002007.SZ,0,0,0.225015655936688,0,0,-0.0273106029583656,0,0,0,0,0,0,0,0,0,0.0674217564336206,0,0.094142198783567,0,0,0,0,0.0577075801170409,0,0,0,0,-0.0979909874431374,0,0,0,0,0,0,0,0,-0.0824594156014247,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0644077283647966,0,0,-0.0190523779030271,0,0,0,0,0,0,0
Change_TY3M,0,0.246108837633666,0,0,0,0,0,0,0,0,0,0,0.0223398250825768,0,0,0,0,0,0,0.0827165103300548,0,0.0175183744506267,-0.0750239638181455,0,-0.0699762759837571,0,0,0,0,0.00212558227297196,0,0,0.0486321356976971,0,0,0,0,0,0,-0.0651776714855068,0,0,0,0,0,0,0,-0.085270654832538,0,0,0,-0.0251798221531098,-0.00459651608163736,0,0,0,0,0,0
Slope,-0.188191714725707,0,0,0,0,0.14473140495711,0,0,0,0,0,0,0,-0.0930434725063745,0,0,0,0,0,0,0,0,0,0.173474163942492,0.235628970838411,0.169395140368409,0,0,0,0,0,0,0,-0.510188094285153,0,0,0,0,0,0,-0.0525732042124551,0,0,0.400469063873944,0,0,0,0,0,0.294295585599965,0,0,0.20638413952033,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0,-0.177881264630066,0,0,0,0,0,-0.277014941781424,-0.66663585528942,0,0,0,0,0,0,0.198572165429452,0,0,-0.564731245976973,-0.0359583680673581,0,0,0,0,0.386384088276809,0,0,0,0,0,0.387898731510988,0,0,0,0,0,0,0,0,0,0,0,0.0243952333239095,0,0,0,0,-1.66848969029814,0,0
RealEstate_excess,0,0,0,0,0,-0.290335756859187,0,0,0,0,0,0,0,0,0,0,0,0.00207651565887148,0,0,0.00622806641133128,0,0,0.0465574323665973,-0.0798935633570422,-0.0322730607509718,0,0,0,0,0,0,0.149452435391949,0.0461587072327696,-0.498846852352477,0.029043226312659,0,-0.150977325773226,0.0849384499551118,0,0,-0.155491631424448,0,0.0560634233592306,0,0,0.0822654514577838,0,0,0,0,-0.0375673243200447,0.0413702731200017,0,0,0,0,0,0
