,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X000725.SZ,X003816.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X300142.SZ,X002241.SZ,X000100.SZ,X300014.SZ,X002007.SZ,X002371.SZ,X000596.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X000977.SZ,X000625.SZ,X002236.SZ,X601877.SH,X002129.SZ,X000800.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002414.SZ,X002463.SZ,X002179.SZ,X600118.SH,X002049.SZ,X000066.SZ,X002185.SZ,X002223.SZ,X600522.SH,X002180.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.252677104710183,0.0812784771244058,0,0,0,0,0.0951766536842366,0,0,0,0,0.0620736726356552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422303926304757,0,0,0.00428779547343886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108042616903404,0,0,-0.019824466309018,-0.0665302469762831,0,0.0109781477196273,-0.00743176516809912,0,0,0,0,0,0
X000858.SZ,0.102477930038767,0,0,0,0,0,0.0158613983044401,0,0,0,0,0,0,0.250740221763887,0.349965730502873,0,0,0,0.118501965557322,0.06576603665632,0,0,0,0,0.0631593271837185,0,0,0,0,0,0,0,0,0.00496118584231137,0,0,0,0,0,0,0,0,0,0,0,0,0.076345648808743,0,0,0,0,0.00885295441361634,-0.00848573935211408,0,0,0,0,0,0
X600276.SH,0,0.0602293363872789,0,0,0.051792532016459,0,0,0,0,0,0,0,0.28454286297125,0,0,0,0,0,0.0214405133647513,0,0,0,0.0336571531736979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313765881501201,0.0853061396778116,0,0,0.176212181903387,-0.133501695704488,0.00906267947074129,0,-0.0184155885548921,-0.0128198864969486,-0.00244102225626443,0,0,0,0,0,0
X000651.SZ,0,0.137010162721521,0,0,0.059555207341519,0.090554801325557,0.0929562740194987,0,0,0,0,0,0.0444288791725454,0,0,0.208475369236505,0,0,0,0,0,0,0,-0.00423998991380401,0,0,0,0,0,0.0181859192074115,0,0,0,0,0,0,0,0,-0.126228610527125,0,0,0,0,0.0622377882372888,0,0,0,0,0,0,0,0.00997089138605472,-0.00161163856990578,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204538438705958,0,0.179590380549579,0,0,0.0485241538180447,0,0.0476032254910959,0,0,0,0,0,0,0.0455527795384669,0,0,0,0,0,0,0,0,0.0989105352118273,0.109652219110561,0,6.93889390390723e-18,0,0,0,0.123997398747148,0,0,-0.0313619317343637,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0293154707895603,0,0,0.235189350675375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600464461709787,0.0611870468187036,0,0,0,0,0,0.167157239072411,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.172435384653871,0,0,0,0,0.0593066063910242,0,0,0.000113207728050671,-0.0128261018008076,0,0,0,0,0,0
X600104.SH,0,0.175555026870118,0,0,0.00383681251029262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812053535533595,0.257866004693729,0,0.0491296457324045,0,0.0582827155717515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544297734432427,-0.010474798165729,0.0287433606136556,0.0110441621742496,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.262436948525298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302016261160001,-0.140338178732067,0,0,0,0,0,0,0,0,0,0,0,0.246629933853718,0,0.166829582574093,0,0,0,0,0,0,0,0,0,0.0735770014197159,0,0,0,-0.019296598754983,0.0615282614448001,-0.0594428451545597,0,0,0,0,0,0
X002304.SZ,0,0.120054058910452,0,0,0,0,0,0,0,0.0166413541093321,0,0,0,0,0,0,0.191390100330093,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0700469478005815,0,0,0,0,0,0,0,0,0,0.0245016085325991,0,0,0,0,0,0,0,0,0,0,0.00886822391912882,-0.00779860586273214,0,0,0,0,0,0
X600031.SH,0,0.128177096766097,0,0,0.107396378022228,0,0.0613887238023806,0,0.095420969075184,0,0,0,0.0126060150764641,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.0561139163631189,0.216485440598443,0,0,0,0.0187673314110624,0,0,0,0,0.0967018026009177,0,-0.0598083297999728,0,0.0352786272182999,0,0,0,0,0,0,0,0,0,0,0,-0.0104563235839794,0,0,0,0,0,0,0
