,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X002508.SZ,X601877.SH,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600177.SH,X600118.SH,X300136.SZ,X000157.SZ,X300003.SZ,X002007.SZ,X002008.SZ,X600522.SH,X600372.SH,X000981.SZ,X002294.SZ,X600867.SH,X600699.SH,X600487.SH,X600809.SH,X000066.SZ,X600566.SH,X002180.SZ,X002074.SZ,X300115.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0894157589921223,0,0.0315484837190759,0,0,0,0,0,0,0,-0.00929469556066853,0,0,0,0,0,0.000848993056586871,0,0,0,0,0,0.0754324515153058,0,0,0,0,0,0,0.162597330961687,0,0,0,0,0,0,0.189516974409876,0.174959732436017,0,0,0,0,0,0,0,0,0.0103841776993939,0,0,0,0,0,0
X600104.SH,0,0,-0.102960411438772,0,0,0,0.0601850245674203,0.0200146265172135,0.13982990480701,0,0,0.354702155689403,0,0.329277041424715,0,0,0,-0.016983242811759,0,0,0,0,0.0247265484027067,-0.00243640435853527,0,0,-0.185848653727093,0.0284162154127452,0,0,-0.0692502154145503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202686029936544,-0.00859074385461749,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0299740293446459,0,0,0.0105897360373996,0,-0.0644983528604425,0,0,0,0,0,0,0,0,0.379429831469951,0,0,0,0,0.25330471120896,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0673686438226449,-0.147548028574485,0,0,0,0,-0.0288730979305182,-0.0770105289217167,0,0,-0.0669927625334701,-0.0120268863891637,0.0221382542755342,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0948381817135738,0,0,0,0,0,0.168917159449444,0.0827655606898972,0,0,0,0,0.00803799993972394,0.0141991637695755,0,0,0,0.105352495510385,0,0,0,-0.0301054881560769,0,0,0,0,0,0,0,0,0,-0.0376416255839847,0,0,-0.0894832959814021,0,0,0.0888385390740064,0,0,0,0,0,0,0,0.0230843653568489,-0.00396827054846145,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.422667375870644,0,-6.93889390390723e-18,0,0,0.0258607130233091,0,0,0.126449242056143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231396396451562,0,0,0,0,0,0,0.108497663587585,0.13880869282575,-0.0151468691420802,0,0,0,0,0,0,-0.00400108515206739,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.112622499968728,0,0,0,0,0,0,0,0.140776414177707,0,0,-0.319840799262905,0.0200322170739204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337805190408709,0,0,0.175313770922791,0,0,0,0.206325110647729,0,0,0,0,0.0903388631407307,0.0413606574703552,0,0.101407123829956,0,0,-0.0696232109913495,0.0609990653283975,0,0,0,0,0,0
X600276.SH,0,0,0.0541121152408771,0.151368230622943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00713119761297029,0,0,0,0,0,0,0,-0.0171257338962824,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0295408561021981,0.0668443269650093,-0.0781979605820166,0,0,-0.0173519150531691,-0.101481828080642,0,0,0.00754023250863723,0.00492045949001138,0,0,0,0,0,0
X002304.SZ,0,0.301572169202895,0,0,0,0,0,0,0.143182525060883,0,-0.00321235185871103,-0.077494232029822,0,0.455806459133552,-0.0948474530385174,0.076814315973868,0,0,0,0,0,0,0,0.0422749153185102,0,0,0,0,0,0,0,0,0.465139408062719,0,0,0,0,0,0,0,0,0,0.195502469643542,0,0,0,0,-6.7762635780344e-21,0,0,0.0433927292817893,0.0264675279308006,0.09008062625714,0,0,0,0,0
X600690.SH,0,0.0451024903798497,0,0,0,0,0,0.190523989808777,0,0,0,0,0,0.00792692081611118,0,0,0,0,0,0.0396424612124841,0.00454991762845121,0,0,0,0,0,-0.038760973608528,0,0,0,0.0395078835063832,0,0,0,0,0,0,0,0,0,0,0,0.129881261316111,-0.0985763122679779,-0.0215077137343234,0,0.00373862344489944,0.0129545448967475,0,0,0,-0.00883863591153922,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.053046108034635,0.0892012588865104,0,0,0,0,0,0,0,0.0706911206551081,0,0,0,0,0,0,0,0,0,0,0.0573960311203882,0,-0.0433507618872868,0,0,0,0.0405857371413511,0,0,0.057745065860959,0,0,0.0985139056208801,0,0,0,0,0.0911539940529344,-0.0408211767810842,0,-0.129265926457104,0,0,0.0528684292395005,0,0,0.0122188800592922,-0.0244128573815319,0,0,0,0,0,0
