,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X300136.SZ,X000661.SZ,X002508.SZ,X000050.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002038.SZ,X002049.SZ,X002179.SZ,X600522.SH,X600089.SH,X000977.SZ,X600177.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.362363979400779,0.114401088444269,0.0853095777425893,0,0,0,0,0.0552356457740736,0,0.0370938575114567,0,0,0,0,0,0.0102572113629806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000567569390725548,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.332771832067852,0,0,0,0,0,0,0,0,-0.0420364695898263,-0.140145638482949,0,0,0,0,0,0,0,0,0.0408632224616508,0,0,0,0,0,0,0,0,0,0,0,-0.190143142233047,0,0.111538489792494,0,0,0,0.209212050382748,0,0,0.00162175032272977,0,0,0,0,0,0
X002415.SZ,0.0755268375409395,0,0,0.00420790381220258,0,0,0,0,0,0,0,0,0,0.0769383616461511,0.013376187163092,0,0,0,0,0,0.212102831182766,0,0,0,0,0,-0.0361299883208617,0.31237375172701,0,0,-0.0886353838456038,0.149472384707325,0,0.00088678810366242,0.148660995341089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637832486031854,0,0,0,0,0,0,0,0,0
X000858.SZ,0.147829474292519,0,0,0,0.178950587032977,0,0,0,0,0,0.509286509728035,0,0,0,0.0122968991665058,0,0,0,0,0,0,0,0,-0.0401461827224745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135970758499236,1.0842021724855e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0.329681161197282,0,0,0,0,0,0.443593317824716,0,0.0989093980130639,0,0,0.0178190481450061,0,0,0,0,0,-0.0769309281506447,0,0,0,0,0.0179369878192938,0,0,0,0,0,0,0,0,-0.0365796247483107,0,0,0,0.194800117152129,0,0,0,0,0,0,0.238385833383403,0,-0.129021503842269,0,0,0,0.0378528976477805,0.068480038479159,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.111239526555216,0,0,0,0,0.225579841467413,0,0,0,0,0,0.136934467301707,0,0,0,0,-0.0104857014918441,0,0,0,0,0.0803238746333268,0,0,0,0,0.0456188121474155,0,0,0,0,0,0.150701580153794,0,0,0,0,0,0,0,0,-0.0600456521794937,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.160123056518599,0.225830390635681,0,0.35379418823549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559242850321148,0,0.301475706405605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264861396465371,0,0,0,0,0,0,0
X000725.SZ,0,0,0.035929070733958,0,0,0,0,0,0.0374059000617111,0,0,0,0,0,0.139297108886788,0.0932210568874247,0,0.240228158493927,0,0,0,0,0,0,0,0.0301256363143589,0,-2.16840434497101e-19,0.452683745089424,0,0,0,0,0,0,0,0,0.013052169928683,0,0,-0.128048309103635,0,0,0,0,0,0.124981294822645,-0.0148586829279106,0,0,0,0,0.0790749383460661,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.065888522507673,0,0,0,0,0,0,0,0,0,0,0,0.00912889608077929,0,0,0,0,-6.93889390390723e-18,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.130423972001058,0.264859464487914,0,0,0.0849795510630286,0,0.111900019821362,0,0.0777063020844709,0.168543315430149,0,0,0,0,0,0,0,-0.0108834519591309,0.0127850247945339,0,0,0,0,0,0
X600690.SH,0.0772904705843429,0,0,0.240667900502263,0.287255715153517,0,0.162255482846423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116118053556167,0,0.00555050137254045,0,0,-0.0252908773534961,0,-0.0435741941473495,0,-0.108497469542086,0,0,0,0,0,0,-0.00142519642999805,-0.0129865806379708,0,0,0,0,0,0
