,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X300014.SZ,X002371.SZ,X600183.SH,X002007.SZ,X000157.SZ,X300124.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X002008.SZ,X000977.SZ,X300136.SZ,X000066.SZ,X600271.SH,X002179.SZ,X002180.SZ,X002129.SZ,X002463.SZ,X600584.SH,X600177.SH,X600066.SH,X000050.SZ,X002049.SZ,X002508.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.157052369245145,0.0217816726143468,0,0.0131649757764801,0,0,0.0371481305375821,0,0.217649316613519,0,0,0.174608791189071,0,0,0,0,0,0,0,0,0,0.0857336674896338,0,0,0,0,0,0,0,0,0,0,0,0,-0.108551042592453,0,0,0,0,-0.0303022293640413,-0.0524102002067242,0,0,0,-0.0517993528723504,0,0
X000858.SZ,0,0,0.0446792412082497,0,0,0,0.01595510931331,0,0,0,0,0.0123014289752961,0.606286877986116,0,0,0,0,0,0,0,0.0135377190887927,0,0,0,0,0.0221973932653272,0.0379774826621248,0,0,0,0,0.0202873341078426,0,0,0.015626352840672,0,0.0154725939195159,0.0363553045490836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572687567220766,-0.00542136960993582,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160840242823861,0,0,0,0,0,0,0,0,0,0,0,0.0991965079461038,0,-0.116187188168546,0,0,0,0.01233885728207,0,0,0,0,0.0701472074289922,0,1.0842021724855e-19,0,0.111382835254986,0.110174580105977,0,0,0,0,0,0,0.254208870265488,0,0,-0.0385256623426627,0.0678194327719795,0,0,0,0.0421981175167045,0,0
X600276.SH,0.196719235117104,0,0,0,0,0,0,0,0,0,0,0,0,0.096631424440552,0,0.0903700961656772,0,0,0.0946584026445012,0,0.00994591561578634,0,0,0.079663376690168,0,0,0,0,0.199392907398038,0,0,0.0210241861851053,0,0,0,-0.111347238818956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289809002560844,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.280487671047886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125942525676331,0,0,0.0352629837455658,0,0,0,0,0.150188654025198,0.277563227168952,0,0,0,0.0826067228898875,0.0969541444064273,0,0,0,0,0,0,-0.0970640214294331,0,0,0,0,-0.117791735013286,0,0,0.0131397785933094,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.228508472095244,0,0.148960313321169,0,0,0,0,0.0417559558808233,0,0.121253536478154,0,0,0,0,0,0,0,0,0,0,0,0,0.0919836202806567,0,-0.103103279220158,0,0,0,0,0,0,0,0,0,0,0,-0.0413331008968034,0,0,0,0,0,-0.0045828399451085,0,0,0,0,0.0215869787588298,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905286989718435,0,0,0,0,0.390032628913293,0,0,0.0750203607259356,0.0494542505511367,0,0,0,0,0,0,-0.067733437233637,0,0,0,0,-0.0189222309068794,0.0452317165712795,0.0327736653963975,0,0,0,0,0.18799289459645,0,0,0,0,0,0,0,0,-0.057226268394043,0.0811379431051447,0,0,0,0.0188750570218396,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144570492318059,0,0,0,0,0,0,0,0,0,0,0,-0.0210978391983635,0,0.0686530534042313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620505307309797,0.113268139999442,0,0,0,0.031800223093789,8.67361737988404e-19,0,0,0,-0.0178669999715703,0.0139737109944697,0,0,0,-0.0407213969216796,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260882371230127,0,0,0,0,0.258405630564223,0,0,0,0.0589818182255934,0.0115713819848387,0,0,0,0,0,0.0294849171665297,0,0,0.0916511957068326,0,0.0345966535349088,0,0,0.0395528787169301,-1.73472347597681e-18,0.0689172227507592,0,0,0,0,0,0,0,0,-0.00546930603060211,-0.0130150499737109,0,0,0,0,0,0
X002304.SZ,0,0.182686627190557,0.045768239514154,0,0,0.0460975824096534,-0.0359042700976074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102675607964541,0,0,0,0,0,0,0,0.0438660741978455,-3.46944695195361e-18,0,0.0792535828522639,0,0,0,0,0,-1.73472347597681e-18,0.135035686743224,0,0,-0.00880562585278443,0,0,0,0,0,0,0,0,0,-0.0601465139125068,0.0403243301658606,0,0,0,0.0108155038047535,0,0
