,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X000661.SZ,X600741.SH,X300142.SZ,X000100.SZ,X600089.SH,X002074.SZ,X002180.SZ,X600460.SH,X600702.SH,X000157.SZ,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X601799.SH,X002007.SZ,X000977.SZ,X600779.SH,X600183.SH,X600584.SH,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.499527044622518,0,0,0,0.0672656126326531,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0156118175794347,0,0,0,0,0,0,0.0975758274439965,0,0,0,0,0,0,0,0,0,0,0,0.0806989934657758,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207271802126742,0,-0.0119554934058512,-0.00348189369566959,0,0,0,0,0,0
X000858.SZ,0.361523743692928,0,0,0.217644113643217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421043292940333,0,0,0,0.139660490212301,0,0,-0.00578128605339832,0,0.0420506623803288,0,0.0806276252836162,0,0,0,0,0,0.0880336956983097,0,0,0,0.0683166814042982,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.072216308398699,0,0,0.00596517186122901,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.158730846222907,0,0,0.381596842265088,0,0,0,0,0,0,0,0.101094489166349,0,0,0,0,0,0,0,0,0,0,-0.0646625893981601,0,0,0,-0.0324695451359822,0,0,0,-0.0450728909061033,0,0,0,0.0341065922431337,0,0.115670429874883,0,0,0,0,0,0,0,-0.0735617871353885,0,0,0.0132698166701913,0,0,0,-0.00757309492120877,0,0
X600809.SH,0,0.235194107278455,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883774478321002,0,0,0,0,0,-0.232049504059173,0,0,0,0,-0.138834992677479,-0.0894370412699161,0,0,0,0,0.00528858137025663,0,0,0.0277739564801511,0.303084688661705,0,0,0,0,0,0.0709884474558792,0,0,0,0,0,0,0,0,0,0,0.00978704157394778,0,0,0,0,0,0
X000568.SZ,0.0686449422356276,0,0,0,0,0,0,0,0,0,0.2398925226455,0,0,0,0,0,0,0,0,0,0,-0.019754993505458,0,0.270309526642272,0,0,0,0.189661313685383,0,-0.017832795737848,0,0,0,0,0,0,0,0,0,0,0,-0.207877819000654,0,0,0,0.388515666537556,0,0,0,-0.0137006926817488,0,0.0163390461660695,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0605945117918266,0,0,0,0,0,0,0,0,-0.056038024074854,0,0,0.260282064069544,0.28083216408031,0.00580162777072203,0,0,0,0,0,0,0,0,0,0,0,0.0195707428123219,0,0,0,0,0,0,0,0,0,0,-0.0191705359632014,-0.177500203885445,0,0,0,0,0,0.00205616400484708,0,0,0.105141406253567,0,-0.0342987238200531,0,0,0,0,-0.0033306263610294,0,0
X600276.SH,0,0,0.0986019135776196,0,0,0.0584173914264882,0,0.102454326739227,0,0,0.11120955161355,-0.0252605140148616,0,0,0,0,0,0,0.091175704116445,0,0,0,0,0,0,0,-0.118742038376689,0.0487659096260659,0,0.117130805264458,0,-0.00918032022268687,0,0,0,0,0,0,0,-0.0518886436281605,0,0.0158921118565911,0,0.258130674532107,0,0,0,0,-0.0766035170561155,0.0440448535829764,0,-0.0251054252506712,0,0,0,0,-1.73472347597681e-18,0,0
X600690.SH,0,0,0,0,0,0,0.048158438758648,0,0.151034056886137,0,0.184527218996946,0,0.327935808280659,0,0,0.0286404002963719,0,0,0,0,0.0679499798513284,-0.0393035878611699,0,0.0424059483726356,0,0,0,0,0,0.0385578208934332,0,0,0,0,0,0.0192383778239223,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0385159170727081,0,0,0,0,0,0
X002304.SZ,0,0,0.0492888435641382,0,0,0,0,0.183952510459987,0,0,0,0,0,0,-0.12869778565744,0,0.044017325733718,0,0,0,0,0.0728294920999022,0,0.150435623312499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0432496556165013,0,0,0,0,0,0,0,0,0,-0.108858349614634,0,0.0067215742509082,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0620003648790996,0.107833991414184,0,0,0,0,0,0,0.179980336440221,0,0.0427059289503315,0.010719978257761,-0.127649290026652,0,0,0,0,0,0,0,0,0.0379445376407429,0,0,0,-0.0528793250903546,0,0,0,0,0.097861125862586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016732375486528,0,0
