,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X003816.SZ,X600104.SH,X000063.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X600372.SH,X000100.SZ,X002241.SZ,X000977.SZ,X601877.SH,X002180.SZ,X600741.SH,X600702.SH,X600584.SH,X000157.SZ,X600522.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002463.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.173966202966567,0,0,0.0168646271056423,0,0,0,0,0,0,0,0,0,-0.100590581436939,0,0,0.0986455242465659,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618235451914877,0,0,0,0.133501833756848,0,0,0,0,0,0,0,0,0,0,0.0335567733129897,0,0,0,0,-0.0396496926529443,0.0129407809020335,-0.0506074052201567,0,0,0,0,0
X000858.SZ,0,0,0,0.130806136222193,0,0.0571078471484203,0,0,0,0,0,0,0,0,0,0,0.0932522528653704,0,0,0.0872116399306286,0,0,0,0,0,0.0186540115515938,0,0,0,0,0,-0.0257361487740724,0,0,0,0.0142913611415431,-0.00426325292889582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0367504472554565,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0132644341605563,0,0,0,0,-0.0837192419231846,0,0,0,0,0,0.205209106976024,0,0,0,0,0.0417778062093014,0,0,0,0.1351710434078,0,0,0,0.131622953171035,0,0,0.197436791556412,0,0,0.0256204512094449,0,0,0,0,0,0,0,0.358069399504846,0,0,0,-0.0431550696662103,0,0,0,-0.0406666343534304,0,0,0,0,0,0
X000568.SZ,0,0.650157493361548,0,0,0,0.00136126471882116,0,0,0,0.0258065430301295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669636567389263,0,0,0,0,-0.0139543960544456,0,0,0,0.164259229030586,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0055315123391264,0,0,1.73472347597681e-18,-0.0168650004627969,0,0,0,0,0,0
X600276.SH,0,0,0.152773275745961,0,0,0,0.0504233171363993,0,-0.0126248149037215,0,0,0.0355805859140651,0,0,0,0,-0.0364028227208908,0,0,0,0,0,0,0,0,0,0.0193439373385225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196554129958536,0.281685808792904,0,0,0,0,0.100527229449156,0,0.0237462257781592,-0.031581683882238,0,0,0,0,0,0
X600809.SH,0,0,-0.0831428777303377,0,0,0,0,0,0,0.115777024677369,0,0,0,0,0,0,0,0.0139365763182872,-0.00652657252155423,0,0,0,0.291917669426224,0,0,0,0,0.0122103083864316,0,0,0,0,0,-0.112557517637348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902280337136408,0.374381519860713,-0.0897584580662876,0.000818497907943024,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.139178688291595,0,0,0,0,0.15067477627692,0,0,0,0,-0.123916216515854,0.0451134062027645,-0.35955593335489,0,0,0.068592450349423,0,0,-0.130672084785212,0,0,0,0,0,0.075134973074189,0,0,0.00612684582932153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,-0.0427815077004231,0,0,0.107266089983225,0.0964133568292242,0,0,6.93889390390723e-18,0,0,0,0,-0.044090297300549,0,0,0,0,0,0,-0.103756657545153,0,0,0,0,-0.0176268547300093,0.0300499956242154,0,0,0,-0.014336113932608,0,0,0,0.0881876573026959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225493606562002,-0.00691441609519912,-0.0265479995747498,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0425191888424329,0,0,0,0,0,0,0.233414563198397,0,0,0,0,0,0,0,0.0108697736657185,0,0,0,0.125108072099986,0.0969378911327619,0,0,0,0,0.0987004688292606,0,0,0,0,0,0,0,0,0,-0.167832000821139,0,0,0,0,-0.0188606538705848,0.0389123737747158,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271498807503952,0.0560259518772443,0,0,0,0,0,0,-0.27058233037299,0,0,0,0.0126341134032812,0,0,0.024737862101062,0,0,0.0446356017350832,0,0,0,0,0,0,0.0200535831449138,0,0,0,0,0,0,0,0,0,0.0433337042732191,0,0,0,-0.013988726056864,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0821960645305267,0,0,-0.0449503077040878,0,0,0,-0.0602793914344432,0.0935656346895901,-4.33680868994202e-19,0.34010195899022,0,-0.00879129699370008,0,0,-0.173437205989867,0,0,0.123810228875329,0,0,0.194492770106122,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0481379988528891,0,0,0,-0.0107003096984697,0,0,0.00758270614170286,0,0,0,0,0,0,0
X002371.SZ,0,0,0.0170448890291044,0,0.0987715445393988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13142335617865,0,-0.359096440127537,0.00493350382939904,0,0,0,0,0,0,0,0.126263613150964,-0.544531352428515,0.0728012109297457,0,0,0,0,0,0,0.151515655443122,0,0,0,0,0,0,0,0,0.0386807500194161,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.046455904819945,0,0,0,0,0,0.0792991410725459,0,0,0,0,0,0.0161790514185472,0,0,0,0.0766185476710634,0,0.0428179425086482,0,0,0,0.0297941693118777,0.0459722848974765,0,0,0,0.0709832147478618,0,0.214598360655748,0,0,0,0,0,0,0,0,0,0,-0.00428518704213505,-0.0179512256765443,0.1066853465047,0,0.00227937442271797,0.104417873425373,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0839778143293681,0,0,0,0,0,0,0,0,0,0,0.334204599024051,0,0,0,0,0.00823306465411158,0,0,0,0,0,0,0,0,0.0933506972694079,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00982767979104318,-0.0342535865722893,0,-0.0370710303536378,0,0,0,0,0,0,0
X000063.SZ,0,0,0.106196112852701,0,0,0,0,0,0,1.38777878078145e-17,0,0.29000626265136,0,0,0,0,0,0,0,0,0,-0.0612380395472224,0,0,0,-0.349516567205948,0.48693470908099,0,0,0,0,0.0549432514709581,-0.203020857034543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698929608587815,0,0,0,0.186909812393839,0.061259498929101,-0.0747291988647429,0,0,0,0,0,0
X000725.SZ,0,0,0.102683378513208,0,0,0,0.0625974729129333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626496914822052,0.209714480097307,0,0,0.053086664833508,0,-0.00206574132292914,0,0,0,0,0.00816500636488448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104478833231845,0,0,0,0,0,0,0
X000596.SZ,0,0.199692701143649,0,0,0,0,0,0,-0.0249585763786708,0,0,0,0,0,-0.0167736126701516,0,0,0,0,0,0,0,0,0,0,0,0,0.186006340755816,0,0,0,-0.05248118155934,0,0,0,0,0,0,-0.0331761047150279,0,0,0,0,0,0,0,0.055440787504519,0,0,0,0,-0.0217961859186604,0.0166324323956383,0,0,0,0,0,0
X300014.SZ,0,0,0.036313074808873,0,0,0,0,0,0,-0.00148182151550735,0,0,0,0,-0.115833986892685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645750917659314,-0.0128168062036674,0.0576381893635352,0,0,0.0447675403039758,0,0,0,0.343829428314234,0.0430514990744672,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.148677679712737,0,0,0,0,0,0,0,0,0,0,0,0,0.00984233377419109,0,0.190268050824073,0.128671188958207,0,0,0,0,0,0,0,0.125207734551255,0,0,0,-0.100887474906105,0,0.0811136729517655,0.139777254067281,0,0,0,0,0,0,-0.145293273571731,0,0,0.0721987587782537,0,0.107075650799991,-0.0557145923199944,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0390385205006239,0,0,0.000805348975971013,0,0,0,0,0,0,0,0,-0.129914929765394,0,0,0.0207772540251837,0,0,0,-0.0288003147128797,-0.0222914819060224,0,0,0.205435219187093,0,0,0,0.147288008387042,0,0.0555402260274898,0,0.545311501626496,0,0,0,0,0,0,0,0,0.0154962987248085,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.0236277294087974,0,0,0,-0.0427408304808034,0,0.562541301352101,0,0,0,0,0.186059825679363,0,0,0.122741975614448,0,0,-0.131895441240039,0,0,0,0,0,0,-0.0418851011589046,0.0726882564423925,0,0.274706815832093,0,0,0,-0.0031118788881775,0,0,0,0,0,0,0,0,0.161879371222896,0.0624676794409867,0,0,0.0493040025569281,-0.0371640071931578,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0180758971119358,0,0,0,0,0,0,0,0.339791172355298,0.0540145822475059,0,0,0,0,0.0488463855809217,0.00999573383173832,0,0.0141901213782083,0,0,0,0,0,0,0,0,0,0.120245157073089,0,0,0.000144291100415223,0,0,0,0,0,0,-0.0675773457711966,0,0,0.00951155841818004,0,0.0456935387391408,0,0,0,0,0
