,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X002371.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300014.SZ,X600183.SH,X300142.SZ,X600741.SH,X300003.SZ,X300124.SZ,X000977.SZ,X601877.SH,X002129.SZ,X000157.SZ,X002236.SZ,X600584.SH,X000800.SZ,X000625.SZ,X002049.SZ,X300136.SZ,X002456.SZ,X002414.SZ,X002463.SZ,X000066.SZ,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X002074.SZ,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.256612267820009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381922722044646,0,0.169386247290966,0,0,0,0,0,0.0383188190603125,0,0,0,1.73472347597681e-18,0,0,0,0,0.0244795612361446,0,0,0,0,0,0,0,0,0,0,0,0,0.0161038806142588,0.0133852487088111,0.00205679068906148,-0.0197751915605166,0,0,0,0,0,0
X000858.SZ,0.145950581829662,0,0.0523697673993276,0,0,0,0.0409915277949548,0,0,0,0,0,0,0.316913915401779,0.34032622550373,0,0,0,0,0,0.105899502624001,0.0169064084723345,0,0,0,0,0,0,0,0.0176825032689413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963826978723526,0,0,-3.3881317890172e-21,0,0,0,0,0,0,0
X600276.SH,0,0.195198406877914,0,0,0,0,0.099293474455282,0,0,0,0,0,0.257141614069316,0,0.0252452830401805,0,0,0,0,0,0,0,0.0898034565116344,0,0.0178931597148304,0.0180741070934037,0.0410364369023933,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.122628260542508,0,0,0,-0.103283270677427,0,0,0.0223496995715809,-0.0369161864987104,-0.0172194351674226,0,0,0,0,0,0,0
X000651.SZ,0,0.21717500880785,0,0,0.0378766862981178,0,0,0,0,0,0,0,0.0908743574239028,0,0,0.233023670722259,0,0,0,0,0,0,0,0,0,0,0.0665940630738594,0,0,0.0148835491551171,0,0,0,0,0,0,0,0.0733999421727017,0,-0.0781502683557221,0,0,0,0,0,0,0,0,0,0,0.0046594208143383,0.00692888108223644,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0375609113901727,0,0.199897870267239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503948401326881,0.0117724603409684,0,0,0,0,0,0,0,0,0.0547323045384107,0,0,0,0,0,0,0,0.0103842524736846,0.00976088306589851,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948548246150749,0,0,0.18132119551328,0.168489886990945,0,0,0,0,0,0,0.276187225271724,0,0,0,0,0,0,0,0,0,0,0,0.167660922229836,0,0,0,0,0,0,0,0.00316069821833547,-0.0363013500951897,0,0,0,0,0,0
X600104.SH,0,0.103384535548834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129568377428003,0,0,0,0,0.284890557817521,0.109161464832228,0,0.148569798375771,0,0,0,0,0,0.0652510237284963,0,0,0,0,0,-0.00419913638362738,0,0,0,0,-0.00388608024213655,0,0,0,0,0.0148826522571981,-0.0202748792777978,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.126616119536929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119710581814375,0,0,0,0,0,0,0,0,0,0,0,0.179693180891712,-0.0276907974590057,0.305539151307001,0,0.140537269521525,0,0,0,0,0,-0.0514572084147666,0,-0.0596882075699015,0,0,0.0306010089012037,-0.00136941374940841,0,0,0,0,0,0
X002304.SZ,0,0.258443217005668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681310287091096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104427149257881,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.00450318764746112,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.132255346438392,0.0227276232040883,0,0.0924991543176755,0,0,0,0,0,0.0198499358584934,0,0,0,0,0,0,0.0333943558188834,0,0,0.21396213239638,0,0.143236591997074,0,0,0,0,0,0,0,-0.0216620224844692,0,0,0,0,0,0,0.0156369333559083,0,0,0,0,0,0,0,0,0,0.00173771965865193,0.022070902878514,0,0,0,0,0,0
