,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600522.SH,X300142.SZ,X002074.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X000100.SZ,X600884.SH,X600702.SH,X000799.SZ,X000157.SZ,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X002414.SZ,X600563.SH,X002176.SZ,X002056.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.106845006497728,0.12954848638131,0,0.0361806221656519,0,0,0,0,0,0,0,0,0,0,0,0.0763734183856889,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0116064164752496,0,-0.0355835511166295,0,0,0.0575013788576554,0,0.0711185119290852,0,0,0,0.0531343704307298,0,0,0,0,0,0,0,0,0,0,0,-0.00501212235275253,0,0,0,0,0.00558514991159304,0,0
X000858.SZ,0,0,0.0715224623847233,0.259469517681851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394881438012818,0,0,0,0,0,0,0,0,0,0,-0.0126414118397806,0,0,0,0,0,0,0,0.0493022075781714,0.22597315528701,0,0,0,0,0,0,0,0,0.0379716476230975,0.11813929644092,0,-0.0082875408760388,0,0,0,0,0,0,0
X600809.SH,0,0.546310273402339,0,0,0,0,0,0.0418469254004076,0,0,0,0,-0.0200366907958546,0,0,0,0,0,0,0.0881814447161271,0,0.0232459899811145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261874226322055,0,0,0,0,0,-0.0124405929964561,0,0.0164167680783609,0,0,0,0,0.0270636524383153,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.204914387891554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408681245945375,0,0,0,0,0,0,0,0.00618330783817198,0,0,0,0,0,0,0,0,0,0,0.0458142078929628,0.402237418209433,0,0,0,0,-0.0377372114336756,0,0,0,0,0,0,0,0.0446126002145049,0,0,0,-0.063010944013545,0,0
X002415.SZ,0,0,0,0,0,0.3210428528766,0,0,0,0,0,0,-0.222362789570588,0,0.0612465234737702,0,0,0,0,0,0,0,0.072635802398333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838633522431817,0,0,0,0,0,0,0,0,0,0.0582675133343629,0.118538474472227,0,0,0,0,0,0
X002304.SZ,0,0,0.0423417586514045,0.148708697712925,0.0156646512920853,0,0.182138304328249,0.044876418922786,0,0,0,0,0,0,0,0,0,0.00824666623684101,0,0,0,0,0.0169221574938954,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0741799931306183,0,0,0.183670033473797,0,0,0,0,0,0,0,0,0,0.0461338403692771,0,0,0,0,0,0,0,-0.0244822527361634,0,0
X600690.SH,0,0,0,0,0,0.0924059648761292,0,0,0,0,0.132088676935246,0,-0.0391773572727599,0,0.0289614850949968,0.0610940145990012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120456951909323,0,0,0,0,0,0,0.167601013434673,-0.00849764582934223,0,0,-0.000580931164528266,0,-0.0375323356710329,-0.0252125203713632,0,0,0,-0.114855382148079,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0873347721304167,0,0.00576272046303814,0,0,0.405320189750661,0,0.0392470986402377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274625550541444,0,0,0.123378888866893,0,0,0,0,0.123567042386933,0,0,0,0,0.010141613322883,0.0207624294463183,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.309375648282884,0.00839105852177124,0,0,0,0,0.112703640107521,0,0,0,0,0,0,0,0,0,0,0,0.0895100716202914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929209159634724,0,0,0,0,0,0.0581882098279009,0,0.084014961906347,0,0,0.261441216064516,0,0.0536388320804411,0.0172357133122551,0,0,0,-1.73472347597681e-18,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.124374183458761,0,0,0,0,0.0102471425405754,0,0,0,0,0,0,0,0,0,0,0,0,0,8.34122395013924e-05,0.14710612413032,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0693255811124809,0.0985637301972372,0,0,0,0,0,0,-0.00904700708191783,-0.00987423448804328,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.000566172605407545,0,0,0,0,0,0.00692684591129972,0,0,0.0439099766415476,0.153539559387426,0,0,0,0.0385927774800084,0,0,0.0147893357046047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,0,0,0.0789346373575162,0,-0.0182571637538236,0.012764895020549,0.0758772021678917,0,0,0.0466080957839001,0,0
X300014.SZ,0,0,0,0,0,0,0.150164549971055,0,0,0,0,0,0.0981760912640195,0,0,0,0,0,0,0,0,0,0,0,0.0233465104848165,0,0,0,0.0948743879029242,0.0928572176199555,0.0535639551727635,0.295010796393868,0,0,0,0,0,0,0.176763491168037,0,0,0.0218074840668473,0,0.0812336421295657,0,0,0.102966946925024,0,0,0,0,-0.0276347910928333,-0.137230659384105,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.314769141703844,0,0,0,0,0,0,0,0,0,-0.192726735743917,0,0,0,0,0,0,0,-0.00146638957750769,0.0599525243363878,0,0,0,0,0.00541535990066621,0,0,0.00576434123136148,0.447111330474491,0,0,0,0,0,0,0.489612620877563,0,0,0,-0.107413040824839,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377175523913428,0,0,0,0,-0.201614608600021,0.0331944625285612,-0.0532434980648324,0,0,0.0323310477300977,0.00116196774483489,0.443766094462518,0,0,0,0,0,0,0,0.10809206390069,0,0.0905220642629225,0,0,0,0.0125860368932655,-0.115229829915919,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.00771981895766136,0,0,0,0,0,0,0.202164162472721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2504191628107,0,0,0,0,0,0,0.102105814391322,0,0.072719331517508,0,0,0,0,0,0,0,0.0190786237722051,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0824735667343363,0,0,0,0,0,0,0,0,0,0.0541466267339129,0,0,0,0,0,0,0,0,0.038871550464323,0,0,0,0,0,0,0,0.123126214795139,0.434991452604065,0,0,0,0,0.0377426512087824,0,0.00519384257390248,0,0.131838828690404,0,0.005050279505496,0,0,0,0,-0.021241730814039,0,0
X000725.SZ,0,0,0,0,0.061262152850827,0,0,0,0,0,0,0.081840102584149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549113189511774,0,0,0,0.346483238989542,0.0832113487093679,0,0,0,0.0464248579027159,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0130103737783086,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0454472478209844,0,0,0,0,0,0.190999216038751,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0836416833148501,-0.0818980948166378,0,0,0,0.332419637016872,0,0,0,0.222396893594426,0,0,0,0,0,0,0,0.21279729407045,0,0,0,0,-0.0657814846404771,0.0172531464765212,0,0,0,-0.0707465520644933,0,0
X003816.SZ,0,0,0,0,0,0,0.0776851493717248,0,0,0,0,1.0842021724855e-19,-0.0570507034472551,0,0,0.139554313088143,0,0,0,-0.00407514513315334,0,0,0,0,4.33680868994202e-19,0,0.0128255969153756,0,0,0,0,0,0,0,0,0,-0.00678785577367192,0,0,0,0,0,0.186097870647311,0,0,0,0,0,0.0406970962839614,0.0263058335692241,0,0.0111573309908838,0,0,0,0,-0.0217071117353597,0,0
X000596.SZ,0,0.173904970930805,0,0.300335692588713,0,0,0,0.230217068898594,0.035467750530422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066685811170023,0,0,0,0,-8.67361737988404e-19,0,0,-0.0176282243826776,0.0887576248832962,0,0,0,0.0876838154850805,0,0
X000063.SZ,0,0,0,0,0,0,0,0.122211281544417,0,0,0,0.100774702929822,0,0,0,0,0,0,0,0.0437422239444289,0,0.104032013611662,0,0,0,0,0,0,0,0.0295640320459779,0,0.0103289682942463,0,0,0,0,0,0.0583066742423487,0,0.112130027326936,0,0,0,0,0,0,0,0,0,0,0,0.020665304945625,0.0618987690611032,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0.108462250626463,0,0,0,0,0,0,0,0.108809103538768,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0381518526693569,0,0.314413710982215,0,0,0,0,0,0,0,0,0.0991651768580116,0,0,0.293803502009791,0,0,0,0,-0.0691944024979136,0,0,0,0.0900443810390905,0,0
X002241.SZ,0,0,0,0,0,0,0,0.222408884681924,0,0,0,0,0,0,0,0.185714035682986,0,0,0,0,0,-0.0724346983239019,0,0,0.0748953563522667,0,0,0.194761519350259,0,0,0,0,0,0,0.548852131254647,0,0,-0.0458181820249037,0,0,0,0,0,0,0,0,-0.0154180549584531,0,0,0,0,0.0391016760116787,0,0,0,0,0.287699101630333,0,0
