,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X300003.SZ,X600809.SH,X000625.SZ,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X000050.SZ,X300146.SZ,X300142.SZ,X600066.SH,X600566.SH,X600522.SH,X600177.SH,X600089.SH,X002129.SZ,X600867.SH,X002241.SZ,X002180.SZ,X600372.SH,X600776.SH,X002506.SZ,X000977.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00432629942303379,0.110480058094388,0,0.039022286036351,0.179892495566667,0,0,0,0,0,0,0,0,0,-0.0673168060172237,0,0,0,0,0,0.0345683417928507,0,0,0,0,0,0,0,0,0,0,0,0.0726022946087362,0,0,0,0,0,0,0,0.00347889356985115,0,0,0,-0.00742611768930178,0,0,0.0553662511143541,0,-0.0311409934916911,0.0289385188510803,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.1553704003537,0,0.0878012443316527,0,0,0,0.163898590112744,0,0,0,0.0579301568264795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651599540653259,-0.048021130497862,0,0,0,0.248453877846178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887695280198614,-0.037260479185261,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0475498678626772,0,0,0.177185150917087,0,0,0,0,0,0.559303440139913,-0.0085679912411541,0,0,0.0166033737942868,0.263301982890502,0,0,0,0.0195370052891827,0,0,-0.193962805176833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351591912447933,0.0269181801571187,0,0,0,0,0,0
X000858.SZ,0.0192679384103916,0,0.0498091836574345,0,0,0.0143663074392533,0.119787123282603,0,0,0,0,0,0,0.337239280796077,0,0,0,0,0.0320660303884453,0,0,0.0115175426971548,-5.42101086242752e-20,0.0287436559712241,0,0,0,0.0179294605786094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244678956198512,0,-0.00113489002152019,-0.004377915494545,0,0,0,0,0,0
X000651.SZ,0,0.137318170167298,0,0,0,0,0,0,0.180968355102335,0,0,0,0,0,0.0467589411867523,0,0,0,0.0735391184565199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483523825220305,-0.0453119425454856,0,0,0,0,0,0,0,0.0307213317977035,0,0,0,0,0.00344067562976629,0,0,0.0300618103604003,0,0,0.00468502471723411,0,0,0,0,0,0
X600276.SH,0.125010637813128,0,0,0,0,0,0.101496335015299,0,0,0,0,0,0,0,0,0,0.407891050226594,0,0,0,-0.307415386958876,0,0.390025678651943,0,0,0,0.0290800385642985,0,0,0,0,0,0,0,0,0,0,0.117124106573015,0.15335288885426,0,0,-0.18226741274443,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0780072741794929,0,0,0,-0.0081994521697991,0,0
X002304.SZ,0,-1.73472347597681e-18,0,0.222990454104286,0,0,0,0,0.00175407414601979,0,0,0,0,0.0608791834147142,0,0,0,0,0,0,0.222152521951772,0,0.0884923532327116,0,0,0,0.243618031617297,0,0,0,4.33680868994202e-19,0,0,0,0.0788140121503079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0519828208490307,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0958690482025669,0,0,0,-4.33680868994202e-19,0,0,0.00796369969427601,0,0.111825181882549,0.145683959960283,0,0,0,0,0,0,0,0,0,0.00294995755792403,0,0,0,0.195332242437632,0,0,0,0,0,0,0,0,0,0,0,0.00767750714957307,0,0,0,0,0,0.011112775653812,0.0153670263188189,0,0,0,0,0,0
X600690.SH,0,0.237792220429411,0,0,0.0789587716727792,0.0257939879965467,0.154247250991901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194768772113225,0.0257773188164314,0,0,0,0,0,0,0,0.0812261893706869,0.0744914182819169,-0.0742447256652486,0,0,0,0,0,0,0,0.0328785847242363,0,0,0.124631138181466,0,-0.00175421099928557,0,0.145294825053033,0,0,0,-0.0141435418345912,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252123856931297,0,0,0.201659061980225,0,0,0,0,0,0,0,0,0,0.0860795833596308,0,0,0,0.0178435196071932,0,0,0,0,0,0,0.049905680021704,0,0.00763827529691735,0,0,0,0,0.137518826859368,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.19331194771269,0,0,0.0633779718882817,0.0617765076125688,0,0,0.0684359114143881,0,0,0,0,0,0,0,0,0,0,0.055421804354401,0.100395261610612,0.0420370093357772,0,0,0,0,0,0.0828900260640075,0,0,0,0.012715486340448,0,0,0,0,-0.0098964682202006,0,0,-0.0328783486124536,0,0.000973761795648198,0.029121577275619,0,0,0,0.00107839433325317,0,0
X000338.SZ,0,0.0890965055513797,0,0,0,0,0.0504829325957625,0,0.0867969534116738,0,0,0,0,0,0.164519204918236,0,0,0,0.144758512502727,0,0,0,0,0,0.0785305383158598,0,0,0,0,0,0,0,0,-0.119369489309115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137519146466737,0,0,0,-0.0329794735875079,0,0
