,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600031.SH,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002463.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X000977.SZ,X600372.SH,X600183.SH,X600066.SH,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X000921.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002156.SZ,X601799.SH,X000400.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.227462445592509,0,0.176391002196343,0,0,0,0,0,0,0,0.0197481035447566,0,0.0952332694734914,0,0,0,0,0,0,0,-0.0534285075929447,0,0,0,0,0,0,0,0,0,-0.0385324915765046,-0.0365924122471413,0,0,0,0,-0.0156949329124848,0,0,0.0337640100929395,0,0,0,0,-0.0356322582465354,-0.00454131513487326,0,0,0,0,0,0
X000858.SZ,0.194944220224296,0,0.0109701786388761,0,0,0,0,0,0,0.341667587132853,0,0,0.0254188952331844,0.0298839510837967,0,0,0,0,0.10849189304358,0,0,0,0,0.0135243421419791,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0406763148592372,0,0,0,0,0,0.0110953931437375,0,0.0478749461944782,0,0.0751857148842192,0.0450151529048365,0,-0.0774120683856525,0,0,0,-0.0434989687291231,0,0,0,0.0248811909326087,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0672341848529065,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443077578001393,0.17373015915548,0.397503510843227,0,0,0,0,0.0877840100515394,0,0,0.0502580328333199,0,0,0,0.0988918379308492,0,0,0,0,0,0,0,0,0,0.051631114671511,0,0,0,0,0.0648987791294424,0.0577636585442045,0,0,0,-0.0310495833288714,0,0
X002415.SZ,0,0,-0.0362159272205512,0,0,0,0,0,0,0,0,0,0,-0.143609109292655,0,0,0,0,0.0333792803068231,0,0,0,0,0.0663722217897196,0,0,0,0,0,0.0338696684685475,0,0.0651819773292913,0,0,0.0599569480882062,0,0,0.037232501006083,0,0,0,0,0,0,0,0,0,0,0,0.118059402890519,0,0,0,-0.168009803879592,0,0,0.0432237626396201,0,0
X600276.SH,0,0,0,0,0,-0.134036374211121,0,0,0,0,0,0,0,0,0,0.126526698326884,0,0,0,0,0,0,0.286908733477365,0.183967734290663,0,0,0,0,0,-0.0348592148439892,-0.245750811165631,0,0,0.040497463842398,0,0,0,0.0119846478343417,0,0,0,0,0,0,0,0,0,0.2113308410773,0,0.0182928471096233,0,0,-0.0337349013322096,0,0,0,0.049144212151961,0,0
X600690.SH,0,-0.120618670957524,0.0447027992326841,0,0,0,0,0,0,-0.0884678911695092,0,0.0103386236839323,0,0,0,0.0711021331460189,0,0.207937557056888,0,0,0,0,0,-0.0177160180878847,0,0,-0.0206969516508656,0,-0.0359322325767496,-0.06251368169828,0,0,0,0,0,0,0,-0.0249449947126212,0,0,0,0.242012474741577,-0.0535017618171602,0,0,0,0,0,-0.0264138913518555,0,0,0,0.00028785733294696,0,0,0,0.100234631785242,0,0
X003816.SZ,0,0,0,0,0.00704905428575696,-0.0763894442022956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186967641880731,0,0,0,0,0,0,0,0,0,-0.144833135819406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396591316025361,0.108916029379983,0.109764199608179,0,-0.0273047010111446,0.0427937860310371,-0.0200180124461556,0,0,0,0.00741258051921745,0,0
X600809.SH,0.253578179039194,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755216286010273,-0.0408061325334384,0,0,0,0.291354224115848,0,0,0,0,0,0,0,0,-0.0452043485991898,0,0,0,0.0336109586397961,0,0,0,0,0.0381130353043511,0,0,-0.0220699689230549,0,0,0,0,0.0522309319724139,0,0,0.0488473215004748,0,0,0,0.0133101484449355,0.217744155842478,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0421661025860184,0.024539678580133,0,0,0,0,0,0,-0.0215693707297468,0,0.0386370051869467,0,0,0,0,0,0.0552496541415627,0,0,0,0,0.0984835665685523,0,0,-0.0214775496140939,0,0,0,0,0,0,0,-0.0378650261170754,0,0,0,0.147791617565581,0,0,0,0,0,0,0.0266091977511566,0,0,0.0211857091416497,0,0,0,0,0,0,0
X000568.SZ,0,0.690192101048801,0,0,0,0,0,0,0,0,0.0533722117837634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657084400055795,0,0.113083624993995,0,0,0,0,0,0.0524134296877609,0,0,0,0,0,0,0,-0.175089405700242,0,-0.0115253194291463,0,0,0,0,0,0,0,0,0,-0.0737545511976419,0,0,0,0,0,0
