,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X300124.SZ,X600031.SH,X002371.SZ,X002129.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X002241.SZ,X002049.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X600741.SH,X300142.SZ,X000661.SZ,X002180.SZ,X002074.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X000733.SZ,X002236.SZ,X000799.SZ,X002414.SZ,X002008.SZ,X600584.SH,X000977.SZ,X600779.SH,X002007.SZ,X600563.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.536916553088772,0,0,0.0156633201404102,0,0,0.119080069206628,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0769572312058111,0,0,0,0,0,0,0,0.00671616560872718,0,0,0,0.0775996397735023,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0353459532754978,0,0,-0.00542685393074186,-0.0109194524111008,0,0,0,0,0,0
X000858.SZ,0.186167596924193,0,0,0,0.150915491670256,0.0497379804968027,0,0,0.0118082049673975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172686017138709,0,0,0,0,0,0,0,0,0,0,0,0,0.0897999081612136,0,-0.0301463355422931,0,0,0,0.0516656896338276,0,0,0,0,0,0,0,0,0,0,0.0209115066128133,0,0,0,0.0252750051882944,0,0
X002415.SZ,0,0.0650943223313606,0,0,0,0.110713703814572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177042173992761,-0.0314775912730773,0,0,0,0,-0.126329413817047,0,0,0,0,0.168321023176005,0,0,0,0,0,0,0,0,0,0,0,0.13502039288502,0.0427191144793545,0,0,0,0,0,0.0237520206272553,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.145528781552338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127345164466081,-0.274469321306876,0,0.0213565552801497,0,-0.161463046763758,0,0,0,0,0.012790090141278,-0.119429180859429,0,0,0,0,0,0,0,0,0,0.21303159549454,0,0,0,0,0.082674731230142,0,0,0,0.0552064265759763,0.00756450300875784,0,0,0,0,0,0,0
X000568.SZ,0.473337089172281,0,0,0.00399703562289651,0,0.00433087791291228,0,0,0,0,0,0,0,0,0,0,0,0.0653798923746972,0,0,0,0,0,0.0825508338455731,0,0,0,0,-0.0712097131124632,0,0,0,0,0.0138550052663557,0.0365242714983386,0,0,0,0,0,0,0.185155841459191,0,0,0,0,0.0664098663823879,0,0.014988086130091,0,0,0,0.030957960196375,0,0,0,-1.73472347597681e-18,0,0
X002475.SZ,0.00091073080061704,0.03099041377603,0,0,0,0,0,0,0,0,0,0,0,0,0.267605823137865,0,0,0,0,0.271953069891621,0,0,0.0589694730874574,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236915866711848,0.047210532274411,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800971563681196,0.0382755025683601,0,0,0,0,0,0
X600276.SH,0.205140230094617,0,0.0735878472527143,-0.052688366772875,0,0,0,0,0.15395581958891,0,0,0.144251443648583,0,0,0,0,0,-0.0776719762845685,0.26362766142363,0,0,0,0.0147378085353286,0,0,0,0,0,-0.122578335066251,0,-0.0407136779782593,0.0535610528844704,0,0.0426270597767941,-0.0551144109951762,0,-0.0201350321294153,0.0886601574191014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496935138138751,0,0,0,-0.0694769578603387,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0427042899921241,0,0.0291365222370641,0,0,0.0185292244111865,0,0,0,0,0,0.229596923492599,0,0,0,0,0,0,0,0.019289852767288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846511658369391,0.211303345720121,0,0,0,0,-0.0288552166579029,0.0445063484722548,0,0,0,0.0105493513455098,0,0
X600690.SH,0,0,0,0,0,0,0.00492348288674583,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256612380068922,0,0,0,0,0,0,0,0,0,0.010803184113684,0,0,0,0.108360469645994,0,0.0951700538725211,0,-0.0752719356989105,0,0.162489969112143,0,0,0,0,0.134765608589375,0,0,0,0,0,-0.0206386326142413,0,0,0,-0.0364134871545504,0,0
X600104.SH,0,0,0,0,0,0.0359892771833308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189978583125665,0,0,0,-8.67361737988404e-19,0.0818196802513966,0,0,0.246504360941704,0,0,0,0,0,0,0.0608196705359784,0,0,0,0,0,0,0,0,0,0.0254426785385964,0,0.0085597373737079,0,0,0,0.00610182879426785,0,0,0,0,0,0
