,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X000625.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X300142.SZ,X002049.SZ,X000100.SZ,X000596.SZ,X002179.SZ,X600460.SH,X601877.SH,X600702.SH,X000799.SZ,X600584.SH,X002074.SZ,X002007.SZ,X600741.SH,X000157.SZ,X002414.SZ,X002236.SZ,X600183.SH,X601799.SH,X600779.SH,X600089.SH,X000800.SZ,X300146.SZ,X300003.SZ,X000066.SZ,X600884.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0934682525400941,0,0,0,0,0,0.22506561832295,0.062922044230568,0,0,0,0,-0.016375640451573,0,0,0.0257817470913332,0,0,0,0.0772880266152129,0,0,0,0,0,0,0.0125642206064819,0,-0.0184410766062478,0,0.107713116724021,0,-0.103366457371525,0.0130005051475963,0,0,0,0,0,0,0,0.0248063536006477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.11927493736612,0,0.381467134021604,0,0,0,0,0,0,0,0.0654567443184706,0,0,0,0,0,0,0,0,0.0614625442327046,0,0,0,0,0,0,0,0.0395748386235322,0,-0.0929626680369382,0,0,0,0,-0.125556199859366,0,0,0,0.111550992851596,0,0,0.11272721505317,0,0,0,0,0,0,-0.0854910401180856,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.183865062955043,0,0,0,0,0,0.110402671849738,0,0,0,0.149067842378919,0,0.028853599601175,0,0,0.0372801531074698,0,0.0629147567377931,0,0,0,0,0,0,0.0477458860008688,0,0,0.00284668559093593,0,0,0,0,0,0,0,0.0734030703689298,0,0,0,0,0,0,0,0.0181916962737224,0,0,0,0,-0.00407172888238355,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0837916991583685,0,0.115861030352229,0,-0.191637730689601,0,0,0.258693619872536,-0.062563654420282,0,0,0,0,0,-0.107909888464721,0,0,0,0.0568510798059513,0,0,0,0,-0.0158154773515604,0,0,0.557990857166277,0,0,0,-0.123310707757154,0,0,0,0,0,0.0246945607000928,-0.0182048356488499,0,0,0,0,0,0,0,0,0.0559470074262678,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0348988231450318,0,0,0,-0.0573700952792642,0.222068013531492,0,0,0.17329529681404,0,0.170774921897226,0,0,0,0,0,0,0,0,0,0,0.121789648914618,-0.038871096362578,0,0,0,0,0,0.0248284783368073,0,0,0,0,0,0,0.103984503298042,0,-0.413706295813612,0,-0.0282399002931399,0,0,0,0,0,0.0584933902280603,0,0,0,0.0545503668316935,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0273350347787854,0,0.108334238387168,0,0,0,0,0,0,0.179545118096404,0,0.0163112705827997,0,0,0,0.023759973720907,-0.0333993159512647,0,0,-0.0913005294289011,0,-0.0266286137809278,0,0.104952154649712,0,0,0,0,0,0,0,0,0,-0.018616350075981,0,0,0,-0.0407074018374055,0,-0.0351813433075831,0,0,0,0,0.0957002648833794,0,0,0,0,0,0
X000568.SZ,0,0.518175412924499,0,0.0705975573343112,0,0,0,0,0.132562435242271,-0.173853742869528,0,0,0,0,0,0,0,0,0,-0.0155587599571783,0,0,0,0,0,0,0,0.150055449392531,0,0,0,0,0,0.130298871079856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00687798612720394,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116515851255591,0.0966416236526845,0,0,0,0,0,0.0852230670043943,0,0,-0.0137520748617671,0.0370447463201936,0,0,0,0,0,-0.0209652405621745,0,0,0,0,0,0,0.140191337860243,0,0,0,0,-0.136303304618689,0,0,0,0,-0.0243747342068429,0,0,0.0107751104596318,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.185315553324508,0,0,0.293025270129509,0,0,0,0,0,0,0.0925051956653938,-0.1252526758174,0,0.229282358469453,0,0,0,0,0,0,0,-0.0417004340585706,0,0,0,0.0776021450026149,0,0,0,0,0,0.08211911030922,0,0,0,0,0,0,0,0,0,0,0,0,0.0422778782675083,0,0.120335246197342,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.10020859526524,0,0,0,0.0399100588833397,0,0,0,0.094509770558128,0,0,0,0,0.15506643044841,0,0,0,0,-0.0140028883208497,0,0,0,0,0,0,0.0495525729338405,0,0,0,0,0,0,0.0640023283349128,-0.0329533832431707,-0.00873921153392381,0,0,0,0,0,0.0775701125286782,0,0,0,0,0,0,0
