,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X002241.SZ,X000661.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X600703.SH,X600741.SH,X000625.SZ,X002371.SZ,X000100.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X601877.SH,X002179.SZ,X002049.SZ,X600584.SH,X000800.SZ,X000157.SZ,X002414.SZ,X600183.SH,X300003.SZ,X601799.SH,X300136.SZ,X002008.SZ,X000066.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X002508.SZ,X600118.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104670471075939,0,-0.0492148671845101,0,0,0,0,0,0,0.40361915939155,0,0,0,0,0,0,0,0.00731157007309242,0.0250429735554177,0,0,0,0.0101575766402748,0,0.114608236575831,0,0,-0.0702510058460118,0,0,0,0.0179784439715758,0,0,0,0,0,0,0,0,-0.0230310064386093,0,0,0,0,0,0.0366991325825496,0,0,0,0.0370053069288156,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.190107272031216,0,0,0.223825769168993,0,0,0.000970499928939287,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00545075388668276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00507562214136285,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0364438202156787,0.0139623936891388,0,0.260325466857966,0,0,0,0,0,0,0,-0.0310146170889931,0,0,0,0,0,0,0,0,0,0,0.0855399210981193,0,0,0,0,0,0,0,0,0,0.0335631311877762,0.0648296146248338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.174504764622623,0,0,0.0127422087198305,0,0,0,0.186615791830524,0,0,0,0,0,0,-0.0622368078568352,0,0,0,-0.0888653801393645,0,0.0318694935762947,0,0,0,-0.0215785434215991,0.064270577991356,0,0.206478289767439,0,0,0,0,0,0,0,0,0.021634764544545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0254729016087753,-0.0472401489549669,0,-0.00911578696217012,0,0.417622799707319,0,0,0,0,0,0,0,0,0,0.00166696590801471,0,0.0963492211030332,0,0,0,0,0.0756868701370104,0,0,0,0,-0.0400722999624335,0,0,0,0.0163033294739583,4.33680868994202e-19,0,0,0.0576911491159545,0,0,0,-0.051873511608039,0,0.234400525499449,0,0.0206789645207777,-0.0144064789045338,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0542432603759977,0,0,0,0,0,-1.73472347597681e-18,0,-0.110997154514396,0,0,0,0.08369620396213,0,0.0594389842456668,0,0.0415246612356214,0,0.0360419877922738,0,0.149215975857438,0,0,0,0.0129800119907859,0.00183167041841103,0,0,0,0,0,0,0,-0.0546097259062398,0,0,0,0,0,0,-0.0190853498115316,-0.00252061275704051,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0161259725289052,-0.0549633270952514,0,0,0,0,0,0,0,0.22191324999146,0,0,0.0679507505263672,0.168106590827876,0,0.0728715548705859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00764712078764059,0,0,0,0,0.0584798514876341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0552670201521203,0,0,0,0,0,0.266690520032943,0,0,0,0,0,0,0.027959690592932,0,0,-0.0420926118063132,0.0236080753196457,0.240325674684199,0.0113017134549266,0,-0.0199755211670891,0,0,0,-0.0966176569032011,0,0,0,0.0912490908558534,0,0,0,0,0,0,0,0,0,0,0,0,0.0723550545677567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0828316145668294,0,0,0,0,0,0.505557037616772,0,0,0,0,0,0.128350912038555,0,0,0,0,0,0.0801163220845048,-1.38777878078145e-17,0,-0.0653043412172606,-0.16367883470508,0,0,0,-1.0842021724855e-19,0,-0.126331556455993,0,0,0,0,0,0,0,0.175138379126732,0,0.0415064900349904,0,0,0,0,0.0202797928915721,0,0,0,0,0,0,1.73472347597681e-18,0.0106755932232539,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227216182051452,0,0,0,0.363024023841581,0,0,0,0.0636291818968913,0,0,0,0,0,0,0,0,0,0,0,0,0.145383845959834,0,0,0,0.0583653020144711,0,0,0,0,0,0,0,0,-0.00798187781624869,0,0,0.117946536562044,-0.0688799234947843,0,0,0,0,0,0
