,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X600703.SH,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600741.SH,X000157.SZ,X002129.SZ,X002007.SZ,X002049.SZ,X002179.SZ,X601877.SH,X002414.SZ,X600584.SH,X000799.SZ,X002236.SZ,X600183.SH,X000066.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X002008.SZ,X002074.SZ,X600779.SH,X000547.SZ,X000977.SZ,X600118.SH,X002508.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.524161253578015,0,-0.143285736542879,0,0,0,0,0,-0.030142155897231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480598697542501,0,0,-0.085800250699385,0,0.0986011509851547,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391912037827574,0,0,0,0,0,0,0,0,0.0135249003034798,0.0119125646816771,0,0,0,-0.00147403089391715,0,0
X000858.SZ,0.0243710926552711,0,0,0,0,0,0.135960261109312,0,0.312932548774403,0.0115137391542244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758853171387169,0,0,0,0.0257167456560927,0,0,0,0,0.0662001476365981,0,0.0371839964020025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325014427505096,0,0,0,-0.00733079897405646,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0849806128583573,0,0,0,0,0,0,0,0,0.0175768672331646,0,0,0.0201808026116986,0,0,0,0.206512018918046,0.0410738390012951,0.022050507528722,0,0.0183223215702441,0,0,-0.0207153322316522,0,0,0,0.015709890509818,0,0.016756826948286,0,0.091086221478679,0,0,0,0,0,0,0,0,-0.00359924037899108,0,0,0,0,-0.003027052194452,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0770382590800594,0,0,-0.0411461677826437,0,0,0,0,0,0,0.0251024658014448,0,0,0,0.0191057944093766,0.00444142896207947,-0.132606388446104,0.0747030707591914,0,0,0,0,0,0,0,0.217851044890054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281278218489203,-0.00727028292121118,0,0,0,-0.00602921750937661,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0249729806317629,0,0,0,0,0,0,0.0558207290492582,0.0275109715181115,0,0,0,0.394993684106893,0,0,0,0,0,0,0,0,-0.0911705964911249,-0.131007231629753,0,0,0,0,0,0.170583635302836,0,-0.0655352592338016,0,0.100911924313604,0,0,0,0.0240984662450043,0,0,0,0,0,0,-0.00659638641497358,0,0,0,0,0.0099324535939486,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0830136090098395,0.111397650887131,0,-0.00778472452818589,0,0,0,0,0,0,-0.0943093979582792,0,0,0,0.00299505703887355,0,0.204324302323431,0.00826534205667979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192045393865316,0.134020971016016,0,0,0,0,0,0,0,0.0182223819966879,0,0,0,0,-0.0226610732507085,0,0
X000568.SZ,0,0,0,0,0,0,0,0.0479207025651439,0.327481040410986,0.0819465507024461,0,0,0,0,0,0,0.0347025371209125,0,0,0,0,0,0,-0.0543799358775084,0,0,0,0,0,0,0,0,-0.0669925926610723,0,0.0742846599022119,0,0,-0.0432447330720556,0,0,0,0,0,0,0.127501703419333,0,0,0,0,0,0,0,0,0,0,0,-0.000128580345206609,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0904630982004407,0,0,0,0,0.0696426749836657,0,0,0,0,0,0,0,0,0,0,0,0,0.278780614717893,0,0,0,0,0,0,0,0,0,0,-0.100155986903798,-0.0323454336955257,0,0.386046867231956,0,0,0,0,0,0,0,0,0,0,-0.0132343365709642,0,0,0,0,0.0129957435219148,0,0
X600809.SH,0,-1.38777878078145e-17,0,0,0,0,0.111934178624045,0,0,0,0.271775268376525,0,0,0,0,0,0,0,0,0,0,0,0.30646682086807,-0.0685965480332889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125956331887775,0,0,0.0728946996958299,0.0470333303961923,0,0,0,-0.0367285905071579,0,0,0.258995306886724,0,0,-0.0128998407748039,0,0,0,0,0.00685117497839363,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.346515560258323,0,0,0,0,0,0,0,0,0.0639116008656006,0,0,0,0,0,-0.0684850611682078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049772989505384,0,0,0.213964227549855,0.0863038181373587,0,0,0.209419844209997,0,0,0,0,0,0,-0.0234050926445349,0,0,0,0,0.00692061992094545,0,0
X600690.SH,0,0,0,0.104209761093473,0,0.0190753490107419,0,0,0.181866056563747,-0.153950479008182,0,0,0,0,0,0,0,0,0,0,0,0,0.0963397485046358,0,0,0,0,0,0,0,0,0,0,0,0.0210906803921731,0,0,0,0,0,0,0,0,0.0672760275654918,0,0,0,0,0.0678950185252713,0,0,0.0056086069085002,0.0622591104130744,0,0,0,-0.0271220973391613,0,0
X600104.SH,0,0,0,0,0.161798673252096,0,0,0.0170167941506891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183065402280007,0,0.375941655333695,0,0,0,0,0,0,0,0,0,0,0,0,0.0548580025160315,0.0806865614627974,0,0,0.0808839710118266,0.0897150605709374,-0.0698643534811668,0,0,0,0,0,0,0,-0.00341518748900155,0,0,0,-0.0262899493432119,0,0
X000725.SZ,0,0,0,0,0.0466081445284074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31552089499923,0,0.0761474398188989,0,0,0,0.0194389299122993,0,0.0896752147611866,0,0,0,0.153333922231069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228848179154314,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0.0106251952390709,0,0,0,-0.0153592131185797,0,0,0,0,0,0,0,0,0,0,0,0,-0.108080216253238,0,0.0218652128459486,0.0818879868326926,0.190544129700065,0,0,-0.137662292662307,0,0,0,0,0,0,0.212210004058074,0,0.0878377233403786,0,0,0,0.138525245949362,0.244574477609314,0,0,0,0,0,-0.0580326727689888,0.0226833348423341,0,0,0,0.0350061862598118,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.189039023926747,0,0.00544390562151497,0,-0.0466291832822947,0,0,0,0,0,0,0.0518503392694847,0,0,0.135154665336262,0,0,0.0181260784304286,0,0,0,0,0.347188131189059,0,0.0951921870387595,0,0,-0.206694595327401,0,0,-0.0163201172172046,0,0,0,0,0.00485692131327903,0,0
X000063.SZ,0,0,0,0,0,0,-0.103966720824603,0,0,0,0,0.0138373237626143,0,0,0.0142881315651351,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306514703733093,0,0,0,0,0,0,0.074086166856195,0,0,0.176933334630291,0.0476354959550502,0,0,0.0583155743439059,0.120877415598672,0,0,0,0,0,-0.068163758721883,0,0,0,-0.00942197710775391,0,0,0,0.00419658846566007,0,0
X600703.SH,0,0,0,0,0,0,0,0.0272488865856426,0.000664513516403321,0.149670924591814,0,0,0,0,0,0,0,0,0.142380522395065,0,-0.136333383078171,0,0,0,0.0710886892214303,0,0,0,0,0,0,0,0,0,0,0,0,0.235512005446007,-0.0628977062064467,0,0,0,0.124320617214115,0.0275823266739867,0,0,0,0,0,0,0,0.0187152200976756,0.0200747117187227,0,0,0,-0.0168488551377372,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047836490124911,0.211761101955289,0,0.281477790769445,0,0,-0.157232050972485,0,0,0,0.0845536213334565,0.0116992302508707,0,0,0.0554794476688327,0,0,0,0,0,0,0,0,0,0,0,0,0.140141418202806,0,0,0.184451606307996,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0218199767588938,0,0,0,-0.000979942187021752,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.10289892629883,0,0,0.204197875666027,-0.0107028121595964,0,0,0,0,0.126716150185934,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248917102929394,0,0,0,0.174169318065849,0.0750899336502543,0,-0.0826462711326116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432346091899719,0.006789953313229,0,0,0,0.000415586824550956,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477369817016579,0.070354493187355,0.0240848022780806,0,0,0,-0.00476897541221394,0,0,0.00271034536693639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033436900172038,0,0,0,0,0,0,0,-0.00102289459838867,-0.00351070650016608,0,0,0,-0.00149358181002723,0,0
X002241.SZ,0,0,0,0,0.488507889875875,0,0,0,-0.0835656706489117,0,0,0,0,0,-0.109206216603579,0,-0.0476243283043784,0,0.0178597776008797,0,0,0,0,0,0,0,0,-0.0594422147868682,0,0,-0.00539224207030904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135151121734436,0,0,0,0,0,0,0.0169817009727426,0.0129250377813946,0,0,0,-0.00569263461970343,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,-0.121810879420927,0,0,0.656474344061327,0,0.128840564604667,0,0,0,0,0,-0.134589860110207,0,0,0,0,0,0,0.0716737666628213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678258317563346,0.0974314696862985,0,0,0,0.0786991900942227,0,0,0,0.01884006399577,0,0,0,-0.0068951689687745,0,0
X000596.SZ,0,0,0,0,0,0,0.203819566648155,0,0,0,0.0515835075471434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.226350444230269,0,0.0411996587210571,0.0227386516326136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232523873102525,0,0,0,0,0,0,-0.0177711833887838,-0.0457100767848118,0,0,0,0.0274601349058799,0,0
X000625.SZ,0,0,0,-0.894683484101451,0,0,0,0,0,0,0,0,0.208676889433567,0,0,0,0.0394089926711273,0.174965650835583,0,0,0,0.0440994183604169,-0.0208535112672299,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.083039994102569,0,0,0,0,0.00863698354513869,0,0,0,0,0,0,0,0,0,0,0,0,0.0162288093728878,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498328988396667,0,0,0,0,0,0,0,0.103062042854931,0,0,-0.054884261568441,0.188015239519706,0.0551794493308485,0.0960194576920348,0,0,0,0.477745328603724,0,0,0,0,0,0,-0.156022718841975,0,0,0,0,0.0360178544671081,0,0,0,0,0,-0.0110950492709488,0,0,0,0,0.0091142101246247,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.110614811962704,0,0.0698691180941375,0.386337487555858,0,0,0,-0.0866186574184258,0,0,0,0,0,0,0,0,0,0,0,0.0398263688924389,0,0,0.0456093077999193,0,0,-0.0405945255087679,0,-0.0402377363532682,0,0,0,0,0,0,0,0.00198885738374977,0,0,0,0,0,0,0,-0.00853914700687792,0.0817556754571024,0,0,0,-0.0106416119413168,0,0
X000157.SZ,0,0,0,0,0,0.214518250871379,0,0.097128433097526,0,0,0,0,0,0.00470925679685328,0,0,0,0,0,0,0,0,0,-0.018314045865497,0,0,0,0.174346052832891,0.102679402393592,0,0,0,0,0,0.154221685312432,0,0.062470257912146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116035299388979,0,0
X002129.SZ,0,0,0,0.0554501627817119,0,0,0,0,0,0,0,0,0,0,0,-2.12011965520289e-06,0,0.207483048303093,0,0,0,0,0.027182683476813,0.0307881437811604,0,0,0,0,0,0.236733322987666,0,0,0.185539073916266,0,0,0,0,0,0,0,0,0,0,0.246589374826616,0,0,0,0,0,0,0,0,0.0282849384841334,0,0,0,0.000665772730285191,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0604278970203906,0,0.236638186657179,0,0,0,-0.2609457651183,0,0,0,0,0,0,0,0,0.029392335612697,0.189929223676001,0,0,0,0,0,0,0,0,0,0,0.0243445675702562,0,0,0,0,0,0,0,0.112537977233894,0,0,0,0,-0.00969049971955608,0,0,0,0,0.0314709803196095,0,0
X002049.SZ,0,0,0,0.0982425330014412,0,0,0,0,0,0,0,-0.0967911014424525,0,0,0,0,0,-0.0347398922973251,0,0,0.439281556757451,0,0.181609624454986,0,0.181588038625362,0,0.0447626833804949,0.0716220439694561,0,0,0,0.205211974766089,0,0.0446251232258888,0,0,0,0.171795274803086,-0.0633804309984173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0589722678113257,0,0,0,0,0.0852168292780015,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0321651558928056,0.123765786069126,0,0,0,0.104781516931347,0,0,0.136163029157685,0,0,0,0,0,0.0233367144706825,0,0,0.0438393021372994,0,-0.0864211756080114,0,0,0.158357139690232,0,-0.0745931730733117,0,0,0,0,-0.0243113431209711,0,0,0,0,0.0272290980280176,0,0,0,0,0,0.11523425188081,0,0,-0.0123726784085612,0,0,0,-0.00564843600158182,0,0
X601877.SH,0,0,0.113097404131384,0,0.0920925534474298,0,0,0,0,0,0,-0.00658604235501935,0,0,0,0,0,0,0,0,0.0784948179035102,0,0.367211529318314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522050472123166,0,-0.039202608102155,4.33680868994202e-19,0,0,0,0.0155371086214672,0,0
X002414.SZ,0,0,0,0,0,0,0.150220607021881,0,0,0,0,0.0374050569456561,0,0,0.00991458383705713,0,-0.0242980493345977,0,0,0,0,0,0,0,0,0,0,0.0178873107460533,0,0,0,0,0,0,0,0.521973122626294,0,0.129323093591311,0.0649133595671803,0,0,0,0.0223308196955372,0.0965453227684266,0.00872762857514351,0.100161223937987,0,0,0,0,0,0,-0.0259367378738986,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,-0.000923481641775613,0,0,0,0,0,0,0.0715306471419758,0,0,0,0,0.255829081766561,0,0.0178288816077329,0.478715095758625,0,0,0,0,0,0,0,0,0,0,0,0.0862130089120829,0,0,0,0.0694244433049972,0,0,0,-0.173364774129857,0,0.0360433786141473,0,0.00937740215958011,0,0,0,0.0186628860569368,0,0,0,-0.0168546978977338,0,0
