,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X300124.SZ,X002371.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X601877.SH,X002180.SZ,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X000799.SZ,X002414.SZ,X002236.SZ,X600584.SH,X600487.SH,X600563.SH,X601799.SH,X000800.SZ,X002007.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.376497926285293,0,0.0131993574232606,0,0,0,0,0.0481471536900373,0,0,0,0,-0.0674837309726614,0,0,0,-0.0641398155905035,0,0,0,0,0,0,0,0,0.0235018797657778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239909688448407,0,0,-0.00526287676177005,-0.00916658335821634,0,0,0.039551127863114,0.0166093478292563,0,0,0,-4.33680868994202e-19,0,0
X000858.SZ,0,0,0.0745421085312794,0,0,0,0,0.154726931334508,0,0,0,0,0,0,0.0814080748268288,0,0,0,0,0,0,0,0,0,0,0,-0.00798527111485694,0,0,0,0,0.0232826562911264,0,0,0,0,0,0,0.283594702616968,0,0,0,0,0,0,0,0,0,0,0,0,0.0202327735719564,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.250469047987303,0,0,0,0,0,0,0,0,0,0,0.149442333374712,-0.0933254645893101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111529096020926,0.123943924650474,0,0,0,0,0,0.121389427472069,0,0,0,0,0,0,0,0,0,0,0,0.252071135126251,-0.0661627402364803,5.42101086242752e-20,0,0,0,-0.00273726019239409,0,0
X000568.SZ,0,0.175573768432408,0.167230640234506,0,0,0.0475772164069287,0,0,0,0,0,0,0,0,0,0,0,0,0.0567802523400994,0,0,0,0,0.0197887712116274,0,0,0,0,0.0286034222611104,0,0,0,0,0.0298447632553742,0,0,0,0,0.22291971027873,0,0.0654679990920256,0,0,0,0,0,0,0,0,0,0,-0.0351015157814636,-0.00838862507636794,0,0,0,-0.000690122659705385,0,0
X002415.SZ,0,0,0,0.070668477111845,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188435759147698,0,0,0,0,0,0,0,0,0,0.0180064293004084,0,0,0,0.377611303805297,0,0,0,0,0,0.139165770772746,0,0,-0.037990096573182,0.0448142860426007,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119186468546511,0,0.128638147013839,0,0,0,0,0,0,0.286155245164117,0.163756497714831,0,0,-0.107988812204523,0,0,0,0,0,0,0,0,0,0.0903244485090977,0,0,0,0,0,0,0,-0.0863521476766363,0,0,0,0,0,0,-0.0768751737222554,0.0241918702147775,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0540508353126032,0,0,0,0.111268793540209,0,0,0,0,0,0,0,0,0,0.0454961537766939,-0.137005618157647,0,0,0,0,0,0,0,0.100857403495689,0,-0.125902462559343,0,0,0,0,0,0,0,0,0,0,0.122050916533643,0,0.143875560264615,0,0,0,0,3.46944695195361e-18,0,0,-0.0902839501823119,-0.0630840752791553,0,0,0,-0.0177338105689878,0,0
X002304.SZ,0,0.310624143635836,0,0,0,0.0890009148520557,0,0,0,0,0,0,0,0.0597936947176931,-0.0092123409076814,0.0393345878730443,0,0,0,0,0,0,0,0,0,0,-0.079006308042486,0,0,0,0,0.131827095723639,8.67361737988404e-19,0,0,0,0,0,0.155403921106362,0,0,-0.0628438511808429,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0398098111816431,0,0,0,-0.0303266879685941,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0413946374835564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354581534194608,0.106411562270966,0,0,0,0,0,0.0472072385110868,0,0,0,0,0,0,0,0,0,0,0,0,0.291293229996386,-0.0760709814823692,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260907735645406,0,0,0,0.0191053726639325,0,0,0.0838826561229595,0,0.25779964628537,0,0,0,0,0.153858950766068,0,0,0,0,0,0,0,-0.147519814716009,0.00472674464655403,0,0.107272107303372,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,-0.0300399987854829,0,0,0,0.0438619486161642,0,0
