,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000338.SZ,X600031.SH,X300124.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600584.SH,X600066.SH,X600372.SH,X000977.SZ,X600522.SH,X002028.SZ,X600741.SH,X002236.SZ,X600183.SH,X000921.SZ,X002049.SZ,X601877.SH,X002223.SZ,X000661.SZ,X002180.SZ,X600487.SH,X000800.SZ,X002129.SZ,X002074.SZ,X600418.SH,X002156.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188352583635591,0,0,0,0.198263718607211,0,0,0,0.135985229830514,0,0,0,0,0,0,0,0,0,0.0819123393975815,0,0,0,0,0,0,0,-0.0246525450246747,-0.00128699633087393,0,0,0,0,0,0,0,0,0,-0.0291542782904945,0,0,-0.0318799665964705,-0.0349437940803639,0,0,0,0,-0.0335771612764287,0.046178682466068,0,0,-0.039553647581265,-1.0842021724855e-19,0,0,0,0.00820790209132943,0,0
X000858.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.459594451760955,0,0,0.0303664144580753,0,0,0,-0.0182694798504596,0,0.0872627214070925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422604091251094,0,0,0,0,0,0,0.0173628100927511,0,0,0,0,0.0225096395865638,0,0.117695765677374,0,0,-0.0316296708428907,-0.0252799364365164,0,0,0,0.013482534660925,0,0
X002415.SZ,0,0,0,-0.00808011676309114,0,0,0.13333081740613,0,0,0,0,0,0,0,0,0,-0.139034328952371,0,0,0,0,0.0472935595188387,0,0,0,0,0,0,0,0,0,0.0220346762578326,0,0,0,1.73472347597681e-18,0.110826437956888,0,0.0236894928411579,0,0,0,0,0,0,0.122689891417048,0,0,0,0,0,0,0,-0.187792544560005,0,0,0.0289172553292933,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0831746460835341,0,0,0,0,0,0,0,0,0,0,0.0406387519322187,0,0,0,0,0,0.421356879140213,0,0,0,0,0.175708961847545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583774438071907,0,0.0228730782158134,0.0244364837860305,0,0,0.105722773373683,0.0154256478552856,-0.107763942058629,0,0,0,0,0
X600690.SH,0,0,0,0.0444515329723004,0,0,0,0,0.166344099536308,0,0,0,0,0,0.0289932693128407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567763316362351,0,0,0,0,0.00192814430993292,0,-0.03334297211001,0,0.164043118493499,0,0,0,0,-0.150456984200219,0,0,0,0,0,0,0,0,0.0325408520593345,0.0444009367080291,0,0,0,0.133175300617832,0,0
X600809.SH,0.123614601813257,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407887275775589,0,0,-0.0954924841984484,0,0.22531635625082,0.0104634774291791,0,0,0,0,0,0,0,0,0.00839671022777527,0,-0.00964756714604627,0,0,0,0,0,0,0,0,0,0,0.0648198717517969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128676406572652,0,0
X600276.SH,0,0,0,0.0704911901406785,-0.161413961404407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521062333532788,0.111518328506234,0.462490721270501,-0.00267047770618613,0,0,0,0,0,0,-0.30510623353537,0,0.0646746935508758,0,0,0,0,0,0.0585909134116343,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501195460779207,0,-0.0932471116788765,0,0,0,0,0
X003816.SZ,0,0,-0.0626441384983588,0,0,0,0,0,0,0,0.0165255809006511,0,0,0,0,0,0,0,0,0,0,0,0,-0.244816265186716,0,0,0,0,-0.0250588500614499,0.00310856765493562,0,0,0.0947863421652905,0.075729264979051,0,0,-0.0943608876920395,0,0,0,0,0,0,0,0,0,0,0,0.00821774251276344,0.0543083620882734,0,0.0161636514378198,-0.0432271108486023,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.263426863846589,0,0,0,0,0.135342399522914,0,0,0,0,0,0.0504100461967896,-0.124526731430407,0,0,0,0,0.0893759887489341,0,0,0.253611795188335,0.206175960914615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958012250982901,-0.0267611078048831,0,0,0,0,0.0118304257565003,-0.0188507354614903,0.049588253948247,0,0,-0.0309611468532164,0,0
X000568.SZ,0,0.913545603742265,0,0,0,0,0,0,0,0,0.0389954545679938,0,0,0,0,0,0,0,0,0.123148853368981,0.00724023842718413,0.0191396111443533,0,0,0,0,0,0,0,0.0995667681656145,0.0716443255235631,0.000411130570509576,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.158794353953934,0,0,0.134859305380085,0,0,0,0,8.67361737988404e-19,-0.0198423259234671,0,0,0,-0.0145105807132055,0,0
X002371.SZ,0,0,0,0.00771812494780735,0,0,0,-0.0228659843409512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319187865069306,0,0,0,0,0,0.465841812561584,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385931131137042,0,-0.103888554943262,0.0530313629177925,0,-0.266821555192818,0,0,0.160875616041867,0,0,0,-0.0480867537353121,0,0
X600104.SH,0,0,0,0.0431686801799716,0,0,0,0,0,0,0,0,0,0,0,0,0.0743803904942438,0,0,0,0,0.0778594132244957,0,0,0,0,0,0,0.00472830866435568,0,-0.00652536527715304,-0.0427961548888061,0,0,0,0,-0.0380890600858225,0,0,0,-0.0440233603941676,0,0,0,0,0.0213028201045359,0.0724807978278562,0,0,0,0,-0.0755256747237862,0.02433052978945,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0335930538069255,0,0,0,0,0,0,0,0,0,0,0,0,0.0453651300128109,0,0,0,0,0.317292529603433,0,0,0,0,0.0609219095545882,0,0,0,0,0.243570757594709,0,0,0,0,0,0,-0.0954391584084202,0,0,0,0,0,0,0,0.0534562748452638,0,-0.0349662328842949,0,0,0,0.0142788386945667,0,0,0,0.0526784079783196,0,0
X000338.SZ,0,0,0,0,0,0,-0.130734263759502,0,0,-0.00951829474751234,0,0,0,0,0.0225058838878432,0,0,0,0,0,0,0.0928811124717961,0,0,0.0740928841628623,0,0,0,0,0.0455390468580205,0,0,0,0.03769781751159,0,0,0,0,0,0,0,-0.0164245876971055,0,0.193984088313061,0.0529182331964599,-4.33680868994202e-19,0,0,0,0,0,0,0.0164629541252024,-0.323683981871168,0,0,0,0,0
X600031.SH,0,0,0,0.08601380920443,0,0,0,0,0,0,0,0,0.17354614901369,0.274259519135621,0,0,0.00914076445439205,0,0,0,0,0,0,0,0,0.513282183199883,0,0,0,0,-0.0749460852123235,-0.0789414019583028,0,0,0,0,0,0,0,0,-0.0641783365431413,0,0,0,0,0.00773583941064879,0,0,0,0,0,-0.0513757001063892,-0.0387155954196963,0.0238150170606663,0,0,0,0,0
X300124.SZ,0,0,0,-0.147165195652208,0,0,0,0,0,0.200662829784546,0,0,0,0.167276766432504,0,0,0,0,0,0,0,0,0,-0.00575665386890463,0.266109996992573,0,0,0.0664791002474772,0,-0.0705614724762091,0,0,0,0,0,0,0,0,0,0,0,0,0.0465053642211176,0,0,0.0927272948574925,0,0,0,0,0,0.104098062543566,0.0498342740247156,0,0,0,0.142779363653667,0,0
X000625.SZ,0,0,0,0.260073251932712,-0.0542841786850664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275190697083552,-0.323396639828056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750354296681454,0.637241206526605,0,0,0,-0.0932687302880336,0.0503796304111018,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312945168714851,0,0,0,0,0,0,0,0,0,0,0,0,0.0645647099370535,0,0,0,0.0464970888296133,0.0906318070582077,0,0,0,0.219108131715298,0,0,0.0636705992390147,0,0,0.0321325126585385,0,0,0,0,0,0.0228677546140282,0.0688138369762405,0,0,0,0.0187660748131158,-0.219571692669159,0,0,0.0200442557277897,0,0
X002304.SZ,0,0.48040638601961,0.137275362774453,0,0,0,0,0,0,0,0,0,0,0,-0.0185900356949045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289335021669916,0,0,-0.0783665795599792,0,0.441826976822559,0,0,0,0,0,0,0.000568101442797956,0,0,0,0,0,0.00148660607873209,0,0,0,0.0681824809789511,0,-0.0407953470043236,0,0,0,0,0
X000596.SZ,0,0,0,-0.0351806357453116,0,0.391811592761825,0,0,0,0.359634463065173,0,0,0,-0.0304892567017626,0,0,0,0,0,0,0.0383330366749551,0,0,0,0,0,0,0,0,-0.0171150430764474,0,0,0,0,0,0,0,0.172395158754542,0.0912725853968756,0,0,0,-0.0518102933965233,-0.0112653624967939,0,0,0,0,0.122425017957481,0,0,-0.0119984957966671,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.107379228541343,0,0,0.110035870972042,0,0,0.054161976366628,0,0,0,0,0,0,0,0,0,0.0700684901873727,0,0,0.181751620870796,0,0,0,0.0326850835974354,0,0,0,0,-0.0273561634915937,0,0,0,0,0,0,0,0,0,0,0,-0.0650867765778846,0,0.326492486136052,0.199020202246996,0,0,0,0,0,-0.0254541747599814,-0.0397754720123373,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0706946510833892,0,0,0,0.334946540923402,0,0.068276171713321,0,0.0549858017664318,0,0,0,0,0,0,0.0798851473931877,0,0,0,0,0,-0.0815983660518723,0,0,0,0,0,0,0,0.0844345701069072,0,0,0,0,0,0,0,3.72059454474028e-05,0,0,0.00330883938481852,0,-0.551422429400154,0,0.019058814419281,0,0,0,-0.0410977104025043,0,0
