,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X002241.SZ,X300014.SZ,X300003.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002129.SZ,X002463.SZ,X300136.SZ,X600271.SH,X002414.SZ,X300142.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X600118.SH,X002008.SZ,X600498.SH,X002185.SZ,X002049.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211217836434335,-0.10695503578278,0,0.0775505451164553,0.0945683115820143,0,0.116373593193199,0,0,0,0,0,0,0,0,0,0,0,0,-0.051384856276761,0.0165426401948595,0,0,0,0,0,0,0,0,0,0,0,0,-0.0781337633058385,0,0,0,-0.143937590249892,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.0337204535362516,0,0,0,0.512202803148477,0,0,0,0,0,0,0,0.0506460713704048,0,0,0,0,0,0,0,0.0297269731049283,0,0,0,0,0,0,0.0438249820122775,0,0,0.0049269878275939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213331365570873,0,0
X600276.SH,0.260406110764049,0,0,0,0,0,0,0,0,0,0,0,0,0.044853222947847,0,0.0914869653947187,0,0,0,0,0,0.132219965488357,0,0.00759588879854407,0,0,0.112485274461599,0,0,-0.00668327431667774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231781385188393,0.00669144541636226,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0317206327293924,0.0549137462943596,0.256679014908263,0,0.0207981993617996,0,0,0,0,0,0,0,0,0,0.0171490322955677,0,0,0,0,0,0,0,0,0,0.00491156019616796,0,0,0,0,0,0,0,0,0,0,0,0.0526376510713337,0,0,0,0,0,0,0,0,0,0.00359361176094889,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229831127827143,0,0,0.222510821071931,0,0,0.196042495025631,0,0,0,0,0,0,0,0,0,0.0468657359624268,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00149121618718131,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0369697408243622,0.0733181489985029,0,0.0247766795675667,0,0,0,0,0.062600878950988,0,0,0,0.0882286311426524,0,0,0,0,0,0,0.285572919544593,0.0825949614389632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136062131559462,0,0,0,0,0,0,0,0,0,0.0245958435004934,0,0
X002475.SZ,0,0,0,0,0.118849079412557,0,0,0,0,0,0,0,0,0,0,0,0,0.0343761062177432,0,0,0,0.430015945602355,0,0,0,0,0,0,0,-0.0469120977068432,0,0,0,-6.93889390390723e-18,0,0,0.116343208821392,0,0,0,0,0,0,0,0,0.144649106675564,0,0,0,0,0,0,0.0234159385562815,0,0,0,0.0541089334580036,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0539885704413715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275305534958409,0,0,0.168347042469664,0.0977037266720244,0,0,0,0,0.0639162879040121,0,0,0,0,0,0,0.0779049894385524,0.152585370569643,0,0,0,0,0.0363138706887196,0,0,0,0.0773566425395394,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610352989953469,0,0.474476795375667,0,0,0,0.0112540336132132,0,0,0.0200246395413347,0,0,0,0,0,0,0,0.0034767793885871,0,0,0.187647399314474,0,0,0,0,0,0,0,0,0,0.0477396585605795,0,0,0,0,0,-0.0029512953843242,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0588095185344229,0,0.0847912395674032,0,0,0,0,0,0.223726955180869,0,0,0,0,0,0,0,0,0,0,0.0284893311007874,0,0,0,0,0,0,0,0.0164091149460637,0,0.0322570544728303,0,0,0,0,0.14942585002383,0.143177557029384,0,0,0,-8.67361737988404e-19,0,0.0555895603821919,0,0,0,0,-0.00322202536102282,0,0,0,0.0612179850776532,0,0
