,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X003816.SZ,X000625.SZ,X002304.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X600089.SH,X600703.SH,X600372.SH,X002129.SZ,X002236.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X600183.SH,X002463.SZ,X002028.SZ,X002007.SZ,X000800.SZ,X002074.SZ,X600460.SH,X300142.SZ,X601799.SH,X002294.SZ,X002223.SZ,X002156.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.105696340051544,0.337046212021625,0,0.0430891122482545,0,0,0,0.00188007050156252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959954174492388,0,0,0,0,0,0,0,0.152331563763097,0,0,0,0,0,0.0718851998503497,0,0,0,0.0124072060667828,0,-0.00660320144710835,0,0,0,0,0,0,0
X000858.SZ,0.139777007607797,0,0,0,0.098191527448998,0.343078301315147,0,0.0216802061591304,0,0,0,-0.0356172439184937,0,0,0,0,0,0,0,0,0.0160032493034726,0,0,0,0,0,0,0.112711414719,0,0,0,0,0,0,0.0203063802980319,0,0.0360225043709084,0,0,0,0,0,0,0,0.0500256675243924,0,0,0,0,0.000649312088287183,0,-0.00729488630373625,0.00609121071267523,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0998458548253164,0,0,0,0,0,0,-0.0341057782564049,0,0.302799400624793,0,0,0,0,0,0.249859078707509,0,0,0.0674855713679442,0,0.140213507623395,0,0.0127728790875814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014466097961792,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.149509968660259,0,0,0,0.0103691022974544,0,0,0,0,0,0.113419100021619,0,0,0,0,0,0,0,0,0,0,0,0.156930615371041,0,0,0.0138288804072145,0,-0.0494896302767454,0,0,0,0,0,0.0890132421889906,0.0228496309932031,0,0,0,0,0.128473380449146,0.0890144981852734,0,0,0,0.0165287447850666,-0.0224940396998316,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.500742122161837,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.336136145359413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492006333009289,0,-0.0347115931002512,0,0.0766125873422864,0,0.0136068336156841,-0.0574421751055229,0,0,0,0,0,0,0.01482270876722,1.73472347597681e-18,0,-0.0287708239039491,0.020442750293513,0,0,0,0,0,0
X000568.SZ,0,0.438656496972905,0,0,0.522642629745582,0,0,0,0,0.0100123544432254,0,0,0,0,0,-0.0276388780652042,0,0.0438781339399102,0,0,0,-0.00714749598254911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110597910206788,0,0,0,0,0,0,0.000902484318383654,-0.0472791609587348,0,0,0,-0.0497719291427808,0,0.00696629587569595,-1.73472347597681e-18,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165422749327661,0.0234596000954462,0,0,0.100851884342703,0,0,0,0,0.0288957734774476,0,0,0,0,0,-0.0937120581566042,0,0.162226656299866,0.170272332415519,0,0,0,0,0.0602366569690741,0,0,0,0,0,0,0.0486029832386435,0,-0.0116407172569814,0.0209748099749355,0,0,0,0,0,0
X600690.SH,0,0.0411278778345328,0,0.0202216769447139,0,0.175922052022183,0,0,0.0747530702507602,0,0,0,0,0,0,0,0,0.0891956894694594,0,0,0.103240678085324,0,0,0,0,0,0,0.00256411195264629,0,0.0748152596306761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711565195792587,0.0151914639545885,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.5088407244552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0721345020964185,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0209324569898324,0,0,0.0672120057057941,0.268592829715997,0,0,0,0,0,0.0432483944541115,-0.110955906909239,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.237730099803088,0.0882412379874475,0,0,0,0,0,0,0.0905319043969911,0,0,0,0,0,0,-0.263208022953273,0,0,0.0310646423790782,0,0,0,0,0.0894308236142361,-0.06019300499642,0.00256247600337542,0,0.0333325236590635,0,0,0,0,0,0,0,0,-0.0207253266282538,-0.0770392143308792,0,0.322080699687644,0,0,0,0,0,0,0,0.0134373504709484,0,0,0,0,0,0
