,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X002456.SZ,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600089.SH,X002085.SZ,X600522.SH,X002007.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X300136.SZ,X600867.SH,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002074.SZ,X002180.SZ,X600498.SH,X002008.SZ,X000596.SZ,X600487.SH,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0225202799595109,0,0,0,0,0,0,0.122120377429029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204732085333935,0,0,0,0,0,0,0,0,-0.000174567638581617,0,0.0729308815562645,0,0.0307449438760801,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.107372158934709,0.125418774505979,0,-0.0107373489573921,0.00333959912674113,0,0,0,0,0,0
X600104.SH,0,0,-0.157829404093405,-0.0599261314761034,0,0,0,0,0,0,0,0,0,0,0.57696991095159,0,0,0,0,0,0,0,0,0,0.0944693349128952,0,0,0,0,0,0,-0.029106110478902,0,-0.154596017514734,0.120808750940397,0,-0.00973474672998367,0,0,0,0,0,-0.0387482455253741,0,0,0,-0.109611490165848,0,0,0.0751307590653741,-0.0205063356864226,-0.0213583526295583,0.00954221118068985,0,0,0,0,0,0
X002415.SZ,0,0,0,0.142476329873544,0,0,0,0,0,0,0,0.110309857103633,0,-0.0345785771734758,0,0,0.103301396424566,0,0.220866472447332,0,0.20909573016014,0,0,0,0,0,0,0,0,0,0,0,-0.00933542325379131,0,0,0,0,0,0,0,0,0,0,0,0,-0.226636999837797,0,0,0,0.0392853589867194,-0.0496330799486832,0.00247174289803409,0.00175622017140356,0,0,0,0,0,0
X000651.SZ,0.209149779267059,0,0,0,0,0,0,0.0666201026014072,0.213251468805563,0.214295667964487,0.334666824522398,0,0.264544640571683,0,0,0,0,0,0,0,0,0,0,0,-0.136108329784588,0,0.271199858613916,0,0,0,0,0,0,-0.089833482178396,0,0,0,-0.125437494159927,-0.112743023217899,0,0,0,0,0,0,0,0,0,0,0.0782554880294416,0,0,0.0157366708836055,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0506985735281014,0,0,0,0,0.411567629800289,0,0,0,0.128832406391428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062587451967131,0,0,0,0,0,0,0,0,0,0,0.0460364240776935,0,0,0.00796370502021384,-0.00176888447091559,0,0,0,0,0,0
X002304.SZ,0,0.187078987914923,0,0.0564964400182841,0,0,0,0.0811352023720758,0,0,0,0,0,0.141938423719028,0.114167245043258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123450844536787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100200127888367,-0.0327876583865122,-0.004631006333924,-0.00016427010104365,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.201623572114003,0,0,-0.0255687450921771,0,0,-0.0964272663815845,0,0,0,0,0,0,0.00591966860138861,0,0,0,0,0,0,0,0,0.0447006764388558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112159333520202,0.015598202314731,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0414576013367789,0,0,0,0,0,0,0.141652723238553,0,0,0.0790854599890544,0,-0.522367834482727,0,0,0,0.185597704609124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260912685132483,0,0,0,0,0,0,0,0,-0.0204861517225891,0.00501043789051928,0,0,0,0,0,0
X000625.SZ,0,0.16842671833255,0,0.21318966250276,0,0,0,0.0569798743615106,0,0,0,0,0,0,0.0886284522751586,0,0,0,0,0.0018144300450564,0.387646954649637,0,0,0,0,0,0,0,0.17221223725997,0,0,0,0,0,0,0,0,-4.36216315748765e-05,0,0,0,0,0,0,0,0,0,0,0,0.0308079410772501,0,0,-0.00506764153228046,0,0,0,0,0,0
X600690.SH,0,0,0,0.217987335486162,0.0278820822594689,0,0,0,0,0,0,0,0,0,0,0,0,0.173634046375331,0.0636916967257363,0,0,0,0.0970193932174683,0,0,0,0,0,0,0,-0.208344272807004,0,0,0,0,0.00711625974418059,-0.0649801217498893,0,0,0,0,0,-0.0286471459329284,0.00326479367432811,0,0,0,0,0,0.0187896603845469,0,0.0136378514105574,-0.00687258870454886,0.0145340100596796,0,0,0,0,0
X000063.SZ,0.0326779647869025,0,0,0.401195038416404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.391087961573416,0,0.074995344540564,0,0,-0.0520660056862479,0,0,0,0.0829421652492064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112956598775957,0.023334181195788,0,0,0.00411567513253381,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.31534517598107,0,0,0,-0.0100214737219479,0,0,0,0,0,0,0,-0.204448826389492,0,0,0,0,0.075437296812313,0,0,0,0,0,0,0,0,0,-0.100157768722211,0,0,0.263976524460462,-0.0136247804478132,0,0,0,0,0,0.157851549203783,0.0209405910519618,0,0,0,0.00577016010858408,0,0.275930090535715,0.020833188274599,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.171504017678241,0,0.126331813908323,0,0,0,0,0,0,0,0,0,0,-0.0662072425479383,0,0,0,0,0,0,0.114249552205713,0,0,0,0,0,0,0,0,0,0.046670560839628,0,0,0,-0.0595792878181619,0,0.073080318344849,0,0,0,0,0,0,0,0,0.290627685576877,0,-0.0887370932337923,0,-0.00437316372536098,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.383493162791718,0,0,-0.0221833448988934,0,0,0,0,0,0,0,0,0.312938057061326,0,0,0,0,0,0,0,0,0,0,0,0.0698452208579319,0,0,0,0,-0.120619692806413,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.04677016391865,0,0,0,0,0,0.23551849128187,0,0,-0.00219207208071742,0,0,0,0,0,0
X600741.SH,0,0.322405145653319,0,0,0.113531616784797,0,0,0,0.241960900087466,0,0,0,0,0,0,0,0,0.011684408479276,0,0,0,0.0231980861253762,0,0,0,0,0,0,-0.173832605945718,0,0,0,0,0,0,0,0,0.0617545882993129,0,0,0,0,0,0,0,0,0,0,0,-0.0239323839868935,-0.0620343982826994,-0.000135822828903952,-0.00147688253916853,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.18081587352929,0,0,0,0,0,0,0,0,0,0,0,0,0.0624420362981237,0,0,0,0.000239512705463477,0,0,0,0,0,0,0,0,-0.00182481155383114,0.122410221433247,0,0,0.446189909465815,0,0,0,0,-0.0188404667013572,0,0,0,0,0,0.197985393267535,0,0,-0.00578762948429007,-0.00065617472335802,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,-0.0164082953572828,0,0,0,0,0,0.060681699394827,0,-0.0308292838120624,0,0,0,0,0.0698783274807294,0,0,0,0,0,0.0565968097613244,0,0,0,0,0.179607062375994,0,0.0940422905745136,0,0,0,0,0,0.0682290848799978,0.0343762741011328,0,0,0,0.108685954776895,0,0,0,0,0,0,0,0,0.0139988407432362,-0.00634540078640684,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.194277844975162,0,0,0.170231466701596,0,0,0,0,0,0,0,0,0,0.052058982038118,0,0.0905258487771609,0,0,0,0.0399188426562045,0,0,0,0,0.00993594551789915,0,0.166971294233118,0,0,0,0,0,0.0115859672603056,0,0,0,0,0,0,-0.0356610991396304,0,0,0,0,-0.0120863657274771,0.147167319476474,-0.0488506260124947,0.0167378610656637,-0.0633156083278581,0,0,0,0,0
X000338.SZ,0,0,0.0704021870903215,0.0374214584497549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0742626243872003,-0.0306597867578226,0,0.277169669132958,0,0,0.179929655120897,0,0,0,0,0,0,0.1768686127655,0,0,0,0,0,0,0.470653195325195,0,0,0,0,0,0,-0.0357329029867375,0.011246862698851,-0.00922376515638394,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0287085162223726,0,0.0880769237326362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175392361187037,0,0,0,0,0.0154095021282908,0,0,0,0,0,0.0368271909906886,0,0.040983904486074,0,0.00632339531141223,0,0,0,0,0,0,0,0.0491571999797356,-0.0085564650752743,0,0,0,0,0,0
X002236.SZ,0,0,0.083946269711444,0,0,0,0,-0.078986765260074,0.37760945979493,0,0,0.101498730266839,-0.0439697040584746,0,0,0.0117373259274402,0,0,0,0,0,0,-0.0784238271919336,0,0,0,0,0,0,0,0,0,0,-0.0673474884502379,0,0,0,-0.102528850094291,0.0533428989900357,0,0,0,0.301699211951469,0,0,0,0,0,0,0.102926634064481,0,0,-0.00406304485980336,0,0,0,0,0,0
X601877.SH,0,0,0,0.0169837349146243,0,0,0,0.0833609400197416,0,0,0,0.00530787757370437,0.12529393548289,0.0453233632552802,0.0380797680012866,0,0,0,0.0534837249747786,0,0,0,0,0,0,0,0,0,0,0.0400083584573231,0,0,0,0,0,0,0,0,0,0,0,0.000373355466516654,0,0.073423445683122,0,0,0,0,0.234898688171977,0,0,0.0180471969429296,0.00130759856096328,0,0,0,0,0,0
X600118.SH,0,0,0,0.0173724224974928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885148511054906,0,0.191727583459686,0,0,0,0,0,0,0,0.297326968329573,0.00544698801947226,0,0.100606303738368,0,0.0474948996341771,0,0,0.106933433500407,0,0,0,0,3.46944695195361e-18,0,0,0.0332870353216301,0,0,0,0,-0.006969143701252,0,0.00199049594215488,0.00270792800932559,0,0,0,0,0,0
X600271.SH,0,0,0.0334823408809226,0,0,0,0,0,0,0,0,0.0858297512537755,0,0,0,0,0,0,0.105420843889884,0,0,0,0,0,0,0.0834062698439243,0.0283546234411317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104144058802392,0,0,0,0,-0.150580539403391,0,0,-0.095980728365266,-0.0222905216385455,0.0152810413634396,0,0,0,0,0,0
X002456.SZ,0,0,0.0137346123909833,0,0,0,0,0,0.0913526059879523,-0.135211368902313,0,0,0,0,0,0,0.320431214183329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10307459343175,0,0,0,0.48470731484209,0,0,0,0,0.0587992869203622,0,0.30899353981651,0,0,0,0,0,0.182505413604369,0.0419988929684321,-0.0137983911134515,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0320533448799368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365097012514929,0.186444974984973,-0.050229669038182,0,0,0,0,0,0,0.0972439209929311,0,0,0,0.117313023108031,0.037775066316091,0,0,0,0,0,0.175256802859171,0,-0.0254915668426978,-0.0378602513754445,0.00973982435740791,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0958828979380839,0,-0.0498499321673819,0,0.0137558007377863,0,0,0,-0.0234542425855837,0.202584938479585,0,0,0,0,0,0.0870288120765068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990025381858266,0,0,0,0,0,0,0,0.113817073519347,0,0,0,0,0.0293156354261138,0,0.0359165474494824,0,0.00713261530591955,-0.00525404792739586,0,0,0,0,0,0
X600177.SH,0,0.00639797377554698,0,0,0,0.0468704764297627,0,0,0,0,0,0,0,0,0.0853811580980647,0,0,0,0.0580546797014018,0.026100595792096,0,0,0,0,0,0.00724992090414002,0,0,0,0.0237246492805647,0,0,0.0723878770244212,0,0,0,0,0,0,0.0510804432821455,0,0,0,0,0,0,0,0,0.00452677468396973,0,0,-0.00888251034249675,0.00522242676455579,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0927167888361824,0,0,0,0,0.0855888714668793,-0.115762599323951,0,0,0,0.492622827708241,0.0764544387700323,-0.0484991985004573,0.207987447999885,0,0,0,0,0,0,0.0821622468789968,0,0,0,0,0,0,0,0,0,0,0.076094558735205,0,0,-0.0950957718097749,0,0,0.101676580118429,-0.0444273283709051,0.0199192565688159,-0.00265910302664282,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.0100439330081934,0,0,0,0.18924179648618,0,0,0,0,0,0,0,0,0,0,0.314803980902464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00608467581757295,-0.0579778245655318,0,0,0,0.136722917832439,-4.33680868994202e-19,-0.0149783925689463,0,0,0.0282419651889798,0,0.15206223202112,0,0.00268026031900114,-0.00656251195840684,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,-0.100319259775127,0,0,0,0,0,0,0,0,0.0347084290469437,0,0,0,0.0548419849686349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123095369238264,0,0,0,0,0.135809595885608,0,0,0.254563806414355,0,0,0,0.00534153587046633,0.0526085954620474,-0.0138888618906,0.00595036398353382,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0.067165718210768,0,0,0,0,0,0.0693812450276194,0,0,0.131301988516631,0,0,0,0.129762293976109,0,0,0.111060616690116,0,0,0,0,0,0,0,0,0.0360428926820665,0,0,0,0.0618666795623925,0,0,0,0,0.073393550809418,0,0.158933091774728,0,0,0,0.100059591002675,0,0,-0.018787670532757,0.00484278348047536,0,0,0,0,0,0
