,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X002371.SZ,X000625.SZ,X000725.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X002179.SZ,X300014.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X002236.SZ,X600741.SH,X000977.SZ,X600066.SH,X002049.SZ,X002241.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600522.SH,X600584.SH,X000800.SZ,X601877.SH,X002129.SZ,X601799.SH,X600183.SH,X600566.SH,X002223.SZ,X600060.SH,X002007.SZ,X600418.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.291794341105593,0,0.13563223826943,0.163776292561327,0,0,0,0.121496412216807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713397910866337,0,0,0,0,0,0,-0.0257976473191169,0.0561970704075591,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011454712359685,-0.007730288124663,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.568010337548819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000138547215325199,0,0,0,0.040860051552117,0,0,0,0,0,0,0.0455048698695085,0,-0.0250892015208573,0,0,0,0.0222139688668607,0,0,0.00965530882170928,0,0,-0.0285397055777814,0,0,0,0,0,0,-0.0481984360459244,0,0,0,0,0,0,0
X600809.SH,0.562242501292513,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.298555545903061,0,0,0,-0.0895868247857637,0,0,0,0,0,0,0,0,-0.00558587574592074,0.11964416597883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520760038795564,-0.0383166645005894,0,0,-0.0395672264660104,0.0283641389468276,0,0,0,0,0,0
X002415.SZ,0,0.0234045870925094,0,0,0,0.0958661859347544,0,0,0,0,0,0.020782615415611,0,0,0,-0.018568426670948,0,0,0,0,0.0214822269731349,0,0.0678427634203908,0,-0.0966355483276187,0,0,0,0.114840685874501,0,0,0,0.0714013198256508,0,-0.0190453691143826,0,0,0,0.0528032938637692,0.0461409780889289,0,0,0,0,0.0317332580882333,0,0,0,0.0173577335887356,0,0,-0.00668927878350111,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234309583063382,0,0,0,0,0,0.0723598626076022,0,0,0,0,0,0,0,0,0.150055663510932,0,0,0,0,0.340086686194772,0,0.0624102517325371,0,0,0,0,0,0,0,0.022688775562283,0,0,0,0,0,0
X000568.SZ,0,0.784852616893459,0.172163412927496,0,0,0,0,0,0,-0.00723384622958813,0,0,0,0,0,0,0,0,0,0,0.0844053188408614,0,0,0.170196760472453,0.0682353614270364,-0.148714900892056,0.00742817124151538,0,0,0,0,0,0,0,0,-0.0634738328167332,0,0,0.0130136681007667,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0129852818171169,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.171665068377783,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0907365551953467,0,0,0,0,0,0.0673050292919533,0.0119197900796066,0,-0.142960381787373,0,0,0,0,-0.0105808741342684,-0.00852489487828622,0,-0.069402611684663,0,0.242449327536908,0,0,0.0972906022503318,0,0,0,0,0.0669795444460515,0,0,0.0815382892747177,0,0,0,0,-0.0203161758342104,0,-0.0535079796218991,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.138131186001425,0.0383668480009228,0.354203746726168,0,0.0502336073780865,0,0,0,-0.0773603587226642,0,0.0551964317842631,0,0,0.0785774551335025,0,0,0.0945671587212134,0,0,0,0.272413135462148,0,0,0,0,0,0,0,0,0,0,0.0353406873978726,0,0,0,0,-0.193334663081825,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0151895038709421,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.00983207832923574,-0.171034820801367,0,0,0,0,0,0,0,0,0,0,0,0,0.298951423130193,0,0,0,0,0.0260092149603761,0,0,0,0,-0.138269809580967,0,0,0,0,0,0,0.148704871668148,0,0,0,0,0,-0.0587763431580199,0,0,0.308800105331627,0,0.050759393844323,0,0,0,0,-0.0185313248955323,-0.105362243389236,0,0,0,0,0,0
X002475.SZ,0.105491248208916,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.156902427489514,0.30134300040693,0,0,0,0,0,0,0,0,-0.0165062309227281,0,0.513095009439865,0,0,0,0,0.00517938989554408,0,0,0,0.0358289758331642,0,0,0,0,0,0.0798728103203228,0,0,0,-0.0492398057017853,-0.198880028111729,-0.0709528177551345,0,0,0,0
X600104.SH,0,0,0.0966728603909627,0,0,0.0265136970368897,0,0,0.128952934824479,0,0,0.0341119681922651,0.0700418786017337,0,0,0,0,0,0,0,0,0,0,0.0107505973806724,0,0,0,0,0,0,0,0.0112152659763035,0,0,0,0,0,-0.0488770446335775,0,0,0,0.0271492110353553,0,0,0,0,0,0,0.0359154398876545,0,0,-0.0351006811150326,0.0193326105563966,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054469239614527,0,0,0,0,0,0,0,0,0,0,0.0346638904783873,0,0.0262009359748067,0,0,0,0,0,0.0322948330544562,0,0,0,0,0.255813834733833,0,0,0.00881667567659676,0,0.14570077759341,0,0.128561533438764,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0188549525402508,0,0.106796646698849,0,0,0,0,0,0,0,0,0,0,0.0302210102226851,0,0.116521907609125,0,0,0,0,0,0.205900835289985,0,0,0,0,0.138415103980815,0,0,0,0,0,0,0.0910726092690607,0,0,0,0,0,0,0.107453974464293,0.0674050791238107,0,0,0,0,0.418958124939342,0,0,-0.0223759279499045,0,0,0,0,0,0,0
