,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X000338.SZ,X002085.SZ,X600118.SH,X600177.SH,X000157.SZ,X002292.SZ,X000559.SZ,X300124.SZ,X600372.SH,X002007.SZ,X600867.SH,X300003.SZ,X002294.SZ,X002506.SZ,X002074.SZ,X002180.SZ,X600498.SH,X600089.SH,X601877.SH,X600522.SH,X000981.SZ,X002426.SZ,X002508.SZ,X002465.SZ,X000050.SZ,X000550.SZ,X600566.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169376778110341,0,0,0.177084471016681,0,0,0,0,0,0,0,0,0,0.0615550329822364,0,0,0.112015887698499,0,0,0,0,0.0305528166369642,0,0,0,0,0,0,0,0,0.106388409508705,0,0,0,0,0,0,0,0,0.154178333460403,0,-0.0745742087755414,0,0,0,0,-0.0377159818106226,0,0,0.0490895704612433,0,0,0,0,0,0,0
X600104.SH,0.144438880768897,0,0,0.0225127136587853,0,0.0572924623708001,0,0,0,0,0,0,0,0,0,0,0,0.0601286429359775,0,0,0.00206778828805601,0,0,0,0,0,0,0,0,0,0,0.124789181470559,0,0,0,0,0,0.041845091612091,0,0,0,0.119080255300354,0,0.0592144608592681,0,0,-0.129076734729874,-0.171522040774831,0,0,0.00589048025223695,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.118538132476445,0,-0.217136811198572,0.244762992279757,0,0.284686494409854,0,0,0,0,0,0,0,0.0964283603181715,0.00944767164674345,0,0,0,0,0,0,-0.0865428612482681,0,0,0,-0.0428355751125861,0,0,0.178964553836026,0,0,0,0.0787367497469613,0.096238513428969,0,0.404416116351438,0,0,0.0797201888687464,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0513262369688281,0,0,0,0,0,0.021912255126505,0,0.0141996952279742,0,0,0,0,0,0.00106780192722589,0,0,0,0,0,0,0.0272682354770161,0,0,0,0.178886948161247,0,0.0515309908539439,0.0830480723506302,0,0.075380877552222,0,0.0694344989034264,0,0,0,-0.0589204365359491,0.097168801226273,-0.133659581087142,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163401220896452,0,0,-0.0158687581481676,0,0,0.0170051665055372,0,0.0126868902304794,0,0,0,0,0,0.0374777089556636,0.145828914391068,0.102023031095778,0.0533334787439789,0,0,0,0.197282125881351,0,0,0,0,0.123023383749863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00249280101542329,-0.0126384988546835,0,0.0535200477742989,0,0,0,0,0,0,0,0,0.0433180505669493,-0.0835623462573314,0,0,0,0.187688964845778,0,0.0965891036682591,0,0.0205390389143333,0,0.0885589241224525,0,0.0666343287770364,0,-0.0351199472257281,0,-0.113327298768607,0,0.206472362565525,0,0,0,-0.0238832717196592,0,0,0,0,0,0
X002304.SZ,0.346369016587473,0,0,-0.00486456167515079,0.1787315415983,0,0,-0.0339749537464356,0,0,0,0,0.0520382460816301,0,0.0342281869274781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00800129478829308,0,0.205712922971662,0,-0.00982434204504722,-0.00981146254930573,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.12519745866915,0,0,0,0,0,0,0,0.106492371687014,0,0,0.0707577067003244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509061046567168,0,0,0,0.0777640572780904,0,0,0,0,0.125811680677941,0,0,0,-0.0162299457014202,-0.0185484816850001,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0400122214705969,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0738439604501013,0,0.0863915465276112,0.0918200169987837,0,0,0,0,0,0,0,0,0,0,0.00209318641089348,0,0,0,0,0,0,0,0,0,0.0751950907695818,0,0.0379870894473887,0,0.0540742985449328,0.162555383139582,0,0,0,0.0301373921305853,0,0,0,0.0699905069138896,-0.00825030798814026,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0597887800229345,0,0,0,0,0,0,0,0.0767929181948239,0,0,0.13099189131129,0,0,0.0436452702245275,0,0,0,0.102608078935435,0,0,0,0,0,0.00086920002051568,0,0,0,0,0,0,0,0,0,0,0,0,0.036281432416731,-0.0181195934870578,0,0,0,0,0.0406696457772007,0,0,0,-0.051176032382074,0,0,0,0,0,0,0
X600690.SH,0,0,0.0516293028150638,0,0.0794364743109549,0,0,0,0,0,0,0.157303767055826,0,0,0,0,0,0.083079677612754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116172759718854,0,0,0,0,0.0707850918012721,0.173404176330528,-0.00135195626740903,0,0,0,0,0,0,0,0,0,0.0282234558763858,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.228195550253367,0,0,0,0,0,0,0.00918851386374216,0,0,0,0,0,0,0.225637811547347,0,0,0,0,0,0,0.0245401732983815,0,0,0,0,-0.0121009457192276,0.0651296620985952,0.195127615225518,0,0,-0.0262386477949163,0,0,0,0,0,-0.0785917259119013,0,0,-0.057466794157078,-0.0144073229525845,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.176662486151882,0,0,0,0,0.0445449939184814,0,0.0210781110020284,0,0,0,0,0,0,0.0430564268710495,0,0,0,0,0.0419037601999817,0,0,0.0475541780328229,0,0,0,0,0,0,0,0.143130501303563,0,0,0.0384005940989622,0,0,0,0,0,0,0.0471646980103498,0,0,-0.0387703866914565,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.185242711758499,0,0,0.093279348782832,0,0,0,0.168252772971747,0,-0.0321484617773088,0,0,-0.189645491290049,0,-0.0213097982787574,0,0,0,0,0,0,0,0.0995805763574656,0,0,0,0.323514458497972,0,0,0,0,0,0,-0.0379410963411084,0,0.0282708066474414,0,0,0,0.00510541162721095,0,0,-0.0198878910296712,0.0848811794307744,0,0,0,0,0,0
