,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X002129.SZ,X600703.SH,X000157.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X002463.SZ,X601877.SH,X600522.SH,X002028.SZ,X600183.SH,X601799.SH,X000800.SZ,X002074.SZ,X600460.SH,X600066.SH,X002007.SZ,X000921.SZ,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.312423860023469,0.159872303308028,0.0408783308800449,0,0,0,0,0,0,0.0351206150367483,0,0,0,0,0,0,0,0,0,0,0.0639932189963223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723616917864486,0,0,0,0,0,0,0,0,0,0,-0.00719591529175816,-0.0114608145392677,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.419583786647068,0,0.13844518005279,0,0,0,0,0,-0.0193416144827339,0,0,0,0,0,0,0.032222519343401,0,0,-0.0402502602260879,0.11376110588206,0,0,0,0,0,0,0,0,0.032873220384971,0,0,0,0.0199175925492654,-0.0337369113258191,0,0,0,0,0,-0.0534430630328062,0,0,0,0,0,0,-0.00665478458016633,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.214989115181916,0,0,0,0,0,0,0,0.247387456853246,0,0,0,0.116960137181532,0,0,0,0,0,0,0,0,0,0.0694311567565607,0,0,0,0,0,0,0,0,0.0252080472537194,0,-0.00991538315456597,0,0,0,0.0100278964210814,0,0,-0.0024521671613553,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0241535592820358,0,0,0,0,0,0,0,0.117552647268846,-0.0577890882471797,0,0,0,0,0,0,0,0,0,0,0,0,-0.0916681710151227,0.421479434364161,0,-0.072627489237476,0.0667290793198133,0,0,0.177534967184008,0,0,0,0,0,0,0.127013778940366,0.0329347990551459,0,0,0.108878173740102,0,0,-0.00589763387422171,-0.0118370110534632,0.0439630655980748,0,0,-0.00895104704636396,0,0
X600809.SH,0,0,0,0,0,0.479012951340296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401562511393195,0.00503267338570901,0,0,0,0.134441394879548,0,0,0,0.011693503918121,0,0,0,0,0,0,0,0,0,0,-0.133155651535808,0,-0.0410137804468975,0,0,0,0,0,0,0,0,0,-0.0258000065829386,-0.000122612921955779,0,0,0,-0.0244943413305248,0,0
X000568.SZ,0.130332778048,0.743340490764643,0,0,0.176257969398914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134110100512718,0,-0.122909363735127,0,0,0,0,0,0,0,0,0,0.0260848852634397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984965306878851,0,0,0,0,-0.0282472137220124,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0779918904810794,0,0.105582717742823,0,0,0,0,0,0,0.0691418592090453,0.0308181589385701,0,0,0,0,0,0.393388128115184,0,0,0,0,0,-0.13403828031417,0,0,0,0.0308021775088958,0,0,0,0.000832565102156175,0,0,0,0,0,0,0,0,0,-0.0848716196257886,0.041139739445786,0,0,0,0,0,0
X600690.SH,0,0.143058721365451,0,0,0,0.214737579965758,0,0,0.104198782608787,0,0,0,0,0,0,0,0.0824502627072831,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0416165362315703,0,0,0,0.0637727681620741,0,0,0,0,0,0,-0.0131384727451885,0,0,0,0,0,0,0,0.0140803075404538,0,0,0,0.0378379995466619,0,0.0271597376377448,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.250139902282792,0,0,0,0,0,0.0514443980369434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218556777106835,0,0,0,0,0.00936564605085122,0.0798103521526819,0.0885485843935893,0,0,0,0,0,0.188357041657526,0,0,0,0,0.0071825263471417,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765546229667354,0,0,0,0,0,0,-0.0503523432261265,0,0,0,-0.034382839238696,0,0.0986124589723485,0,0,0,0,0,0,-0.0151778501602652,0,0,0,0,0,0,0,0,0,0,0.00975515759899497,0.180807892800303,0,0.202241362307353,0,0,0.102731763804969,-0.0380465805698076,0.028216046945629,0,0,0,0.058473356121711,0,0
X600104.SH,0,0,0,0,0,0.12357622612315,0,0,0,0,0,0.182747906722513,0,0.0771922245202683,-0.0826109480678982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278989469562826,0,0.0743995471063021,0,0,-0.0328495291894306,0,-0.0156342105594465,0.0380178764032977,0,0,0,0,0,0
X300124.SZ,0,0,0.19139369009548,0,0,0,0,0,0,0,0.104325231131619,0,0,0.143218919366852,0,0.00909884787295483,0,0,0,0,-0.211575067825957,0,0,0.139665348605936,0,0,0,0.167080360261598,0,0,0,0,0,0.0152468606125771,0,0.0999554130917524,0,0.0421138911587321,0,0,0.232847360640096,0,-0.196750152566963,0,0,0,-0.0837582872322151,0,0,0,0,0.00399188282542117,-2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0,0.145056416106363,0,0,0.339756563692467,0,0,0,0,0,0,0,0.0583236342669362,0,0,0,0,0,0,0.0354241010258416,0,0,0,0.158273351539543,0,0,0.00427952131224371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220520335714852,0,0,0,-0.00798057841725332,0,0,0,-0.00840169275713234,0,0
X000625.SZ,0,0,0,0,0,0.188897392294022,0,0,0,0,0,0,0,0,0,0,0.211574413607965,0,0,0,0.246899711564168,0,0,0,0.0555690750620357,0,0,0,0,0,0,-0.0805136838068777,0,0,0,0,0,0,0,0,0,0.186588666016781,0,-0.254520222956877,0,0,0,0,0.065965496193909,0.306005450745538,0.0364467461351347,0,0,0,0,0,0,0,0
X000725.SZ,-0.231011500764954,0,0,0,0,0,0,0,0,0,0,0,0,-0.031573134713021,0,0,0,-0.0426868153426051,0,0,0.102796843353177,0.67508352068751,0,0.10053255810159,0,0,0,0,0,0.251742362820717,0,0,0,0,0,-0.0472744926064501,0,-0.00974359042943689,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040066299875267,0.0290550401221765,0.183616969818701,0,0,-0.0620485017770412,0,0
X002371.SZ,0,0,0.2368373197869,0,0,0,0,0,0,0,0,0,0,0.0711457675713765,0,0,0,0.30631500786268,0,-0.111662623579342,0,0,0,0,0,0,0,0,-0.142764772257437,-0.0366118470321366,0,0,0.240114149147406,-0.0615503359560262,0,-0.0371628890071935,0,0,0,0.0333391935625064,0,0,0,0,-0.0276463287020257,0,0,0,0,0,0,0.0158257649014381,0.00258631582145947,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0843701972882599,0,0,0,0.402829832451128,0,0,0,0,0,0.365822075253838,0,0,0,0,0,0,0,0,0,0.0341110200177113,0,0,0,0,0,-0.3520757759133,0,0,0,-0.0275777224484225,0,0,0,0,0.0959016535241524,0,0,0,0,0,-0.00807866319302291,0,0,-8.67361737988404e-19,0,0.0908875394870636,0.036701179230821,-0.0219537026702525,0.0486615204946793,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536658259625203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328987400773807,0.186061873697158,0,0.0672931553841359,0,0,0,0,0,0,0.22102689616665,0.0330328756875712,-0.110763677554507,0,0,0,0,0,0,-0.00982197784953639,-0.00518391802229919,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0540077827018933,0.0407224310659673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021750961274337,0,0,0,0,0,0,0,0,0,0,0,0.0668183261027613,0,0,0,0.109362321359981,0.0247308549853565,-0.0190078084035356,-0.0568400607180203,0.214774344272942,0,0,0,0,0,0,0,0,0,-0.0356603005326254,0.0501804847942361,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.175425162757094,0.269127528288508,0,0,0,0,0,0,0,0.0436197345314163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257634144784562,0,0,0.169477407737092,0,0,-0.0503722891463565,0,0.0725201768666258,0,0,0,0,0,0,0,0,0,0,0,0,-0.000628882126581913,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.176644351940862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42433202392618,0,0,0.0615431919499089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106764042384578,7.38549972952575e-05,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278677902657733,0.586789819560932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164566632371421,0,0.0578548009047001,0,0,-0.163596904527754,0,0,0,0,0.188234736140365,0,0,0,0.151896847539462,0,0,0.00752873305579918,0,0,0,0.0619243715789739,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0.0716226948140525,0,0,0,0,0,0.11796272016779,0,0,0,0,0,0,0.0850788895352664,0,0,-0.00773084875198386,0,0,0,0,0,0,0,0,0.333779008857169,0,0.0408213669448277,0,0,0,0,0,0,0,0.0344430384293827,0,0,0,0,0.0158365562274316,-0.0124429257122987,-0.00771581112302042,0,0,0,0,0
X002179.SZ,0,0,0,0,-0.115215273443064,0,-0.269964034521356,0,0,0,0,0,0,0.20293427501972,0,0,0,0,0,0,0,0,0,0,0.254649678720876,0,0.350348755107127,0,0,0,0,0,0,0,0,-0.405217112609258,0,0,0,0,0,0.0620036674528442,0,0,0,0,0.160601692564925,0,0,0,0,-0.0408766850176915,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,-8.67361737988404e-19,0.246948462584826,0,0,0,0,0,0,0,0,0,0,0,0.128085108914389,0,0,0.0622925160432989,0,0.0673736032439359,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0664049064194084,0,0,0,0,0,-0.0210111343288187,0,0,0,0,0,-0.0118261390721025,0,0,0,0,0,0,-0.0307600146697979,0.0208991714653282,0,0,0,0.186642969995668,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155019319789744,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.05953474144761,0.0890152515233394,0,0,0,0,0,0,0,0,0.100105124875399,0,0,0,0,0.117395488017137,0,-8.67361737988404e-19,-0.0149339227514142,-0.0541072936823576,0.0520912050450586,0,0,0,0,0,0
