,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X600089.SH,X002007.SZ,X002085.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X300136.SZ,X000623.SZ,X002292.SZ,X600498.SH,X002074.SZ,X002426.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0593711282902469,0,0,0,0,0,0.0510278063907857,0,0,0,0.177468632108032,0,0,0,0,0,0,0.204736830950489,0,0,-0.0387340335853981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.030683000813161,0,0.0341997670013496,0.0319881322516069,0,0,0,0,0.0577181000768894,0,0,0.000370948634490362,0,0,0,0,0,0
X600104.SH,0,0,-0.0896178481927134,0,0,-0.0858175062179977,0,-0.0701420417978864,0,0,0,0,0,0,0.765308394909125,0,0,0,0,0,0,0,0,0.0945829848929305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331721384172463,0,0,-0.130536900096259,-0.117696182391288,0,6.93889390390723e-18,0.0154409049931878,-0.0488294744365632,0,0,-0.0950489922441562,-0.0013788493320254,0.00261635979814728,0,0,0,0,0,0
X002415.SZ,0,0,0,0.152554859532434,0,0,0,0.0418937870562804,0,0,0,3.46944695195361e-18,0,0,0,0,0.048631683217852,0,0,0,0.111732333428831,0.0326021284745796,0,0,0,0,0,0,0,0,0,0,0,-0.0638282398256611,-0.140707450898965,0,0,0,0,0,0.0851983690267054,-0.0400692893325343,0,0,0.166316237093251,0,0,0,0,-0.00604519507878038,-0.00533555770769414,0.00458625340264154,0,0,0,0,0,0
X000651.SZ,0,0.202380474268995,0,0,0,0,0,0,0,0.161655378623778,0.535260225972471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209186910557419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320835256599831,0,-0.0966551502198671,0.424682830934397,0,0.0696210418731608,0,0,0,0,0,0.0199406556979632,0,0,0,0,0,0
X000858.SZ,0.142342794639527,0,0,0,0,0,0,0,0.0334201901438601,0,0,0.017569135643732,0,0.242103674570447,0.152910961332731,0,0,0,0,0.0608386210476864,0,0,0,0,0.121904660364532,0,0,0,0,0,0,0,0,0,-0.0711569312729027,0,0,0,0,0,0,0,0.0489886934935741,0,0,0,0,0,0,8.67361737988404e-19,0,0.00619720728138403,0,0,0,0,0,0
X002304.SZ,0,0.318433646975159,0,0.0215076017605764,0,0,0,0,0,0,0,0,0.010631488377897,0.0608611950821825,0.0953260530186639,0,0,0,0,0,0,0,0,0.0660633868509033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741443424798952,0,0,0,0,0,0,0,-0.04622989536212,0.00366113931440584,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0278512592168681,0,0,0,0.191390764472423,0,0,-0.0264792065392443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598495021157929,0,0,0,0.0417809952644471,-0.0161706602306199,0,0,0,0,0,0,-0.120149886681951,0.0242183464281859,-0.00427711659599192,0,0,0,0,0,0
X000725.SZ,0,0,0,0.184163756224645,0,0,0,0,0,0.026316395958581,0,0,0,0.112368792013527,0,-0.400828081124612,0,0,0.293948758938998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696681257865769,0,0,0.149908272762929,0,0,0,0,0,0,-0.0248365889175652,0,0,0,0,0,0
X000625.SZ,0.0672087719624905,0,0,0.0273643708893224,0.04918361216569,0,0,0,0,0,0,0,0.129880631143973,0,0.481675203236758,0,0,0,0,0,0,0,0,-0.0446954428772251,0,0,0,0,0.0656355243271089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630951548098345,0,0,0,0,0,0,0,-0.00511249248760871,0,0,0,0,0,0
X000063.SZ,0.121061555331037,0,0,0.21742057476258,0,0,0,0,0,0,0,0,0,0,0,0,0.147478483666081,0,0,0,0,-0.186333986986083,0,0,0,0,0,0,0,0,0,0.0408802924058457,0,0,0.0179326261835636,0.090197749793374,0,0,0,0,0,0,-0.0847336576333117,0,1.73472347597681e-18,0,0,0.0242094359883811,0.0777815358253143,0,0,0.00794689539868969,0,0,0,0,0,0
X600690.SH,0,0,0,0.197821497775727,0,0.105441968098534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738453853506377,-0.116552590485362,4.33680868994202e-19,0,0,0,0,0.0155982665710646,0,0,0,0,0,0,0,0,-0.0849742749050221,-0.00562458437223809,0,0,-0.0417344294184975,-0.0458040697963061,-0.00775847467219071,0,0,0,0,0,0,-0.00803758130238706,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.00242930864438165,0.0872634359022592,0.113644854936235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145698970271478,0.294385274836207,0,0,0,0,0,0,0,0,0,0,0.0106772232372403,0,0.279325893112123,0,0,0,0,0,0,0,0,0,0,0.300638209943819,0.166856791101516,0.00808563899554773,0.00224332914197805,0,0,0,0,0,0
X600031.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133796949651704,0,0,0,0.658084645870297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377430974138282,0,-0.0056502355118802,0.000905662256516996,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0130715550669238,0.308629191306573,0,0,0,0,0,0,0,0,0,0,0,0,0.101629541531185,0,0,0,0.128276716975044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881968194639057,0,0.0798784866183627,0,0,0,0.0632090034347672,0,0,0.00428942307592968,-0.00458313478395759,0,0,0,0,0,0
X600741.SH,0,0.517776595549741,0,0,0.130792717844655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578033627273952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168753121660442,-0.000764406473087455,0,0.000883876205214643,0,0,0,0,0,0
X002475.SZ,0.0949924838873342,0.059205813196426,0,-0.070777395477571,0,0,0,-0.394291962440108,0,0,0,-0.114955415376079,-0.0134161226685351,0,0,0,0.0346969978341768,0,0,0,0,0,0,0.145394104849487,0,0,0,0.11897094660822,-0.23097208475921,0,0,0.416475849329597,0,0,-0.00829284231260082,0,0,0,0,0,0.0346157402772967,0,0.0498773739631848,0.126011182140327,0,0,0,0,0,0,-0.0456660553123651,0.017046070336639,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0588108084437736,0,0,0,0,0,0,0,0,0,0,0,0.0288147496635477,0,0,0,0.0758193351079866,0,0,0,0,0.146365213839889,0,0,0,0,0.186909163071753,0,0,0,0,0,0,0,0.111513138795107,0.211942898542594,0,0.0959893558728258,0,0,0,0.0110777842342083,-0.0115583782770646,0,0,0,0,0,0
X002241.SZ,0,-0.0257881291848782,0,0,0,0,0,0.0454695068102794,0,0,0,0,0,0,0,0,0.0568925091007383,0,0,0,0,0,0,0.130073036273684,0,0,0,0.0676027700277651,0,0,0,0,0,0,0,0,0,0,0,0,0.0924868610812929,0,0,-0.115871392256536,0,0,0.245516028467214,0,0,0,-0.000223829149917831,0.000547689653342451,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0930995378332781,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.136067701413127,0,0,0,0,0,0,0,0,0,0.0571431186071901,0.0283626754920434,0,0.0359492072586366,0,0,0.0195295157013502,0,0,0,0,0,0.0379677443643152,-0.0068330395354315,0,0,0,0,0,0
X600066.SH,0,0.126742116029893,0,0,0.0507401788464295,0.0170006471442305,0,0,0,0,0,0,0,0,0,0,0,-0.157678943441516,0,0,0,0,0,0,0,0,0,0,0,0.147755009686624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182267375642859,0,0.0133178387040014,0,0,0,0.172775887809764,-0.0473948493256681,0.0196653270176771,-0.0173117332149247,0,0,0,0,0
X002236.SZ,0.0790266692476647,0,0.160291194373912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258541221421713,0,0,0,0,0.059527418235437,0,0,0,0,0.035951927162667,0.117433524438686,0.0958740346912403,0,0,0,0,0.00740341220785524,0.00387324278949949,0.000233431189722495,0,0,0,0,0,0
X600118.SH,0,0,0.0488290202029386,0,0,0,0,0,0.0718246454958647,0,0,0,0.0271889643697356,0,0,0,0.0170552730055973,0,0,0,0.0686110190392345,0,0,0,0,0,0,0,0.267577799021225,0,0,0,0,0,0,0,0,0,0,0.246615386787983,0,0.0685294319104482,0,0,0,0,0,0,0,0,-0.0244612903366413,0.0119162561404016,0,0,0,0,0,0
X600271.SH,0,0,0.0436411735149319,0.016084680249341,0,0,0,0,0,0,0,0.176876003112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301212946146635,0,0,0,0,0,0,0,0,0,0,-0.0198792537194547,0,-8.67361737988404e-19,0,0,0.108549191760505,-0.125765203453563,-0.16691652957549,0.0224120856290753,-0.00421687132740964,0,0,0,0,0,0
X002456.SZ,0,0,0,0.0167213806167776,0,0,0,-0.313992452669425,0,0,0,-0.0396964365777987,0,0,0.0164276006771952,0.140902305225381,0.0586664084936759,0,0,0,0,0,0,0,0.0407376115264027,0,0,0,0,0,0,0,0,0,0,0.146440238375055,0,0,0,0.0337725091270776,0.226688478536655,0,0.0802030299454913,0,0.161226620728129,0,0.0721058927039855,0,0,0.189955286080747,-0.00666364181491603,0.0176528276389378,0,0,0,0,0,0
X601877.SH,0,0.173367876037202,0,0,0.00174920276799218,0,0,0,0,0,0,0.00993523289183737,0,0,0,0,0.05456653185166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667316703514055,0,0,0.0188588489663629,0.0486291310385486,-0.0792723196871667,0,0,0.0613540977891342,0,0,0.177967724703224,0.147329350042764,0.0539030429330677,0,0.0291680794659954,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0711449743431258,0,0,0,0,0,0,0,0,0.483690032224097,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0111059449535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279779725242923,0.0342027212492672,0,0.0587993792725867,0,0,0,0.0136971214368092,0,-2.16840434497101e-19,-0.00125979284202594,0,0,0,0,0,0
X600177.SH,0,0.0360759623621637,0,0.0581883643602374,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.084030651981696,0,0,0,0,0,0,0,0,0,0.0491738363556853,0,0,0,0,0,0.103432874170193,0,0,0,0,0,0,0,0,0,0.0172919461843157,0,0,0,0,0,0,0,0,0,0.00330189257250986,0.00075180228504953,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0929201877657949,0,0,0,0,0,0,0,0,0.0757835033882591,0,0,0,0,0,0,0,0.0934107676059788,0.0567687506943267,0,-0.108928273530849,0,0,0,0,0,0,0.201750878802394,-0.0199840440419438,0.0805560670156559,0.0799543117983752,0.0655237990601105,0.0233905123458109,0,0,0,0,0,-0.0217473390737205,0.00410233014176566,0,0,0,0,0,0
X600372.SH,0,0,0,0.0198341794788569,0,0,0,-1.0842021724855e-19,4.33680868994202e-19,0,0,0,0,0,0,0,-0.160269899718366,0,0,0.113706082409706,0.0170258702439793,0.296270117821744,0.333655577234427,-0.0587762550393725,0,0,0,0.0559893098131578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116333681862046,0,0.0731119047342415,0,0,-0.0896998600486001,0.01582317458655,-0.00276237125245278,0,0,0,0,0,0
X600522.SH,0,0.0293951700372716,0,0,0.0255294450206624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191431268003011,0.0608718653630504,0,0,0.239067618100396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167907106631018,0.00621885383655151,0,0.106997625764154,0.0342806376681584,0,0,0,0,0,-0.0108755078520865,0.00352088760212695,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0768368070585763,0,0,0,0.0873017332819369,0,0,0,0,0,0,0.0083754172652528,0,0.108959512849045,0,0,0,0.0971033116521064,0,0,0,0,0,0,0,0,0,0,0,-0.0070046090534689,0,0,0,0.110849870406522,0,0,0,0,-0.0179469381668845,0.00671773477283442,0,0,0,0,0,0
X002007.SZ,0,0,0,0.0274634019302978,0,0,0,0,0,0.0775827947439035,0,0,0,0.0714976088965891,0,0,0,0,0.0623533910841181,0,0,0,0,0,0,0.0336124735589741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120147887800558,0,0.010107816046251,0.0189444240443007,0,0.164870441111323,0.0761030749565847,0,0,0,0,0.0181903829771226,-0.00917566231684531,0,0,0,0,0,0
X002085.SZ,0,0,0,-0.0548326220723366,0,0,0,-0.0328984241513682,0,0,0,0,0.120853538088486,0,0,0,-0.020404512876647,0,0,0,0.450005106884175,-0.0082570918101627,0,0,0,0,0,0,0,0,0.174660378055608,0,0,0,0,-0.0189112697014226,0,0,0,0,0,0,0.0953380546674434,0,0,0.0313695456563872,0,0,-0.153380020274663,0,-0.00330866541326694,-0.0091769330005464,0,0,0,0,0,0
X002508.SZ,0,0.0859361756720311,0,0,0,-0.0741400685379386,0,0,0,0.14097754861522,0,0,0,0,0,0,0.0361368524467982,0.0325544227485932,0,0,0,0,0,0,0,0,0,0.00727993064675274,0,0,0,0,0,0,0,0,0,0,0,0,0.0952948161629649,-0.0281878425096542,0,0.00262891154131743,0.0969732895307255,0,0,0,0,-0.182882328131136,0.00909826117619833,0,0,0,0,0,0,0
X000981.SZ,0,0,0,-0.0110188891442891,-0.050701200028766,0,0,0.0174863859075545,0,0.121853178330268,0,0,0,0,0,-0.147313589955917,0.00922319970169866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882381530062313,0,0,0,0,-0.0391244170619047,-0.133409096954808,0,0.0652502264463806,0,0,0.0304531386669183,0,0,0,-4.33680868994202e-19,0.0252203126787039,0,0,0,0,0,0
X300003.SZ,0,0,0,0.0694503782208822,0,0.0316572614274245,0,0,0,0,0,0,0,0.114982088688926,0,0,0.147680784628875,0,0,0,0,0,0,0.143625680949881,0.337295574709604,0,0,0,0,0,0,0,0,0,0.156124429456906,0,0,0,0,0.101814188483754,0,0.0201401424526506,0,0.0786315862233151,0,0,0,0,0.0437203503846066,0,-0.0171950016346007,0.00788118825577931,0,0,0,0,0,0
X002294.SZ,0,0.0797301028198364,-0.0122233420240934,-0.0821131077989509,0,0,0.020283326779491,0,0,0.110601808274878,0,0,0,0,0,0,0,0,0.0756800716188649,0,0,0.172790539272917,0,0,0,0,0,0.0932560962519422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179034992363333,0,0.0212672842621933,0,0,0,0.0244705497148219,0,0.00804842474141212,-0.00480932433528166,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.101824054452592,0,0,0,0,0,0,0,0,0,0,0,0.106822361900343,0,0,0,0,0,0,0,0,0,0,0,0.121372150011321,0,0,0,0,0.0551511006802285,0,0.075940381585159,0.0192676065966601,-1.73472347597681e-18,0,0,0,0,0,0.012818183106153,-0.00356433369865274,0,0,0,0,0,0
X600699.SH,0,0,0,-0.14868748598316,0,0,0,0,0,0,0,0.0715176511197544,0,0,0,0,0,0,0,0,0,0,0,0,0.0854363217465112,0,0,0,0,0,0,0,0,0,0,0.156117016449613,0,0,0,0,0,0.187833537863394,-0.0050570901008457,0,0.115983122598416,0,0,0,0.123409070821258,0,0.0313124174372196,-0.00782858513048372,0,0,0,0,0,0
X000559.SZ,0.138526351447335,0,0,0.0800984193421692,0,0,0,0.126460167164004,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114563227941093,0,0,0.0320903155890135,0.0649781993125998,0,0.509714000730542,0,0,0,0,0,0.042171161080588,-0.0208195529190534,0,0,0,0,0,0
X002180.SZ,0,0,0,0.000982924278191394,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688012297229461,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564790212341429,0,0,0,0.0112146644937448,0.233427674335429,0.102101623045509,0.127013017921382,0,0,-0.0831651696604699,-0.026424170662342,0.0223058814276467,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0.200455272530991,0,0,0,0,0,0,0,0,-0.929533006530262,0,0,0,0,0.502237793276813,0,-0.090392280566989,0,0,0,0,0,0,0,0,-0.62161410704458,0,0,0,0,0,0,0,0,0,0,0,0.732074924040265,0,0,0,0,0,0.0675310255148118,-0.0391173926036446,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251244877800519,0,0.733190806694937,0,0,-0.16145792810156,0,0,0,0,0.0544336696275189,-0.065757122772874,0,0,0.47175451832383,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30962357073214,0,0,0,0,0,0,0,0,0,0.0108178830207921,0,0,0,0,0,0
X000623.SZ,0,0,0,0.475743728364705,0,0,0,0.10063090234916,0,0,0,0,0,0.110854010697383,0,0,-0.571078961835489,0,0,0,0,0,0,-0.169541602246028,0,0.546670899620071,0,0.31668297417599,0,0,0,0,0,0,0.17997880504859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189556184744157,0.00945863876515605,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0.142003152588702,0,0,0,0,0,0,0,0,0.158490268839266,0,0,0,0,0,0,0,0,0,0,0,0,0.120887522623447,0,0,0,0,0,0,0,0,0,0.608731161537347,0,0,0,0,0,0,0,0,0.138906138150176,0.146168603833596,-0.00738416804941245,0.00556633961440656,0,0,0,0,0,0
