,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X002241.SZ,X000157.SZ,X600584.SH,X600703.SH,X600372.SH,X600066.SH,X000977.SZ,X600522.SH,X600741.SH,X002236.SZ,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X002180.SZ,X600487.SH,X600418.SH,X002223.SZ,X000661.SZ,X000800.SZ,X002129.SZ,X000400.SZ,X002156.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.128018069306131,0,0,0,0.266149854884251,0,0,0,0,0,0,0,0,0.0533696132364304,0.165797758440719,0,0,0,0,0,0,0,0,-0.0579232167790119,0,0,0,0,0,0,0.0035326998080305,0.0201856450633767,0,0,0,0,0,-0.0400647235263262,-0.00789103761205978,-0.0774583600628088,0,0,0,0.0138306871303815,0,0,-0.00440484435163778,-0.000220535178813307,0,0,0,0.0386697789008456,0,0
X000858.SZ,0.0982587291569354,0,0.0140691846965329,0,0,0,0,0,0,0.422977776299764,0,0,0.0221705912616899,0,0,0,0,0,0.114863960941927,0,0,0,0,0,0,0,0,0,0,0,0,0.0248563120079799,0,0.051041626348926,0,0,0,0,0,0,0,0,0,0.0160860718649264,0.0126444412299633,0,0,-0.0427128285747669,0.100560549365319,0,0,0,-0.0353290398573164,0,0,0,0.0437365715498711,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.147514134345907,0,0,0,0,0,0,0,0,0,0,0,0,0.0788977995946768,0.0291055857506279,0,0.450438309072706,0,0,0,0,0,0.0337701007772682,0,0,0,0,0.103131599679408,0,0,0,0,0,0.0437320630036841,0,0,0,0.0256321891692836,0,0,0,0,0.123760280853929,0,0,0,0,-0.0105569792350348,0,0
X002415.SZ,0,0,0,0,0,0,0.0173682160901435,0,0,0,0,0,0,0,-0.129699024818045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886669627470221,0,0,0.0620813390343646,0,0,0.0431808454022814,0,0,0,0,0,0,0,0,0.0506129386094612,0,0,0,0,0,0,-0.140932609817641,0,0,0.0231518180049946,0,0
X600690.SH,0,-0.132415052389207,0,0,0,0,0,0,0.0981000259726609,0,0,0.0931315360535967,0,0,0,0,0,0.245674144557195,0,0,0,0,-0.0239231871673686,0,0,0,0,0,0,0,0,-0.0310613425338571,0,0,0,0,0,-0.00611413301684964,0.234606154411031,0,-0.0398125410236671,1.73472347597681e-18,-0.0432019993489291,0,0,0,0,-0.0397463805290855,0,0,0,0,0.0150106391274358,0,0,0,0.0936356698033813,0,0
X600809.SH,0.0961032165250922,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179585634125685,-0.0506876149771141,-0.0859542567173215,0,0,0.311587262842339,0,0,0,0,0,0,0,0,0,0,0.0379808241815406,0,0,0,0,0,0,0,0,0,0,0,0,0.0627079307184208,0,0,0,0,0,0,0,-0.0386398817840292,0.0318998485766629,0.136686535284636,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0647959105042823,0,0,0,0,0,0.0883773867039248,0,0,0,0,0.0170342980133043,0,0,0,0,0,0.301141815982577,0.268208694343785,0,0,0,0,0,0,-0.279363688275276,0,0,0.0434430550545955,0,0,0,0,0.0832973462226547,0,0,0.0375064448099262,0,0,0,0,0,0,0,0,0.300729413319043,0,-0.0459852825003056,0,0,0,0,0.0423742602831646,0,0
X003816.SZ,0,0,-0.0252248813528165,0,0,0,0,0,0,0,0.00934260912631647,-0.131825247073395,0,0,0,0,0,0,0,0,0,0,0,-0.237066009100287,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.114381603167223,0,0.00343507491005865,0,0,0,0,0,0,0,0,0.108112262546492,0,0.110367928011108,0,0.0302087024783126,-0.0570034513376728,0.0124947803365012,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00104857820355638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290981704994921,-0.0301382014308187,0.182291887489098,0,0,0,0,-0.00763299951349935,0,0,0,0,0,0,0.0925570534931586,0,0,0,0,0,0,-0.0157072600349198,-0.0164177756708109,0,0,0,0,0.0676193445907664,-0.0539923524342408,0.0110236202839801,0,0,-0.00576207092430911,0,0
X000568.SZ,0,0.847606539457441,0,0,0,0,0,0,0,0,0.118509325710264,0,0,0,0.0397077401308484,0.0149541814590634,0,0,0,0.15759377970392,0,0,0,0,0,0,0,0,0,0,0.132460224409871,0,0,0,0,-0.104618188563194,0,0,0,0,0,-0.151209395834028,0,0,0.0685861186552966,0,0,0,0,0,-0.0666088029185006,0,-0.067819666095354,0,0,0,0,0,0
X002371.SZ,0,0,0.151817074623905,0,0,0,0.0182106386405013,0,0,0,0,0,0,0,0,0,0,0.0125320250691215,0,0,0,0.142715520873773,0,0.0982208193466842,0,0,0,0.319692188603045,0,0,0,0,0,-0.21413157117393,0,-0.0853761362689699,0,8.67361737988404e-19,0,0,-0.187387460243093,0,0,0,0,0,0,0,0.0404187277697386,0,0,0,0.125802134417866,0,0,0,-0.0215507135378937,0,0
X600104.SH,0,0,0.0417120986635871,0,0,0,0,0,0,0,0,0,0.0966045597916352,0,0.0788074642452972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434907441553317,0,0,0,0,-0.028480941875608,0,-0.00879536207988767,0,0,-0.0201637790187088,0.10279273092117,0,0,0,1.43145797335768e-06,0,0,0,0,-0.023186558030472,0,0,0,0,0.0135663720845079,0,0
X000725.SZ,0,0,0.0729656204278072,0,0,0,0,-0.00382663868799716,0,0,0,0,0,0,0.0507673300008992,0,0,0,0,0,0.402970045481151,0,0,0,0,0,0,0,0,0,0.0286394803662713,0.238503816530871,0,0,0,0,0,-0.0869155029625416,0,0,0,0,0,0,0,0,0,0,-0.0601141660936649,0.0618850740920292,0,0,0,0,0,0,0.0567546425209575,0,0
X300124.SZ,0,0,-0.0459596101582015,0,0,0,0,0,0,0.261263782330184,0,0,0,0,0,0,0,0.264718744423694,0,0,0.0404971538998324,0,0,0,0.0593835253480171,0,0,0,0,0,-0.0228351663020966,0,0,0,0,0,0,0,0,0,0.0404256694959311,0,0,-0.026843013279731,0,0,0,0,0,0,0,0.152722307170735,0.0227798197883785,0,0,0,0.223422096174985,0,0
X000625.SZ,0,0,0.322537516169897,0,-0.306300644969795,0,0,0,0,0.0672989106355338,0,0.484230143524036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108835062021804,0.121637722870456,-0.25819017611984,0,0,0.253950519472793,0,0,0,0,0,0,0,0.476440795809279,-0.0625699961509844,0,0,0,0.0616897200666888,0,0.00972676159192034,0,0,0.0576377756759759,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0217909963320943,0,0,0,0,0.265512318523186,0,0,0.0366682713990604,0,0,-0.00205564649455406,0,0,0.540011101065359,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00781340884910856,0,0.077867941025931,0,-0.0819737030373133,-0.0243236653237979,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291147338389239,0,-0.0265041748681201,0,0,0,0,0,0.157550472465291,0,0,0,0,0,0.146752402303065,0,0,0,0,0,0,0,0,0,0,0.0257945187853331,0,0.056059182960837,0,0,0,0.0996032717966365,0.0795046511135482,0,0,0.049529289534428,-0.0562224957203002,0,0,0,0,0
