,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X600884.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X601799.SH,X600563.SH,X002236.SZ,X600584.SH,X002176.SZ,X600487.SH,X000800.SZ,X002414.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.282423191583631,0,0,0,0,0.0352610886314073,0,0,0,0,-0.0103851308365262,0,0,0,0.0448904783372896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010842704704041,0,0,0,0.0663603900792958,0,0,0,0,0,0.0560211621118353,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171613421840279,0,0
X000858.SZ,0,0,0.0797183847540982,0.457958845687205,0,0,0,0,0,0,0,-0.00958320535525085,0,0,0,0,0,0.022067574510193,0,0.0400055704119632,0.0298267890109944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126295526997746,0,0.078568591879314,0,0.0409933884752737,0,0,0.0104853581512693,0,0,0,0,-0.0977414027922498,0.0169222701574509,0,0,0,0,0.00627962203083361,0,0
X600809.SH,0,0,0,0.667782169658345,0.0292133821450275,0,0,0,0,0,0,0.00587287682736131,0,-0.0347135374835917,0,0,0,0,0,0,0.0425763520415519,0,0,0,0,0,0,0,0,0,0,0.0716052996397228,0,0,0,0,0,0,0.0404297996646279,0,0,0,0.0141747950799926,0,0,-0.214331623219872,0,0,0,0,0,0,0,0,0,0,-0.00487885943538733,0,0
X000568.SZ,0,0.228192437062493,0,0,0,0.033939020569676,0,0,0.0250878735997893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376417926011163,0,0.0302541020594394,-0.0453190256332486,0,0,0,0,0,0,0,0,0.427219045521366,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837646998993088,-0.0516089855455031,0,0,0,-0.0449292437264216,0,0
X002415.SZ,0,0,0.406366350868395,0,0,0,0,0,0,0,0,0,0,-0.181886576074261,0.203030600624881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00797236500738294,0,0,0.479386775688952,0,-0.0148355075624141,0,0,0,0,0,0.132828866127626,0,0,0,0,0,0,0
X002304.SZ,0,0.0558366590015848,0.0295352457147826,0.233350491062334,0,0,0,0.0166509879590315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448740126483742,0,0.206942030146589,0,0,0,0,0,0,0.0529133078616026,0,-0.00843413051070194,0,0.0242296995719002,0,0,0,0,0,0,-0.0236423488339646,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225105112985504,0,0,0,0,0,0,0,0,0.117249641693049,0,0,0,0.0773769580811035,0,0,0,0,0,0,0,0,0,0.0992574837227893,0,0,0,0.159777400852259,0,0.0604876359526682,0,0,0,0,0.01175672421932,0,0.0755411847520555,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0433970760512499,0,0,0,0.387865600126457,0,-0.0465274030274599,0,0,0,0.0664980289901715,0,0,0,0,0,0.141103769186174,0.0978506378444409,0,0,0,0,0,0,0,0,0,0.149660447823279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079658534192699,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12742843064041,0,0,0,0,0.0805089465029419,0,0.0428523258935514,0,0,0.0722759465784604,0,0,0,0,0,0,0,0,0,0,0.190315028465806,0,0,0.0919393852171787,0,0.180130191824226,0,0,0,0,0,0,0,-0.0637608530597966,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775371159413059,0.058805562759456,0,0,0,0.00744685008726391,0,0.133284903739246,0,0.0999075966966797,0,0,-0.0666005682818265,0,-0.0595168230813842,0,0,0,0,0,0,0,0,0,0,0,0,0.0583711795965774,0,0,-0.0071690196875362,0,0,0,-0.0650308089644425,0,0.00643100811214985,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0178819716741297,0.00795929831694608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155699832717528,0,0,0,0,0.0747968840728179,0,0,0,0,0,0,0,0.104193592360001,0.157644304260274,0,0.0536028429947895,0,0,0,0,0,0,0.00923982217848437,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654589913913564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104034357791503,0,0.0641567671045884,0,0,0.0579833990390464,0,0,0,0,0,0,0.143449542068312,0.00432387953991064,0,0,0,0.234667603246667,0,0,0.14730643326298,0,-0.0162048854464989,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660090073458738,0,0,0,0,0,0,0.069020945383719,0,0,0.241343879763109,0,0.0690339628632419,0.048447633066355,0.0341610102332063,0,0,0,0.142583638777311,0,0,0.122708799008424,0,0,0,0.0017888419241711,0,0.0277955252066876,0,0,0,0,0.0743986269337193,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.268431707472477,0,0,0,0,0,0,0,-0.00923309692030866,0,0,0,0,0.380573308988601,0.251832963455156,0,0.0155978009515536,0,0,0,0,0.0812195226032213,0,0,0,0,0,0.163685956476375,0,0.109370253258897,-0.297173691244625,0.0760062280420746,0,0,0,0,0.119023181000876,0,0
X300124.SZ,0,0,0,0,0.118305571909338,0,0,0,0,0,0,0.17234793428195,0,0,0,0,0,0,0,0,0,0,0.00486773635043279,0,0,0,0.136965010907629,0,0,0,0,0,0,0.0641557428596756,0,0,0,0,0,0,0,0,0.0515366598719473,0,0,0,0.0903195491265279,0,0,0,0,0,0,0,0,0,0,0,0
