,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002179.SZ,X300146.SZ,X000625.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X002456.SZ,X600177.SH,X600566.SH,X600066.SH,X600089.SH,X002180.SZ,X002506.SZ,X600372.SH,X600522.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.52818227313555,0.114236317076582,0,0,0.0897402403986451,0,0,-0.0320973813435572,0,0,0,0,0,0,-0.0778813550844974,0,0,0,0.0277223008416271,0,0,0,0,0,0,0,0,0,0.273185654591166,0,0,0,0,0,0,-0.00305360077952165,0,0,0,-0.0189311859708286,0,0,0,0,0,0,0.00717033047966607,0,0,0,0,0,0,0
X600104.SH,0,0,0.0417945346152353,0,0,0,0,0,0,0,0,0,0,0,0,0.186888742809834,0,0.120730358009788,0,0,0.248521568700483,0,0,0,0.110213696876072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239031414728665,0,0,-0.0030627719658327,0.00917237508075082,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608910706966116,0.675016290055937,0,0,0.255678967362162,0,0.00972149949540509,0,0,0,0,0,0,0,-0.0456902791894774,0,0,0,0,0,0,0,0,0,0.0174810204778442,0,0,0,0,0,0,0,0.0479831446215773,-0.0107261830019934,0,0,0,0,0,0,0
X600276.SH,0,0.0480580975661859,0.16452969924928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4427453977732,0,0,0,0,0.0313030816607428,0,0,0.0432275214733463,0,0,0.0294909134944692,0,0,0,0,0,0,0.00529085500442536,0,0.0316976821504115,0,0,0,0,0,0,0,0.0506964394194342,0,0,6.93889390390723e-18,0,0,2.16840434497101e-19,0.00786903386298484,0,0,0,0,0,0
X000651.SZ,0.229608835152007,0.155954282329089,0,0,0,0,0.193563417780314,0,0,0,0,0,0,0,0,0.00611874376625595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257154636246687,0,0.000886517001750143,0,0,0,0,0,0,0
X000858.SZ,0.112487332728175,0,0,0,0,0,0.169313020248032,0,0,0,0,0,0,0,0,0.145127316903409,0,0,0,0,0,0,0,0,0,0.227133811913641,-0.0335559123029916,0,-0.000551156927972713,0,0,0,0,0.292826549555972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551626204444996,0.0307777611456777,0,0,0,0,0,0
X002304.SZ,0.094101679580502,0,0,0,0,0.197892702288783,0,0,0,0,0,0.245308597366107,0,0,0,0,0,0.0751777903419699,0,0,0,0,0,0,0,0.210638715403348,0,0,0,0,0.140607059283887,0,0,0.197027267648637,0,0,0,0,-0.0162890823898135,0,-0.0362940893693476,0,0,0,-0.0410746691665898,0,0,0,0,0,0.180284322922329,0.00582714865336727,0.06254976462597,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195306596205318,0,0,0,0,0,0,0,0,0,0,0,0.285759385818618,0,0,0,0,0.127858003469335,0,0,0.0661967536215687,0,0,0,0.0422527892734778,0,0,0,-0.0242525765493847,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.112033994078611,0.155745452035074,0,0,0,0,0.0109703472812609,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0210173369721973,2.77555756156289e-17,0,0,0,0,0.0946481618911504,0,0,0,0,0,0,0,0,0,0.391778455068669,0,0,-0.00970293969466297,-0.0350447933859052,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.270136261661478,0,0,0,0,0,0,0,0.0599097667263362,0,0,0.156998082040856,0.410051731331359,0,0,0,0,0,0,0,0.0741594932105696,0,0,0.0326170429808036,0,0,0,0,0,0,0,0,0.0559437546576335,0,0,0,0,0,0,0.0205459064676211,-0.0741007028055881,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0735860245832291,0.0845390685904964,0,0,0,0,0,0,0,0,0,0,0,0.0373442752173358,0,-1.73472347597681e-18,0.19016512853442,0,0,0,0,0,0,0,0,0.0173955039488246,0,0,0,0,0,0,0.308663663610018,0,-0.0200044849774226,-0.0294361864258227,0,0,0,0,0,0
X000568.SZ,0.196760066747817,0,0,0,0,0,0.115732277318306,0,0.03977613647189,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0,0.184375660019432,0,0,0,0.336290196306607,0,0,0.00148229715375641,0,0,0,0.0520355165620088,0.0674644110062979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223013973392376,0,-0.0276708020366613,0.0485523041781224,0,0,0,0,0,0
X002475.SZ,0.00142794482948406,0,0,0,0,0,0,0,0,0,0,0.0994771445814685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133601863284206,0,-0.0517558730834342,0,-0.0310628909467544,0,-0.0358017500111339,0,0,0.732248574153033,0,0,0,0,0,0,0,0,0.115872500271117,0,0,0.184496402762006,0,0,0,-0.00989233605041774,0.0993701525283089,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0717183381923453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542722260010558,0,0,0.0434614809234632,-0.0477012620707282,0,0.0750614023317235,0.0542176351269847,0,0,0,0.0345173085875527,0,0,0,0,0,0,0,0,0.0160770333201901,0,0,0,0.0424200571094851,0,0,-0.0191073093961846,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0416525444048141,0,0,0,0,0.0536646435812951,0,0,0,0,0.0171433006099749,0,0,0,0,0,0,0,0.491810024701282,0.368058732216938,0,0.116971267490577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391177559409401,0,0,0,1.0842021724855e-19,-0.078722140075388,0,0,0,-0.0136209551990743,0,0
X600741.SH,0,0,0,0,0.087940609781479,0,0.0663344093009507,0,0,0,0,0,0.0867684849285357,0,0,0,0,0,0.0186220213867082,0,0,0,0,0,0,0.156630089505912,0,0,0.0154347264445812,0,0,0,0.0128008976300528,0,0,0,0,0,0.169174984939307,0,0,0,0.0344316629264516,0,0.0574036223292713,0,0,0,0.0650742622691813,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.0207169490885739,0.117043861440962,0,0,0,0,0.0242533772797021,0.0106562908999889,0,0,0,0.0100284837844672,0,0.0358247490605536,0,0,0,0,0,0,0,0,0.0337932537930916,0.158183697087495,0,0,0,0.0299750197710334,0,0,0,0,0,0,0,0,0.0128581287601466,0,0.108059086246986,0,-2.16840434497101e-19,0,0,-0.00512313055240851,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,-0.185430867754598,0,0,0.113010323994627,0,0,0,-0.0842874074463966,0,0,0,0,0.329408456371123,0,0,0,0,0,0.41787701230866,0,0,0,0,0,0,0,0,0,0.687746620359659,0,0,0,0,0.000881988160504277,0,0,0,0,0,0,0,0,0.0677979008058584,0.0112199491655851,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.162119624338476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10286125709439,0,0,0.178941819742088,0,0,0.550324841903233,-0.215574751188819,0,0.0093379711081538,0,0,0.113457450373092,0,-0.0787845912097844,0,0,0,0,0.131054725200685,0,0,0,0,0,0.59992447839849,0,0.153778081545812,0.0119633412150687,-0.0380781803232732,0,0,0,0,0,0
X002236.SZ,0,0,0.671075727244045,0.278637239438899,0,0,0.0170348301970373,0,0,0,0,0,0,0,0.0427814843560855,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0350654346365973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101328977258892,0,-0.0119064878919957,0,0,0,0.143401312160522,0,0,0.0197547470611956,0.00491738992573514,0,0,0,0.0167558915147524,0,0
X300124.SZ,0,0,0,-0.191411135192243,0,0,0,0,0.45036418321733,0.0860445860814311,0,0,0,0,0,0,0,0.209137821342636,0.0088775157586486,0.0238050791984996,0,0,0,0,0,0,0,0,0,0,0.0101791998253835,0.307470907888557,0.104580544646428,0,0,0,0,0,0,0,0,0,0,0,-0.00129416593762893,0,0,0,0,0,0,0.0025162232574546,-0.0357182789597254,0,0,0,0,0,0
X002007.SZ,0.355448833239156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514242107995197,0,0,-0.144464605442401,0,-0.166789746003899,0.245768422229407,0,0,0,0,0,-0.0623283189785808,0,0,0,0.0327994040958726,0,0,0,0.356769921821948,0,0,-0.00831041802607781,0,0,0,0,0,0,0,0,0,0,0,-0.0280950203894734,0,0,0,0.0347233941006597,0,0
X002008.SZ,0,0,0.253459572975992,0,0,0.0760168446276312,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.156693324178952,0,0,0,0.100889344095464,0,0,0.220779824790885,0,0,0,0,0,0,0,0,0,0,0,0.156629653686622,0,-0.0166890597448975,0,0.0869388610409922,0,0,0,0,0,0,-0.0151602397677428,0.0775828342948677,0,0,0,-0.153041082421672,0,0
X600487.SH,0.233157078413845,0,0,0,0,0,0,0,0,0.549217299753753,0,0,0,0,0,0,0,-0.111733938256501,0.00120102691953582,0,0,0.366484137581203,0,0,0,0,0,0,0,0,-0.152974116307607,0,0,0,0,0,0,0,0.142718719480849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288092012066612,0,0,0,0,0,0
X600498.SH,-0.335983064596343,0.232830395789582,1.73472347597681e-18,0,0,0,0,0,0,0.63310900641817,0,0,0,0,0,0,0,0.0299916520854096,0,0,0,0,0,0,0,0,0,0,-0.0124935846450349,0.0304371421900801,0,0,0,0,0,0,0,0,0,0,-0.0366001880860517,0,0,0,0.164424306119218,0,0,0,0,0,0.128705362882605,0.0122394397534938,0,0,0,0,0,0,0
X600809.SH,0.36119780831669,0,0,0,0,0,0.144780849230673,0,0,0,0,0.219906906884421,0,0,0,0.165880381721622,0,0,0,0,0,0,0,0,0.0219598572842645,0,0,0,0,0,0.0324240343494349,0,0,0.0298059044898039,0,0,0,0,0,0,0.0188147615944426,0,0,0,0,0.126403900429382,0,0,0.0208290297626848,0,0,-0.0229433404025981,0,0,0,0,0,0,0
