,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X002028.SZ,X600372.SH,X000157.SZ,X600522.SH,X002049.SZ,X000066.SZ,X600741.SH,X002236.SZ,X600839.SH,X600183.SH,X600066.SH,X601877.SH,X002156.SZ,X002456.SZ,X600460.SH,X600487.SH,X000661.SZ,X000800.SZ,X002129.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.345529112065011,0,0,0,0,0.0887832403438339,0,0,0,0,0,0,0,0,0,0,0.138932487234184,0,0,-0.00412396064251938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553955175170761,0,0,0,0,-0.025904477227108,0,0,-0.00934538299482904,-0.0129033647167142,0,0,0,0,0,0,0,-0.0960405837150175,0,0,0,-0.0709279109675321,0,0
X000858.SZ,0.556993133196662,0,0,0,0,0,0.0443065321672221,0,0.0813205778892246,0,0,0.177487273227503,0,0,0,0,0.0369803601503818,0.0195199960898316,0,0.0762212201544723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451705781034854,0,0.0971822531432846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.237039238026078,0,0,0,0,0.0283994088559213,0,0,0.21415112510805,0,0,0,0.151111140046578,0,0,0,0,0,0,0.0842848710311907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469475800764417,0,0,0,0,0,0,-0.0564098494562162,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0615999545186199,0,0,0,0,0,0,0,0.0931583168801633,0.458573688183254,0,0,0,0.0629956956540132,0,0,0,0,0,0,0,0,0,0,0,0,0.0568083347679812,0.0321298583936005,0,0,0,0.00589922312260703,0,0,0,0,0,0,0,0,-0.0903582615120637,0,0,0,0.00259872282152239,0,0
X002415.SZ,0.138298628522674,0,0,0,0,0.0548739419016519,0.0631236826220914,0,0,0.0755910045035926,0,0,0,0,0.0125387854769885,0.0968576478360527,0,0,0,0,0.230560174457628,0,0,0,0,0.026914973712854,0,0,0,0,0,0,0,0,0,0.0126638993245195,0,0,0,0,0,0,0,-1.73472347597681e-18,0.048599788830059,0,0,0,0,0,0,0,0,0,0,0,-0.0357058233429123,0,0
X600690.SH,0,0,0,0.0471732073585166,0,0,0.0763738059410284,0.294006109841066,0,0,0.0303968883346872,0,-1.73472347597681e-18,0,0,0.130044789072979,0,0,0,0,0,0,0,0,0,0.00363673129823322,0,0,0,0,0,0,0,0,0,-0.00995181619033884,0,0,0.00736293152799131,0,0,0,0,0.0647456964994465,0,0,0,0,-0.00442336839659492,0,0,0,0,0,0,0,0.0450728505270358,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.473446727584604,0,0,0,0.0397541189602793,0,0,0,0.400765875340221,0,0,0,0,0.0144955849149402,0,-0.0112518668774384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942932309834926,-0.045036309723357,0,0,0,0,0,0,0.0254426439877942,0,-0.00748094417789764,0,0,0,0
X000651.SZ,0,0,0,0,0,0.273314300958881,0,0,0.0121790451127674,0,0,0,0.0181481784769786,0,0,0,0,0.196163643801492,0,0,0,0,0,0,-0.0875347643408319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210537008717856,0,-0.0243619371021001,0,-0.0151433965147805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.213410303890588,0,0,0,0,0,0.524214349510262,0,0,0,0,0,0,0,0.245741638972712,-0.205321091789033,0,0,0,0,0,0,0,0,0,-0.0907324305040993,0.233634682491812,0,0,0,0,0,0,0,-0.0644116771256029,0,0,0,0,0,0,0,0.00874400634525664,0,0,0,0.0315982600028974,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0145956481954027,0,0,0,0.355085415302799,0,0,0,0,0,0,0,0.065169256460298,-0.00346469359528597,0,0,0,0,0,0.249376348489363,0,0,0,0,0,0,0.0167591909886372,0,0,0,4.33680868994202e-19,0,0,0,0.0958149928240828,-0.0683623608824148,-5.42101086242752e-20,0.00538438761015852,0,0,0,0.0750121293261085,0,0.0519535029761885,-0.0460821626051691,0,0,0,0,0,0
X003816.SZ,0,0,0,0.182697911500981,0,0,0,0,0,0,0,0,0.100493001588517,0,0,0,0,0,0.221915817228068,0,-0.0664451121921414,0,0,0,-0.0189655815186503,0,0,0,0,0,0,0,0,-0.120472472211612,0,0,-0.117468491845531,0,-0.0204523843131791,0,0,0,0,0,0,0,0,0.175652206219657,0,0.0263207729374816,0,0,0,0.442728006371057,0,0,-0.0776418334639109,0,0
X000568.SZ,0,0,0,0,0,0,0.440757842312915,0,0,0,0,0,0,0,0,0,0,0.297764597907174,0,0.0772551306867851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041442345434291,0,0,0,0,0,0,0.0650256774504399,0,0,0,0,0,0,0,0,0,0,0,0.00928277672777979,0,0,0,-0.00526466073934144,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018727499548156,0,0.0648720337520128,0,0,0,0.457039488732789,-0.047211515175325,0,0.281038010046261,0,0,0,0,0,0,0,0,0,0,0.0212531915490732,0,0,0,0,0,0,0,0,0.0128240926522974,0,0,0,0,0,0.0152569537469104,0,-0.152603912648895,0.136959040363074,0,0,0,-0.0262613267329058,0,0
