,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002456.SZ,X002508.SZ,X600066.SH,X600487.SH,X300124.SZ,X002241.SZ,X000100.SZ,X300003.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X600089.SH,X000050.SZ,X000157.SZ,X000981.SZ,X600177.SH,X000596.SZ,X600566.SH,X600707.SH,X002085.SZ,X600498.SH,X000661.SZ,X002180.SZ,X300142.SZ,X600699.SH,X002179.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0626654313380013,0,0,0.592338814345097,0.161720897284468,0,0.0238073132577653,0,0,0,0,0,-0.0222950406857871,0,0,0,0,0,0,0,0,0,0,0,0,-0.029025907347822,0,0,0,0,0,0,0,0,0,0,0,0,0.0347701655535151,0,0.119550596129477,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.000931219855856878,0,0,0,0,0,0
X600104.SH,0,0,0.110260814005091,0,0,0,0,0,0.176270213278704,-0.170938797673313,0.0835881938483049,0,0.208552512945265,0,0.0272947760599912,-0.0206951674209704,0,0,0,0,0,0.0358172484202685,0,0,0,0,0,0,0.110011523273032,0,0,0.0166067616870781,0,0,0,0.0153040559879303,0,0,0,0,0,0,0,0,0,0,0.0511219690816437,0.0452279547764081,0,0,0,-0.0157189132284533,0.0279637541980594,0.0929925065134032,0,0,0,0,0
X002415.SZ,0,0.120877702530549,0,0,0,0,0,0,0.0523104273378312,0,0.0907975508118435,0,0,0.130270866606341,0,0.147451111567337,0.0403387218234614,0,0,0.0183915793876704,0.215307772878652,0,0.124818632647402,0,0.195182027884967,0,0,0,0,0,0,0.0679083933503472,0,0,0,-0.101095589528472,0,0,0,0,0,0,0,0,0.0144809939805559,0,0,0,0,0,0,-0.0189449467882432,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.411554758103393,0,0,0.0536858110178637,0,0.101413589134659,0,0,0,0,0,0,0.0630785743068241,0,0,-0.0563607404875281,0,0,0.0231100806856189,0,0,0,0,0,-0.0242170955134724,0,0.0889848773120017,-0.0132557718834419,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00902690915195896,0.0955921398732719,0,0,0,0,0.0116480640884564,0,0,0,0,0,0,0
X000858.SZ,0.28439912028844,0,0,0.0806400113852945,0,0,0,0.0757363129945702,0.0640851417785761,0,0,0.198995502200455,0,0,0,0,0,0,0.0886408314954519,0,0.149986786927206,0,0,0,0.00281223665228577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475942758199816,0,0,-0.00580885467438167,0,0,0,0,0,0,0
X600276.SH,0.0917921528814427,0,0,0,0,0,0,0.162237909227381,0.1994319932598,0.202794288080415,0.0336559643498184,0,0,0.0993008465651404,0,0,0,0,0,0,0,-0.177503788316394,0,0,0,0.0377506708806342,0,0,0,0,0.0347678212557656,0.0830929333171728,0,0,0,0,0,0,0,0,0,0,0,0,0.0436473678868778,0,0,0,0,0,0,-0.043472397498994,0.0748425430084738,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.01653689553274,0,0,0,0.281525669247239,0.621196236197259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559991714026103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801797253988084,0.101914575468924,0,0,0,0,0,0
X002304.SZ,0.258729920790616,-0.125496513105609,0,0,0.217465693018597,0,0,0,0,0,0,0.1427316618521,0.104049351023797,0,0,0,0,0.0312286020874315,0,-0.0035847318298493,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0379311796867485,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.238803105454586,0,0,0,0,-0.00141886504323995,0.012383636675855,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.438890360873696,0.102613227044281,0,0,0,0,0,0,0,0,0,0.0496130457643818,0,0,0,0,0,0,0,0,0,0,0,0.0210677375673039,0,0,0.0542492298824635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118495865613383,0,0.0181703704315167,0,0,-1.35525271560688e-20,0.00941756710297156,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.341406827060573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113583891541132,0,0,0,0.180443682914505,0,0.0469738510004584,0,0,0,0.104414862778223,0,0,0.384307599675769,0,0,0,0,0,0,0.0701834097277629,0,0.109795177392671,0.282717458234144,0.0265563651079254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
