,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000625.SZ,X000568.SZ,X002236.SZ,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X300136.SZ,X002008.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600089.SH,X600522.SH,X600177.SH,X600271.SH,X002294.SZ,X000157.SZ,X600487.SH,X600118.SH,X600699.SH,X000981.SZ,X600867.SH,X000050.SZ,X002074.SZ,X600372.SH,X600566.SH,X600809.SH,X000559.SZ,X002007.SZ,X000066.SZ,X300115.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.00436960822283887,0,0,0,0,0,0.22496409375422,0,0,0,0,0,0,0,0,0,-0.0274653027807618,0,0,0.090309545855861,0,0.0672935213218428,0.0817941111291327,0,0,-0.0500291891600631,0,0,0.128675798502188,0,0,0,0,0,0,0,0,0.308926729739444,0,0,0,0.0596197339039088,0.113495058834665,0,-0.00626505444523308,-0.00444397905412294,0,0,0,0,0,0
X600104.SH,0,0,0,0.347838803463842,0,-0.0747982858559986,0,0.0546917615676369,0,0.0588365376569009,0,0.27088217722819,0.0707821646139312,0,0,0,0,-0.02391308126436,0,0,0,0,0,0,-0.152238894878375,-0.0308048094382212,0,0.0062271033999503,0,0,0,0,0,0,0,-0.128780733139632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206030251724502,0.0248508973360114,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.189475365470435,0.0470975324429357,0,0,0,0,0,0.102391984812527,0,0,0.346549307474717,0,0,0,0,0,0,0,0,0,0,0.0392761617324056,0.208346726096725,0,0,0,0,0,0,0,0,0,0,-0.2131681864329,0,0,0,0,0,0,0,-0.0296781777848792,0,0,0,0,0,-0.00253492855684327,0,0,0,0,0,0,0
X000651.SZ,0,0.0470866710042666,0,0,0.163250652697234,0.0952733227919104,0,0,0,0,0,0,0,0,0.0510025720200897,0,0,0,0,0,0.157711800818319,0,0,0.0681105237096783,0,0,0.0228345855528585,0,0,0,0,0,0,0,0,0,-0.0928136868132172,0,0,0,-0.0455116102014773,0.0592689147680675,0,0.166665972899052,0,0,0,0,0,0,0,-4.33680868994202e-19,-5.42101086242752e-20,0,0,0,0,0,0
X000858.SZ,0,0,0.0191112806586731,0.0646004848924954,0,0,0,0,0,0,0,0,0,0.753999312456426,0,0,0,0,0,0,0,0.0637038810905835,0,0,0,0,0.0144588240080974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027767759481006,0,0,0,0,0,0,-0.000664791154536297,0.0193443458690341,0,0,0,-0.0583643559690789,0,0
X000725.SZ,0,0,0.0634944569374298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424439157310646,0,0,0.344211455447215,0.275998884659073,0,0,0.616335608945637,0,0,0,0,0,0,0.0972728619464693,0.0551681281619134,-0.146996227340441,0.104964119033841,0,0,0,0,0,0,0,0,0.009139391848913,0.0264189867303532,0,0,0,0,0,0
X600276.SH,0,0.0907183793792703,0.122753030705498,0,0.0167574622842545,0,0,0,0,0,0,0.144040941697995,0,0,0,0,0,0,-0.174441459945675,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.151641204120627,0,0,0,0,0,0,0,-0.0326149181239151,0,-0.00579453388257915,0,0,0,0,-0.0166518261484894,0,0,0,0.00883685064985533,0,0,0,0,0,0,0
X002304.SZ,0.440786021541116,0.150867738283573,0,0,0.109929808649436,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.082684578597767,0,0,0,0,0,0.0346719997149286,0,0,0,0,0,0,0,0,0,-0.12695248829911,0,0,0,0,0,0,0,0,0.0409104617451964,0,-0.0537618941880892,-0.0206219433554009,0.343507962662784,0,-0.11407552483098,0,-0.0853317013427813,0,0,0.00178526086700292,-0.058706392445301,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.010881308543601,0,0,0,0,0,0.257880804321714,0,0,0,0,0,0,0.143861448504152,0,0,0,0,0,0.12007432503724,0,0.00895155246008793,0,0,0.116954096706369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401581074192765,0.00434205580072518,0,0,0,0,-0.0093255040034989,0,0,0,-0.0478960726668438,0.0474331079811011,0,0,0,0,0,0
X600690.SH,0,0.161321164736355,0,0.320288846498335,0,0,0,0,0,0,0,0.227166957798503,0,0,0.0574634303331283,0,0,0,0,0,0,0,0,-0.0252073051403792,-0.030815060026268,0,0.0141817865257386,0,0,0,0,0,0,0.262201445456709,0,0,0,0,0,0,0,0,0,0,0,0,0.0159625376598562,-0.0162336528095564,0,0,0,0.0154938052027464,-1.0842021724855e-19,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.1614331827896,0.172417929540295,0,0.0342636330489225,0,0,0,0,0,0.471509071636977,0,0,0,0,0,0,0,0,0,0,0,0.0195448426781942,0,0,0,0,0,0.129031878663464,0,0,0,-0.135188050776511,0,-0.0874476946350507,0,0,0,0,0,0,0,0,0,0.0268264908169067,0,0,0,0,0,0,0
X600741.SH,0,0.414270797958696,0,0,0,0,0,0.078190250126805,0.143487090300671,0.0813421711494984,0,0,0,0,0.124202045068615,0,0,0,0,0,0,-0.151032764732957,0,0,-0.00618896284249244,-0.0368058433666979,0,0,-0.0853012491651927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343844439528143,0,0,-0.127709958304848,0,0,0,0.00777142664907044,-0.0138922687644773,0,0,0,0,0,0
X000625.SZ,0,0,0,0.104144509707552,0,0,0,0,0,0.116220307575374,0,0.300680203843506,0,0,0.00345293342014379,0,0,0,0,-0.120893944037608,0,0,0,0,0,-0.183515434050317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306572401547341,0.276287103824495,0,0,-0.0106072791313152,0,0,0,0,0,0,-0.00254255376574887,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.00901795573500391,0.730042689980126,0,0,0,0,-0.0647028195412092,0,0,0,0,-0.0458299736787448,0.0788725053868609,0,0,0,0,0,0,0,0,0.0201834095779912,0,0.0618153575643241,0,0,0,0.0125294138299097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524900956985549,0,0,0,0,0,0,0
X002236.SZ,0,0,0.350847224664499,0,0,-0.0675080917811646,0,0,0,0,0,0,0,0,0,0.105867145188847,0,0,0,0,0.0626436396628946,0,0,-0.296348075872813,0,0.194273319618546,0,0,0,0,0,0,0,0,0,0,0.0364762254923656,0,0,0,0,0,0,0,0,0,0,0,0.359151298247712,0,0,-0.00497406498038803,0.0348446769659685,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129342341889854,0,0,0.0686527072331232,0,0,-0.0829004085715613,0,0,0,0.153838987932472,0.292629372914274,0,0,0,0,0,0,0,0,0,0,0,-0.0274925480542009,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,-0.0126574382285597,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.241073476671699,0,0,0,0.0227623037410006,0,0,-0.00688045069789034,0,0,-0.0636381935555426,0,0,0,-0.180816810627567,0,0,0,0,0,-0.0635768606094403,0,0,0,0.211582808102113,0,0.308715817807556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730075210852177,-0.006497871061622,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639804210153563,0,0,0,0,0,0,0,0,0,0.454992818454671,0,0.148596527500952,0.196220724327331,0,0,0,0,0.495901935077776,0,0,0,0.15624386675249,0,0,0.00966945870343997,0,-0.00937814680423973,0,0,0,0,0,0,0,0,0.00601800674593432,0,0,0,0,0,0,0
X000338.SZ,0,-0.0417997112867167,0,0,0,0.150136768562065,-0.0544531672669534,0,0,0,0,0,0.270540981599541,0,0,0,0.292993581127264,0,0,0,0,0.0500540178952971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135441304416145,0,-0.0609567850994449,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0422219297399559,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117537902955149,0,0.171066635622858,0,0,0,0,0,0,0,0,0.402782434756797,0,0,0,0,0.0187526016951337,0,0,-0.126610455832726,0,0.243025587191202,0,0,0,0,0,0,0,-0.123932295813742,0.0671539976328528,0,0,0,0,0,0,0.0139615972942341,0,0,0,0,0,0,0
X600066.SH,0,0,0,0.13584417386054,0,0,0,0,0,0,0,0,0,0,0.100206446802757,-0.521331311097904,0,0,0,-2.16840434497101e-19,0,0,0,0.0291087210963781,0,0,0.0651147943117839,0,-0.0199789155012567,0,0,0,0,0,0,-0.00415208917641742,0,0,0,0,0,0.174647867415907,0,0,0,0,0,0,-0.0612993640982422,0,0,0.0314420000438073,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475746229138955,0.350532704712562,0,0.289743761051218,-0.0705132714589431,0,0,0,0,0.0409880543126566,0,0,0,0,0,0,0,0.101860735410086,0,0,0,0,0,0,0,0.0358741220697992,0.259240097752667,0,0,0,0,0,0,0,0,0,0.00791501445848034,-0.0155783486258332,0,0,0,0,0,0
