,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X002456.SZ,X002236.SZ,X600487.SH,X300124.SZ,X600809.SH,X000596.SZ,X000661.SZ,X000100.SZ,X600867.SH,X000977.SZ,X000625.SZ,X600066.SH,X300136.SZ,X300142.SZ,X600566.SH,X002179.SZ,X600498.SH,X002007.SZ,X002294.SZ,X000157.SZ,X002241.SZ,X300146.SZ,X600522.SH,X002180.SZ,X002049.SZ,X600177.SH,X000869.SZ,X600089.SH,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.3370789950331,0.0541715669011138,0,0,0,0,0,0,0,0,0,0.00575489832734072,0.0979358297026704,0,0,0.0425595634510437,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0209388365724574,0,0,0.0366199868211658,0,0.0576001000909213,0,0,0,0,0,0,0.0607610631260185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.063257684976418,0,0,0,0,0,0,0,0,0.49675296817149,0,0.140902184193909,-0.0918538351049711,0,0,0,0,0,0,0,0,0,0,0,0.0606254082861744,0,0,0,0,0,0,0,-0.0414963016510266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510920710874296,0.00646820872981279,0.00886865954882454,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0670294507131074,0,0,0.160323379194508,0,0,0,0,0,0,0,0,0,0.0206330046308758,0.0534171893619075,0,0.0467051162818449,0,0.351477791792125,0.0752339597683084,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571857760133948,0,0,0,0,0,0,0,0.0022400308298073,0.0198238296167449,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.053822249278225,0,0,0,0,0,0,0.166601212100328,0,0,0,0,0,0,0,0,0,0.0836958467665164,0,0,0,0,0,0,0,0.135730165403618,0,0,0.0797882512053874,0.448499982597422,0,0,0.156039565938926,0,0,0,0,0,0,0,0,0.0613289596405128,0.0293457979390784,0.0297338580050226,0,0,0,0,0,0
X000858.SZ,0.0286129720018597,0,0,0,0,0.00428626075652955,0.30565478853212,0,0.177721165106411,0,0,0,0,0,0,0.171485737812763,0,0,0,0,0,0.0127169781977243,0,0,0,0.0368693264540713,0,0,0,0,0,0,0,0.0945416494261858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635066242433404,0,0,0,0,0,0,0
X000651.SZ,0.0886698662362877,0,0,0,0,0,0,0,0,0,0,0,0.176157594251596,0,0,0.0849146570107381,0,0,0,0.221165657666681,0,0,0,0.0915257393722589,0,0.0475140031180141,0,0,0.0584898972269949,0,0,0.0414950276990987,0,0,0,0,0,0,0,0,0,-0.0379444330996294,0,0,0,0,0,0,0,0,0,0.0111038562814921,0.019100481755224,0,0,0,0,0,0
X002304.SZ,0,0,0,0.187610122772349,0.73934406375352,0,0,0,0,-0.0432270153501182,0,0,0,0,0,0.253246967098235,0,0,0,0,0,-0.0640838497328942,0,0.137857936370143,0.0692455328694953,0,-0.025216995656969,0,0,0,0,0,0,-0.110872718068478,0,0,0,0,0,0,0,-0.0821652065648865,0,0,0,0,0,0,0,0,0,-0.00360464266328245,-0.021202464406264,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00173947419334882,0,0,0,0,0,0,0,0,0.0206737311936722,0,0,0.0756290169158765,0.0667703120398413,0,0,0,0.00942785595830793,0.455519564650229,0,0.0215836035377193,0,0,0,0,0,0,0,0,0,0,0,0.038495420480411,0.47407449935861,0,0,0,0,0,0,0,0,0,0.0235494746840555,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.410399352685298,0,0,0,0,-0.123472709428944,0.23359071044008,0,0,0,0,0,0,0,0,0,0.0345448500074151,0.11141791993404,0,0,0,0,0,0,0.131966698131549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157347010546309,0.00739717290021281,0,0,0,0,0,0
X000063.SZ,0,0.149483553937795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182224050537627,0,0,0,0,0,0,0,0,0,0.135031511222783,0,0,0,0,0,0,0,0,0.213498692255664,0,0,0,0,0,0,0,0.0517447488210131,-0.0720598311063408,0,0,0,0,0,0
