,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X601799.SH,X600487.SH,X000799.SZ,X300003.SZ,X002236.SZ,X002414.SZ,X600584.SH,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0616453163696397,0.0362662571878529,0.189140586656221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867450430410596,-0.0290136711181037,-0.0119075573442931,0,0.0257146156292917,0,0,0,0,0,0.0975948047277848,0,0,-0.031238182698912,0.0384795933044954,-0.0429923124124026,0,0,0,0,0,0,0,0,0.00692473223366678,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.197827590932873,0.0490457551870496,0,0,0,0,-0.0515725485899302,0,0,0,0.0706597385425447,0,0,-0.00451725774226504,0.0533281713890844,0.0620501236192161,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.266663119172249,0,0,0,0,0,0,-0.00290172650869173,0,0,0,0,0,0,0.0239040002781656,0,0,0,0,0,0
X600809.SH,0,0,0,0.178019851710354,0.0472245976191052,0,0,0,0.0795853345941507,0,0,0,-0.18355635815686,0.0478613774938015,0.0511961474941729,0.0541139241436894,0,0,0,0,0,0,0,0,0,-0.0272863184691077,0,-0.0277254000453856,0.0514988009233768,0,0,0,0,0.0207478492899364,0,0,0,0,0.0376927447881684,0,-0.146631237720802,0,0,0,0,0,0.0309622266296691,0,0,0,0.0503925170999761,-0.00896628878136191,-0.0143624326458942,0,0,0,0,0,0
X000568.SZ,0,0,0.208816489693986,0,0,0,0.0159365989556613,0,0,0,0,0,0,0,0,0.0346896301425907,0,0,0,0,0,0,0,0,0,0.0321440140888562,0,0,0.0318221012250365,0,0,0,0,0,0,0,0,0,0.274286053086915,0,0,0,0.0845592328312272,0.0331756344809374,0,0,0,-0.0127187615619748,0,0,0,-0.01834918156263,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0827571907212422,0,0,-0.153799683903993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12983625037689,0,0.115397023764052,0.0686543360114368,0,0,0,0,0.197618062178722,0,0,0,0,0.0543178514331718,0,0.533555591107384,0,0.250964208744093,-0.0705450472212667,0,0,0,0.016964021241178,0,0,0,0,-0.027704485998704,0,0
X002304.SZ,0,0.124387072221169,0,0,0,0,0,0,0,0,0,0,0.0587766444428175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591398446617324,0.0213555899729546,0.099064315081537,0,0,0,0.0627656975444481,0,0,0,0,0.165940807265572,0,0,-0.0120394052632256,0,0,0,-0.133629813121474,0,0,0,0.0480573386209104,0,0,0.0310552502536766,0,0,0,0,0,0
X600690.SH,0,0,0,0.0721694381510783,0,0,0,0,0,0.0764366491211753,0,0,0,-0.0473146416106696,0,0,0,0,-0.0399816921579385,0,0,0,0,0,0,0.00775291078936978,0,0,0,0,0,0,-0.127818502178005,0,0,0,0,0,0,0,0.0199145732064409,0,0,0.279524751730929,0,0,0,0,0,0,0,0,0,0,0,0,-0.0063189561336669,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131361181685115,0,0,0.273018907390414,-0.125984834915422,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0561304708171171,0,0,0,0,0,0,-0.0838318478624684,0,0,-0.0523957118478014,0,0.131634640916499,0,0,0,-0.0243316103760072,0,-0.02029978534148,0,0.0171087264704292,-0.019995864008463,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.170583970137985,0.354943636312825,0,0,0,0,0,0.0399856536371317,0,0,0,0,0.135094177515829,0,-0.103743561234321,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.00566171459305337,0,0,0,0,0.177465337995159,0,0,0,0,0,-0.0129411477889916,0,0,0,0,0,0,0
X000651.SZ,0,0,0,3.46944695195361e-18,0,0,0.362322548973066,0.0396776406485308,0,0,0,0,0,0,0,0,0,0,0,0,0.0858846066776948,0,0,0,0.140353705719718,0,0.00616955636332008,0,0,0,0,0.0749583376133519,0,0,0,0,0,0,0,0,0,0,0,0.0726298639821119,0,0,0,-0.111735859698209,0,0.0612891189695986,0,0,0,0,0,0,0.0131478317164968,0,0
