,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002236.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300003.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X002179.SZ,X300142.SZ,X600271.SH,X300124.SZ,X000625.SZ,X002008.SZ,X600867.SH,X000066.SZ,X002129.SZ,X300014.SZ,X300136.SZ,X002049.SZ,X600498.SH,X000977.SZ,X600177.SH,X600066.SH,X002506.SZ,X002371.SZ,X300146.SZ,X002456.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.384414573769645,0,0,0.0659529285032785,0,0,0,0.166010795794448,0,0,0.0698465384695605,0,0,0,-0.0977666841539505,0.0295455438951024,0.0128067059777806,0,0,0.0291810651081339,0,0,0,0,0,0,0,-0.0561230470022111,0,0,0,0,0,0.00978865557354274,0,0,0,0,0,0,0,0,0,0,0,0.00158812814432246,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0377044352601604,0,0,0.296180528164699,0,0,0,0,0.376296386463298,0,0,0.0931678188058961,0,0,0.00557692217887636,0,0,0,0,0,-0.106376012987595,0,0,0,0,0,0,0,0,0.0676740332399346,0,0,0,0,0,0,0,0,0.0734660329462077,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.113567912206445,0,0,0.211239713109424,0,0,0,0.0681931094650083,0,0.0781360805139972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964433343600308,-0.0212440773029806,0,0,0,0.0234169000766545,0,0,0,0,0,0,0,0.00411608375494014,0,0.14335505686937,0,-0.0236799404496633,0,0,0,0.0172665127345132,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146588629989318,0,-0.00400664154391196,0,0,0,0,0,0,0,0.0506782651625828,0,-0.0186314804469604,0,0,0,0,0,0,0.05013783186022,0.103063661531287,0,0,0,0,0,0,0,0.0327263605033082,0,0.00518417766976487,0,0,0,0,0,0,0,0,0,0.00285839225023815,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0929440904659644,0.0567909133301864,0,0,0.197389568859539,0,0,0,0,0,0,0,0,0.148191175454383,0.108028630049044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499210092269411,0,0,0.0352283719620928,0,0.0209419175561531,0,0,0,0,0,0,0,0,0,0.0057218994679711,0,0,0,-0.0328764759332938,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717029695031957,0.167717061343238,0,0,-0.0725151259993143,0,0,0,0,0,0.0777739182491928,-0.00515271697418353,0,0,0.0114131782117952,0,0,0,0,0.147157935729477,0.0602964369490013,-0.0269158176476105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00689985376654417,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407013696485483,0,0,0,0,0,0,0,0,-0.0236782909148196,0,-0.0856753084350066,0,0,0,0,0,0.0092687329520469,0,0,0,0,-0.0193918181598158,0,-0.0359066619183485,0,0,0,0,0.187707160579996,0,0
X002304.SZ,0,0,0.0783775702922688,0,0.0322332551343505,0,0.163346270594085,0,0,0,0.154490287794064,0.177493066881586,0,0,0,0.0653055721277501,0,0,0,0.123911298381929,0,0,0.00883791291712598,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0896156038340827,-0.0146915183593319,-0.0780507671513962,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00782101173777223,0.00774309243478048,0,0,0,0,0,0
X002475.SZ,0,0.0714872674062446,0,0,0.0949543888494939,0,0,0,0,0,0.123201978061543,0,0.114651300550589,0,0,0,0,0.31616837191796,0,0,0,0.101035145474543,0,0,0,0,0,0,0,0,0,0,0,0,0.130143816692752,0,0,0,0,0,0.0308502347676709,0,0,0,0,0,0,0,0,0,0,0.00616176455170791,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.266095348145353,0,0,0,0.0241067848099806,0,0,0,0,0,0,0,0.12389063690997,0,0,0,0,0.067546633381291,0.039219953793057,0,0,0,0,0,0.0377052326368186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214542948092873,0,0,0,0,0.11130712146209,0,0,0,0.0132628855302039,0.0116558640461551,0,0,0,0,0,0
