,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000623.SZ,X000581.SZ,X000550.SZ,X600271.SH,X000559.SZ,X600118.SH,X000568.SZ,X002475.SZ,X000050.SZ,X600066.SH,X600177.SH,X002294.SZ,X300124.SZ,X002456.SZ,X600839.SH,X002129.SZ,X000869.SZ,X002007.SZ,X000800.SZ,X000400.SZ,X002292.SZ,X300003.SZ,X300146.SZ,X600435.SH,X000970.SZ,X002038.SZ,X600809.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0356288710650976,0,0,0,0.485034825455326,0,0,-0.0135581434562985,0,0,0,0,0.118248647290774,-0.0440590257596603,0,0,0,0,0,0,0,0,0,0.118837074273683,0,0,0.132714367094467,0.0170957761948152,0,0,0,0,0,0,0,0,0.0313213242326179,0,0,-0.00258167830160291,0.00215824914966538,0,0,0,-0.0297755088777109,0,0
X600519.SH,0,0,0,0.0932830738005587,0,0.157689266089213,0.281176404165791,0,0,0,0.151791304298676,0.0213582408842112,0,0,0,0,0.146343233271162,0,0.00250761071873478,0,0,0,0,0,0.120371475893947,0.030588330853206,0,0,0,0,0,0,0,0,0,0,-0.0347378713533306,0,0,-0.00470414674932499,0,0,0,0,0,0,0,0,0,0,0,0.0172795540393861,-0.0504753740108711,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0628486458692389,0,0,-0.142173786684521,0,0,0,0.125079206933546,0,0,0.0955644950327174,0,0,0,0,0,0.0242639070507693,0.251001384481388,0,0,0,0,0,0,0,0,0,0,0.112320252445056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053569727880108,0,0.198057133868592,0,0.0102382369512862,0,0,0,0,0,0,0
X000725.SZ,0,0.0755239619495613,0,0,0,0,0,0,0,0,0,0.0124591397526169,0,0,0,0,0,0,0,0.37337150522949,0,0.155489355745273,0,0,0,0,0,0,0,0,-0.0209758456682217,0,0,0,0,0,0,0,0,0.085009892095898,0,0,0,-0.158216105780346,0,0,-0.0478873034124573,0,-0.0217478111021884,0,0,0.014780684431195,-0.0292356359752277,0,0,0,0,0,0
X002415.SZ,0,0,0.142139035096504,0,0,0,0,0,-0.00296332017869303,0,0,0,0.111338222271006,0,0,0,0,0.100382977996678,0,0,0,0.253026322592624,0,0,0,0,0,0,0,0,0.0567883425815316,0,0,0,0,0,0,0.182523456971185,0.0270378384197067,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656943416652541,0.0183432352564804,0,0,0,0,0,0
X000858.SZ,0,0.0747286388603577,0,0,0,0,0.0697897676464622,0,0,0,0.0482123610790995,0.018464623667281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284444313353986,0,0,0,0,0,0,0,0,0,0.0385243010410317,0,0,0,0,0,0,0,0,0,0.157891245360918,0,0,-0.000555320029806132,0.00657559243368957,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0345176248848967,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313416286818234,0.290770243196301,0,-0.00663442239559958,-0.16435327925589,0,0,0,0,0,0,0,0,0,0,0,-0.0905047904617552,0,0,0,0.0698397007050579,0,0,0,0,0,0,0,0,0.230264591661784,0.454635424448691,0,0,0.00547993222983595,0.00044294845107342,0,0,0,0,0,0
X000625.SZ,0.147424054788809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407093436204898,0.0830821734493709,0,0,0,0.0656192984420199,0,0,0.0333456186358455,0,0,0.1025176653158,0,0,0,0,0,0,0,0,0,0,0,0.0621744112981856,0.00523995280184293,0,0.0971606342267222,0,0,-0.0550364677805196,0.0530854453722337,0,0,0,0,-0.00452483635546378,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.10909511365499,0,0,0,0,0,0,0,0,0,-0.149474645280767,0,0.0185190315668594,0,0,0,-0.0370179529027606,0,0,0,0,0,0,0,0,0,0,0.0511285995463337,0,0,0,0,0,0.212613761587923,0,0,0,0.0378742490824907,0,0.00985308074037629,0,0,0,0,0,0.00954081028255282,0.0131269471761426,0,0,0,-0.0442754139623201,0,0
X000063.SZ,0.1786767040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678765210755109,0,0,0.0502624038065911,0,0,0,0.0175291143655512,0,0.0107954347120795,0,0,0,0,0,0,0.0458592696388567,0,0,0.0272142042687521,0,0.0873612259282892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
