,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002463.SZ,X000921.SZ,X600372.SH,X002028.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X601877.SH,X600183.SH,X002049.SZ,X600584.SH,X000661.SZ,X002129.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600487.SH,X600177.SH,X002074.SZ,X600060.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.117223150798973,0,0.0203759326580602,0.211439010105383,0,0,0,0,0,0,0,0.0933175375146373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342460296505074,-0.00521371887595097,0,0,0,-0.00909179192699492,0.06673744673274,0,0,0,0,-0.0260716520642903,0,0,0,0,0,0,0,-0.00320007706821761,0,0,0,-0.0221503088067289,0,0
X000858.SZ,0,0,0,0,0,0,0.370780899240201,0,0,0,0,0,0,0,0.231913845125929,0,0,0,0.0483236598994329,0,0,0,0.00536279226520324,0,-0.0204286414880988,0,0.00181942875832241,0,0,-0.0086082638208496,0.00612979213974464,0,0,0,0,0,0,0,0,0.0782491602591745,0,0,0,0,0,0,0,0.0437754584326317,0,0,0,0,-0.0198955774819868,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0157774957631321,0,0.0788060809129933,0,0,0,0,0,0.192844466609387,0,0,0,0,0,0,-0.0334496171093422,0.0406941867418193,0,0,0,0,0,0,0,0,0,0.183446345944936,0,-0.0554002706929183,0,0,0.0539823764026124,0.0699316355240052,0.00775495105263669,0,0,0,0.0672537715031312,0,0,0,0,0,0,0,0.014582167137286,-0.0226653063568023,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.134317839928936,0,0,0,0,0,0.0582707695857729,0,0,0,-0.0838188596635332,0,0.223704705577378,-0.025269312425815,0,0,2.16840434497101e-19,0,-0.0729078348295055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657528204435189,0,0,0,0,0,0,-0.060958040186625,0,0,0,0,-0.0293338321150849,0,0
X600690.SH,0,0,0,0,0,0,0,0.0708212201089121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00595041265044165,0.305031190728074,0,0,0,0,0,0,0,0,-0.00758995752098652,0,0,0,0,0,0,0,-0.085673109387417,0,0,0,0,0,0,-0.0256962468338976,0,-0.0853192769231715,0,0,0.107253742373618,0,0
X600276.SH,0,0,0,0,-0.0654579561978093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.137593551784919,0.120723052150492,0,0,0,0,0,0,0,0,0,0,0.220282351759548,0,0,0,0,0.161455643821159,0,0,0,0,0,0,0,0,0,0,0,0.0589208383520093,-0.0238653977408648,-0.175053583934285,0,0,0,0,0
X000568.SZ,0,1.01876565926797,0,0.0787940357198742,0.0945431342931346,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743615083709605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011539434236637,0,0,0,-0.142805946203298,0,0.150119934297493,0,0,0,0,0.013950298940443,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.268001989557817,0,0.10454852703598,0,0,0,0,0,0.050371256159676,0,0,0.0187636785309521,0,-0.150183918339875,0,0,0.202060015064433,0.270653992799241,0,0,0.127281544150761,0,0,0.0537127974842529,0,0,-0.110055411679134,0,0,0,0,0,-0.0678179841909438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401216126327581,-0.0371748702346408,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392823695166505,0,0,-0.073901020195512,0,0,-0.0314817122118633,0,0,0,0,0,0.189501614753989,-0.0419405862424797,0,0,0.276861681350742,-0.0753063724117088,0.194699416794012,0,0,0,0,0,0.0987486517337607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721250885341519,0,0,0,-0.0578290691581964,0,0
X003816.SZ,0,0,0,0,0,-0.0313522465024152,-0.351806895921381,0,-0.0507621803885244,0,0,0,0,0,-0.1471633713675,0,-0.0351498565772725,0,0,0,0,0.0633965003420961,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0236257513274743,0,0,0,0,0,0,0,0,0,0,0,0,0.0921167284406662,0,0.197138216963816,0,-0.0331628387722746,-0.049599620060624,0,0,0,-0.0839773418753838,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114056380388434,0,0,0.03475077299641,0,0.00182154424482954,0,0,0,0,0,0,0,0,0.0202552485059074,0,0,-0.0251962747493477,0,0,-0.0164752303080395,0,0.0132043625696747,0,0,0,0,0,0,0,0.0452396919150079,0,0,-0.0185600162723671,-0.0520966501897199,0.017673474948518,-0.0419992686073022,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0439674083744866,0,0,0,0,0,0,0,0,0,0.0728903258710186,0,0,0,0.339024606340677,0,0,0.226559875198942,0,0,0,0,-1.73472347597681e-18,0.0211727668754484,0,0,0,0,0.0199780353701327,0.0136709257144993,0,0,4.33680868994202e-19,0,0,-0.0919960625746031,0,0,0,0,0,0,0,0.0365417636168611,0,0,0,-0.1281505739687,0,0
X300124.SZ,0,0,0,0.185226197903569,0,0,0,0,0,0,0,0,0,0,0,0.139482207826831,0,-0.0205016304174153,0.0665611611460121,0,0,0.0148345660154592,-0.000116392211132112,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.113599312004693,0,0,0,0,0,0,0,0,0,0.149390535157551,0,0,0.0609767938670173,0,0,0,0,-0.00986564912803957,0,0
X000725.SZ,0,0,0,0.0116509162346887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830531563919909,0,0,0.149410966560045,0,0,0,0,0,0.0743564635544619,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0275884322285651,0,0,0,0,0,0.0528164643227412,0,0,0.147234590951701,0,0,0,-0.00920287735898929,0,0,0,0,0.188337658699866,0,0
X002304.SZ,0,0.0464607358468838,0,0,0,0,0.0910106665897983,0,0,0,0,0,0,0,0,0,-0.0351153645079759,-0.0428507962895379,0.259915959388125,0,0,0,0.0798063727117514,0,0,0,0,0,0,0,0,0,-0.0341566703200061,0,0,0.441751279037387,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0654880499794083,0,0.00605513209366654,0,-0.212601721763827,0,0,-0.039290360684399,0,0
X000338.SZ,0,0,0,0,0,-0.181306208977494,-0.0231331556859101,0,0,0,0,0,0,0,0,0,0,0.120358551735034,0,0,0,0,0,0,0.0872459773257026,0,0,0,0,-8.67361737988404e-19,0,0.157496324275021,0,0,0,0,0,0,0,0,0,0,0,0,-0.131464244995522,0.149787898928667,0,0,0,0,0,0.00071217965120007,0.018667470527497,-0.249153938385483,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032650446689693,0,0,0.0134116894311731,0,0.073518613003979,0.0483696727754474,0.37047446035561,0,0.0173312043187432,0,-0.0884040581466736,0.129590173404835,0,0,0,0,0,0,0,0,0,0,0,0.137787196567228,0,0,0,0,0,0,0,0,0,-0.0384385054139205,0,0.106338775652449,0,0,0.0783691883185545,0,0
X000625.SZ,0,0,0,0,-0.481280079561799,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.187245067893739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260628531963032,0,0,0,0,0,0,0,0,0,0.307746705416841,-0.383451581128046,0.448831788942141,0,0,-0.208891843209678,0.304215607283743,0,0,0,0,0,-0.206706350532138,0,0,0,0,0
X000596.SZ,0,0.195791739067011,-0.0574009531339283,0.203509266139501,0,0,0.291436269280596,0.0523867185604762,0,0,0,0,0,0,0,0,0.0681173214642031,0,0,0,0,0,0.0242556125568254,0,0,0.0716665616496758,0,0,0.0543759724715216,0,0,0,0,0,0,0,0,0,0,0.0505521543860444,0,0,0,0,-0.103246920213301,-0.045452107995113,0,0.0788238073161869,0,0,0,-0.0110640478185323,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00413532229568259,0,0,0,0,0.0464809709645412,0,0.204690114400534,0,0,-0.0736142134937743,0.0528936029174767,0,0,0,0,0.147225424879149,-0.0383539065215596,0,0.235549362784573,0,0,0,0.163183951431585,0,0,0,0,0,0.0211666463618249,0.012770614606017,-0.0041350979324942,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429088132319554,0,0,0,0.00406202312555108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118455742607293,0,0,0,0,0,0,0,0,0,0.0183155686695865,0,0,0,0.0690580052342364,0,-0.52377053773298,0,0.0358482092712279,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.142479302711631,0.350222764693036,0,0.149839382952913,0,0,0.0302182534540422,0,0,0.0379951701596606,0,0.0787523717531099,0,0,6.93889390390723e-18,0,0,0,0.152698807536525,0,0,0,0,0.0563746887164903,0,0,0,0.0505856721753094,0,0,0,0,0,0,0,0,-0.17920737386834,0,0,0.0370472045607414,0,0,0.132706411154609,0,0,-0.00857009280764796,-0.0606422224095801,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361733615364146,0.197027413891428,0,0,0,0,0.0980280102660533,0,0,-0.0821641624618814,0,0,0,0.144928273037797,0,0,0,0,0,0,0,0,-0.00104677452194987,0,0.398544893653557,0,0,0,0,0,0.237859829717539,0,0,0,0,0,-0.0147878679644286,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708675746051363,0,0,0,0,0.0897781355363404,0,0,0,0,0,0,0,0.20167223714628,0.0323819479118822,0,0,0,0,0,0,0.0915376144764701,0,0,0,0,0,0.00159357968498107,0,0,0,0,0,0,0.0352445125974373,-0.0309314350459302,0,0,0,0,0,0
X000157.SZ,0,0,-0.0271938201182285,0,0,0,0,0,0,0,0,0,0,0,0,0.255802016721315,0.188284431621767,0,0,0,0,0,0,-0.014387812177907,0,0,0.0158769841112818,0.243943711700309,0,0,0,0.019446456510581,0,0,0,0,0,0,0,0,0.07283247142943,0,0,0,0,0,0,0,0,0.126330608916506,0,-0.0465645173780363,0.00959420583662147,0,0,0,0,0,0
