,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X002241.SZ,X000100.SZ,X000568.SZ,X600031.SH,X002292.SZ,X600118.SH,X002236.SZ,X002475.SZ,X000559.SZ,X002074.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X000050.SZ,X002085.SZ,X002249.SZ,X002426.SZ,X002180.SZ,X002294.SZ,X002007.SZ,X600089.SH,X000869.SZ,X600867.SH,X002465.SZ,X002508.SZ,X002049.SZ,X600699.SH,X002179.SZ,X000981.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.290637201449727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491829850660103,0.0962927676001168,0,0,0,0,0.0250735164349906,0,0,0,0,0,0,0,0,0.053521570346498,0.0685637918360348,0,-0.0967278086262856,0.0766030674413586,0,0,0,0,0,0,-8.67361737988404e-19,-0.111248620590418,0,0,0,0,0,-0.00561200034591514,0.0214459306269126,0,0,0,0,0,0
X600104.SH,0.00277815104841416,0,0,0,0.0554895820933731,0,0,0.144202753433247,0,0.0473974121580653,0,0,-0.00756342328638819,0,0.0158715182874791,0,0,0,0,0,0,0.0757553319700137,0,0,0,-0.0389043626899027,0,0,0,0,0,0,0.079964370715599,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106537342909751,0,0,0,0.187640369865061,0,-0.00960638627991082,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.169192552627129,0,0,0,0,0.0712672258652898,0,0,0,0.0210572270048104,0,0,0,0,0.0551649954534099,0,0,0,0.00276823803152902,0,0,0,0,-1.0842021724855e-19,-0.0238576551768194,0.166762355819948,0,0,0,0,0,0,0,0,0,0.0597829124601976,0,0,0,0,0,0,0.00127945967887026,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.253145467644847,0,0,0,0,0.0906450979938558,0,0,0,0.0197365066633076,0,0,0,0.0114379873335599,0,0,0,0,0,0,0,0.0143208799469696,0,0,0,0,0,0,0,0,0,0.0633856020768494,-0.0264358244870657,0,0.0650987775612363,0,0.00613519292296105,0,0,0,0,0,0,0.0675663020670837,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.656027935301501,0,0,0,0,0,0,0,0,0,-0.0693786210739089,0,0,0.2372974146902,0,0,0.020379054148632,0,0,0,0,0,0,0.209376933073651,0,0,0,0,0,-0.0238120741378479,0,0,0,-0.102566051375926,0,0.0722028747448163,0,0,0,0,0,0,0,0.0209762895680614,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0882730000420755,0,0,0,0.0657582330015178,0,0,0,0,0,0,0,0,0,0.0793453175680134,0,0,0.162047344972972,0,0,0,0,0.0330025711577876,-0.0413202151885687,0,0,0,-0.0389817934379956,0,0,0,0,0,0,0,0.0433936933641914,0,0,-0.102357223970687,0.0500010416173243,0,-0.019566603449075,0,0.0149020419684085,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000868103592467119,0.059188459804944,0,0,0.120639149666029,0,0,0,0.154372490855948,0,0,0,0,0,0,0,0,0.105964796412062,0.03079899566496,0,0,0,0,0,0.0039719069909016,0,0,0,0.0192856364832222,0.0245652897496158,0.0163285272294134,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.124541083550534,0,0,0,0,0.103991815709674,0,0,0,0,0,0.0204303719339667,0,0,0,0,0,0,0.121623062508021,-0.0787809140060786,0,0,0.116551271115586,-0.0564711849958816,0,0,0,0,0,0.167517462649707,0,0,0,0,0,0,0,0,0,0,0,0.0624116748115216,0,0,0,-0.0398444214184731,0,0.0627755703627878,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.32984981526537,0,0,0,0.113911379946516,0,0,0,0,0,0,0,0,0,0.0514503531401798,0,0,0,0.159533878949237,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0323706612798601,0,0,0.00952300549745458,0,0,0,0,0,0,0,0,0.136768638175758,0,0,0,0,0,-0.0219293530832294,0,0,0,0,0,0,0
X600690.SH,0,0,0.141424340841363,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834869314806593,0,0.0308080237919209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581646803915916,0,0,0.0879379925758898,0,0,0,0,0.0502421196043853,0,0,0.0669080590585101,0,0,0.116971603329209,0,0,0,0.00384922582520217,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573228095689207,0,0,0,0,0,0.0999490713868228,-0.0767074544623382,0,0,0,0.153270365769628,0.00155861327391723,0,0,0.0336415339884396,0,0,0,0,0,0,0.123753779110023,-0.0498645089004101,0.0471500291725889,-0.0315205527198869,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0.00875016841348176,0,0,0.16038170365821,0,0,0,0,0.0603507066288788,0,0.00850917757830618,0,0,0,0,0.0772882711066322,0,0,0,0,0,0.10741042892122,0.0827266070169781,0,0,0.0323039169931779,0,0,0,0,0,0,0,0,0,0,0,0.0397325306461937,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,-0.0297675815235711,0,0,0,0.102307704630619,0,0,0,-0.018509748349179,0,0.0418410715604681,0,0,0,0.113398388610509,0,0,0,0,0,0,0.128425116029357,0.0327470735107768,0,0,0,0,0,0,0,0,0,0,0,0.0664933121445647,0,0,-0.28871534579587,0,0,0,-0.0490896349887643,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357955531541017,0,0,0,0,0.136366068665384,0,0,0,0,0,0,0,0,0,0.0805513569051637,0,0,0.0604499906752268,0,0,0,0,0,0,0,0,0.101179979764915,0,0,0,0.0820678410631675,0,-0.048732498898259,0,0.0821346796017097,0,0,0,0,0
X002241.SZ,0,0,0,0,0.0130594429193369,0,0,0,0,0,0,0,0,0,0,0,0.0612407041528899,0,0.0314179410961465,0,0,0.0672894380382675,0.0878815408253572,0,0,0,0,0,0,0,0,0.141617209661855,0,0,0,0.159989785641632,0.0835171144423733,0,0,0,0,0,0,0,0.00626016554777906,0,0,0.0696795627413996,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.0831237367421509,0,0,0,0,0,0,0,0.0329502421174554,0,0,0,0.069524046150125,0,0,0,0,0,0,0,0,0.0342674118073717,0,0.0147030651518855,0,0.187113273119844,0,0,0,0,0,0,0.0269169816859606,0,0,0,0.0281190826944146,0,0,0.0174011704386807,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.279443727548295,0,0,0,0,0,0,0,0,0,0,-0.138588952815762,0,0,0,0,0,0,0,0.0501362857215468,0,0,0,-0.00972253856863911,0,0,0.0671192706888723,0.0888900741455689,0,0,0,0.0549946004212334,0.0417920744211616,0,0,0,0,0,-0.0573972374462617,0,0.101830095889627,-0.145359105366911,0.165383544839494,-3.46944695195361e-18,0,0,0.015799484650418,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0645056624118012,0,0,0,0,0.194884607761506,0,0,0,0,0.0967979488507679,0.0328584414271665,0,0,0,0,0,0.103194976106371,0.136376237886031,0,0.250159490002394,0,0,0,-0.0343414330881718,0,0,0,0,0,0,0,0,0,0.0139371892981571,0,0.0997513628666837,0,0,0.0451259722764409,0,0,0.00128134349037138,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0.0759922826295703,0,0,0,0.204429661402992,0,0,0,0,0,0,0.185424125606991,0.0474993723017595,0,0,0.181039333962978,0,0.105288601670625,0,0,0,0,0.157444512338218,0.0673080360681103,0.133608665655129,0,0,0,0,0,0,0,0,0,0.158865737601905,0.0406235897079594,0,1.73472347597681e-18,0,0,0.0382108304793089,0.00388747968149138,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312201976039159,0,0,0,0.145301925464001,0,-0.0192089114574892,0,0.0362799693092731,0,0,0,0,0,0,0,0.373449505983578,-0.00261619249796119,0.0736958394026867,0,0,0.0698068255854953,0,0,0.00772392257503261,0,0,0.0736142471672234,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.207603059222809,0,0.152725011021953,0,0,0,0,0,0,0,0,0,0,0.0402162791028876,0.112158630552868,0,0,-0.0219448654539107,0,0,0,0,0,0.279151531961751,0.0392376711792126,0,0,0,0,0,0,0,0,0,0,0.0290317671223543,0.0660489635781304,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0.0696927093566526,0,0,0.112121330140067,0.0413587033791562,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.273160975667871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0092150869119774,0,0,0,0,0,0.0263650167925348,0,0,0,0,0.0151470994179165,-1.73472347597681e-18,0.00784024070463525,0,0.109895557346908,0,0,0,-0.068428794135526,0,0,0,0,0,0
X000559.SZ,0,0,0.195638414597648,0,0,0,0,0,0,0.052727310067885,0,0,0,0,0,0,0,0,0.102984952558383,0,0,0,0,0.101550013818288,0,0,-0.0269787164044691,0,0,0,0,0.151856059052059,0.00488136140810031,0,0,0,0,0.194019681263628,0,0,0,0,0,0,0.148345616216011,0.0868902817111969,0,0.122051532386254,0,0,-0.00380229866116873,0,0,0,0,0.187337702092432,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184474517656656,0,0,0,0.0688570864325761,0,0,0,0,0,0,0.258007859324552,0,0,0,0,0.237038376191036,0,0.06546909619621,0,0,0,0.00203177891953457,0,0,0,0.298651965349089,0,0,0,0.144194723348716,0,0.284644280421348,0,0,0,0.0488168015461032,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947938702482669,0,0,0,0.135164917096045,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0361410301086641,0,0.0943858623989779,0,0,0.100392759901721,0,0,0,0,0,0.099516713575547,0,0,0.0498646811748432,0,0,-0.00951595716508465,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,-0.0935190192778171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312927102484677,0,0,0,0,0.0174103228282368,0,0,6.93889390390723e-18,0,0,0,0.0479912050265096,-0.199325529577739,0,0,0.293126319656427,0,0.0596595788356714,0,0,0,0,0,0.0858316180053065,0,0,0.218081148021015,0,0,0,0,0.0253315084620056,0,0,0,0,-0.145191285475839,0,0
