,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X600183.SH,X300124.SZ,X300014.SZ,X000625.SZ,X002371.SZ,X000157.SZ,X002007.SZ,X002008.SZ,X000066.SZ,X300142.SZ,X300136.SZ,X600271.SH,X002456.SZ,X002179.SZ,X002463.SZ,X000977.SZ,X002180.SZ,X002129.SZ,X600177.SH,X600584.SH,X000050.SZ,X600487.SH,X002508.SZ,X600066.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18244173038503,0,0,0,0,0.0494370670641568,0,0,0,0,0,0.126404943008839,0.0362426864722246,0,0,0,0.0563889919492682,-0.00818971395627329,0.207468661010643,0,0,0,0.0801512528716753,0,0,0,0,0,0,0,0,0,0,0.08749936202271,0,0,0,0,-0.0537767351601428,0,0,0,0,0,-0.0805505041074474,0,0,0,0,0,-0.0381995158289639,-0.0271500461640413,0,0,0,-0.006734310504512,0,0
X000858.SZ,0,0,0,0,0,0,0.0405931716940692,0,0,0,0,0,0.41952436185007,0.0230572653749584,0,0,0,0.105671956571042,0,0,0.0111975630741272,0,0,0,0,0,0,0.0200040605044077,0,0.0739694695967595,0,0,0,0.0136503330775125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106901319099751,0,0,0,0,-0.0120356134245441,0,0
X000651.SZ,0,0,0,0,0,0.0302399208069322,0,0,0,0,0,0,0,0.303751069055458,0,0,0,0,0,0,0,0.0569614976830636,0,0,0,-0.133130337195182,0,0,0,0,0,0.031338891452444,0,0,0,0.0319709956242346,0,0,0,-0.102853399992806,0,0.134295994145446,0.0550556769530265,0,0,0,0,0,0,0,0,-0.0220971118378652,0.0146874464074406,0,0,0,-0.0542378711193419,0,0
X600276.SH,0.183896579843765,0,0,0,0,0,0,0,0,0,0,0,0,0.102149717377718,0,0.189473697907407,0,0.0811812722802891,0,0.0639177377032916,0,0,0,0,0,0,0,0,0.080899365121087,0,0,0.158258818146005,0,0,0,0,0,0,0,0,-0.10783941378577,0,0,0,0,0,0,0,0,0,0,0.0144275483336285,-2.16840434497101e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.12268480977965,-0.126444107371373,0,0,0,0,0,0,0,0,0,0,0,0,0.0177061666256932,0,0.223546522688987,0,0,0,0,0,0,0,0,0,0.0802798323734827,0,0,0.16414810513201,0,0,0,0,0.0897527213926341,0,0,0,-0.167319610570016,0,0,0,0,0,0,0.0466941333515886,-0.00684442204527203,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172074412701853,0,0,0,0,0,0,0,0,0,0.0327822727519205,-0.0363842302119092,0,0.237412661977745,-0.0417876821239607,-0.0255671090349622,0,0,0,0,0,0.0472028709589624,0,0,0.0205183157271984,0,0,-0.0158872382528097,0,0.108452241756164,0,0,0,0.0151427991837909,-0.0107710704543571,0,0,0,-0.0145926616408829,0,0
X002475.SZ,0,0,-0.0991053928015666,0,0,0,0,0,-0.102418183519943,0,0,0,0,0,0.0597851531736202,0,0,0,-0.113219759886643,0,0.411162375352275,0,0,0.0219489377339855,0,0,0,0.0175303329569571,0,0,0,0,0.157892083629806,0.189894558208962,0,0,0,0,0,0.111777631449564,-0.0855978833410924,0,0,0,0,0,0,0,0,0,0,-0.00115550274476406,0.0343165661342399,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0316155505247909,0,0,0.165374744425883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.099249381708856,-0.013753267415109,-0.0606489963502925,0,0,0,0.00979434897145992,0,0.14200522566287,0.237823357968156,0.0675841323232296,0,0.119682506363363,0,0,0,0,0,0,0,0,0,0,0,0,0.0184774160677943,0,0,0,-0.0128967158376186,0,0
X002304.SZ,0,0,0.0186540685698419,0,0,0,0,0.0842222657461506,0,0,0,0,0,0,0,0,0,0,0.0130052509044951,0.0869261137666913,-0.015911622484534,0,0,0,0,0.0400035908304614,0,-0.00284731273133847,0,0,0,0.218452076658933,0,0.00661252089594894,-0.0648186020732791,0,0,0,0,0.0139017467858048,0,0,0,0,0,0,0,0,0,0,0,-0.0333525936533406,0.0207721083021875,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00648071870750658,0,0,0,0,0,0,0,0,0,0,0.219819664502473,0,0,0,0,0,0.0488341117534688,0,0,0,0,0,0.0295899698605806,0,0,0,0.0468634550783273,0,0.0760680294752821,0.0337121984681617,0.0377642926524359,1.73472347597681e-18,0,0.0992487749648797,0.0212127213703892,0,0,0,0,0,0,-0.0173742639510335,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391040118934252,0,0,0.0535085363087421,0,0,0,0,-0.136076595658058,0,0,0,0,-1.73472347597681e-18,0.0493560795967434,0,0,0,0,0,0.211599274123657,0,0,0,0,0,0,0.139914213543134,0,0,0,0.173952916752666,0,0,0,0,0,0.00908000225326094,0,0,0,0,0,0
X600031.SH,0.0480667751541255,0,0,0,0,0,0.0514942450897729,0,0,0,0,0,0,0,0.252898256694751,0,0,0,0,0.14951730942375,0.0579105032035044,0,0,0.0273866155986961,-0.19864735481646,0,0,0,0,-0.051296764310607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323144078297912,0,0.155368501767923,0,0,0,0.000346497922300112,0.0132644306132676,0,0,0,0,0,0
X000568.SZ,0.150158573827417,0.546513696774245,0,0,0,0,0.0535216606913901,0,0,0,0,0,0,0,0,0,0,0.0290367960694605,0,0,0,0,0,0,0,0.00030759548784277,0,0,0,0,0,0,0,0.0289028419554148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945605410673872,0,0,0,0,0,0
X600690.SH,0.101257158976397,0,0.213473054466001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951515388984638,-0.135551686772835,0,0,0.181404412213391,0,0.0327704257412728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178378233311454,0,0,-0.00468191161742003,0,-0.0224738771831369,0,0,-0.0526620255692118,0,0,0,-0.00254799764500306,-0.0738751804234743,0,0,0,-0.133504184084348,0,0
X000338.SZ,0,0,0,0,0,0,0.10825516067011,0,0.113500065562775,0.0364910734887924,0,0.38328920889723,0,0,0,0,0,0,0,0,0,0.000651822003954238,0,-0.0523650414187154,0,-0.0707621911959832,0,-0.125755081210198,0,0,0,0.100747204111531,0,0.150078152051611,0,0,0,-0.0806437959321967,-0.0292096814755782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393205332062668,-0.0351254766938937,0,0,0,0,0,0
X000661.SZ,0,0,0,0.289043640131735,0,0,0,0,0,-0.0741026573331546,0,0,0.137541621846441,0,0,0,0,0.212518972102562,0,0.0579118765057458,0,0,0,0.128792024289972,0,0,0,0,0.126332742091725,0,0,0,0,0,0,0,0,0,0,0,0,0.0443941338374476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571815204632796,0,0
X600741.SH,0,0,0,0.16934177890966,0.187578052797999,0,0.0691878294246586,0,0,0.173259941138804,0,0,0,0,0,0,0,0.0559447709860819,0,4.33680868994202e-19,0,0,0,0,0,-0.0711573426260874,0,0,0.143553873486406,0,0,0,0,0.0181082273240917,-0.0439245179917075,0,0,4.33680868994202e-19,0.0650216357518352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206995357286232,0,0,0,0.0181905895238697,0,0
