,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002129.SZ,X002007.SZ,X600584.SH,X002414.SZ,X600183.SH,X300142.SZ,X002236.SZ,X601799.SH,X000800.SZ,X000066.SZ,X000799.SZ,X300003.SZ,X002074.SZ,X002008.SZ,X000547.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.404373963234651,0,-0.218406527550594,0,0,-0.0474475080668073,0,0.110293496490693,0,0,0.00342530568861385,0,0,0,0,0,0,0.0304268295250601,0,0,0,0,0,0,0,0,0.0374648061068341,0,0,0,0,0,0,0.0442469988482621,0,0,0,0,0,0,0,0,0,0.00961086909608687,0,-0.0404451733026875,0,-0.067555259054527,0,0,0.0192989564102547,0,0,0,0,-0.00448300066263336,0,0
X000858.SZ,0.208174280261677,0,0,0,0,0,0.0622721663827329,0.225359094511681,0.0970883627958238,0,0,0,0,0,0,0.0390621310086824,0,0,0,0,0,0,0,0,0,0,0,0.0294332167332551,0,0,0,0.0368539518108124,0,0,0,0,0,0,0,0,0.0433558570415635,0,0,0,0,0,0,0,0,0,0,0.00302209403541353,-0.00907002966024998,0,0,0,-0.00443500199089293,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0552210575322119,0,-0.03739837569749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567231822846863,0.209787856995062,0,0,0,0,0,0,0,0,0,0,0.049585556468593,0,0.0202821634404672,0,0,0,0,0.041639570657029,0,0,-0.00344018058428097,0,0,0,0,-0.00728814848514437,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0559563401588751,0,-0.0742348785260048,0,0,-0.0399120551290823,0,0,0,-0.083526119725234,0,0,0,0.0551876244147756,0.0265340935025629,0.00335548225667537,0,-0.112364033151896,0,0.0854598463040826,0,0,0,0,0,0.148050641947282,0,0,0,0.154171413841387,0,0,0,0,0,0,0,0.00102689077936083,0,0,0.0191402878007969,-0.0231147614646408,0,0,0,-0.00465670631074092,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119267262568956,0.420816030675861,0,0,-0.124250544993908,0,0,0,0,0,0,0.0139387113550098,0,0,0,0.0837690222725297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112005988175802,0,0,0,0,-0.00502650015113568,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0546134487646589,0.0696894019405422,0,0,0,0,0,0,0,-0.107069561534941,0,0,0,0,0,0,0,0,0.256682173718706,0,0,0,0,0,0,0.0692481437117077,0,0,0,0,0,0,0.131706441746062,0.00831544950552077,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.00954892097407894,0,0,0,-0.0217051792327027,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.402137619122993,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315061186234,-0.0655982943820973,0,0,0,0.0753920421011828,0,0,0,0,0,0,0,0,0,0,0.000183582726319552,0,0,0.180219715952247,0.0691800636203195,0,0,0,0,0,0,0,0,0,0.025420498270667,0,0,0,0,-0.00264968696820946,0,0
X000568.SZ,0,0.0466534254403191,0,0,0,0,0.0875784091084618,0,0.35919686536284,0.0539722301550945,0,0.180838957429863,0,0,0,0,0,0,0,0.0708783427156589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034720568480901,0,0.0339471732326045,0,-0.074795601306189,0.0510465534320525,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.106197259546485,0,0,0,0,0.140399058289702,0,0,0,0,0,-0.13494285255408,0,0,0,0,0,0,0,0,0,0,-0.171717090320061,0,0,0,0,0,0,0.187411783891061,0,0,0,0,0,0,0.0563005640562776,0,0,0,0.00280315799224993,0.0880832068677006,0,0,0,0.0058758086251462,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.178754702475013,0,0,0,0,0.0798314971506954,0,-0.051795099911596,0,0,0,0,0,0,0.0333361746274602,0,0,0,0,-0.0676988916434026,0.301794644681113,0,0,0,0.129837065653031,0,0,0,0,0.329480055874062,0,-0.0820768306211005,0.0678425293242038,0,0,0,0,0,0,0,0,0,0,-0.000636666081105555,-0.0337021250578196,0,0,0,0.00242730552330523,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.101602828396126,0,0,0,0,0,0,0.149292672232962,0,0,0,0,0.100594958531507,0,0.166509020221681,0,0.357927975914683,0,0,0.0306636718395908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128434723551335,0.0325151740167594,0,0,0,0,0,0,0,0.0146103786208528,0,0,0,0,-0.0117941040383711,0,0
X600690.SH,0,0,0,0,0,0,-0.150171507718919,0,0.257165380039479,0,0.202711273509121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00571310421000455,-0.055215503155226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121182617374037,0,0,0,-1.73472347597681e-18,0.0347818056712196,0,0,0,-0.00694570848978826,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167974221016121,0,0,0.0560940320641502,0.411014796198843,0,0.124748141962213,0,0.0333310521453799,0,0,0,0,0.0403945398719468,0,0,0,0,0,0,0,0,0,0.0137420411170439,0,0,0,0,0,0,0,0,0.0129288829694636,0,0,0,0,0.0112540930156429,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0.053032112169241,0.198641253072332,-0.0570683490749062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065733130478999,0,0,0,-0.216226265471894,0,0.185334374924833,0,0,0,0.384313183608471,0,0,0,0,0,0,0,0,0.410439280120426,0,0,0,0,0,0,-0.0227054683339185,0,0,0,0,0,0,0
