,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X000063.SZ,X600809.SH,X002236.SZ,X300124.SZ,X002008.SZ,X600867.SH,X601877.SH,X600271.SH,X000596.SZ,X002456.SZ,X000625.SZ,X600066.SH,X000100.SZ,X600487.SH,X000661.SZ,X600566.SH,X002294.SZ,X002179.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002241.SZ,X300136.SZ,X300142.SZ,X000981.SZ,X000050.SZ,X002180.SZ,X600498.SH,X000869.SZ,X002049.SZ,X002508.SZ,X600779.SH,X600177.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.258190341250685,0.07307424677035,0,0,0,0,0,0,0,0,0.0386782041979753,0,0,0,0.0244386384254444,0,0,0.0202327440497157,0,0,0,0,0,0,0,0,0.0122743332676542,0,0,0,0,0,0,0,0,0,0.0384877354222239,0,0,0,0.0603784203135276,0.0908131610702006,0,0,0,0,0,0,0.00775843115815335,0.0136576807963625,0,0,0,0,0,0
X600104.SH,0,0,0.0304896790001159,0,0,0,0.00806056486812399,0,0,0.104509372486197,0,0.42203490126971,0,0,0,0,0.0171209573534369,0.0788817775828864,0,0.0258978874872971,0.1057681578709,-0.198201118032516,0,0,0,0,0,0,0,0,0,0,0.0239835641349487,0,0,0,0,0,0,0,0,0,-0.130062599176059,0,0,-0.0426192032299954,0,0,0,0,0,0.00812805209021395,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0736676360641348,0,0,0,0,0,0,0,0,0,-0.0506796802205727,0,0.247673466917209,0.0905219758864466,0.0423540244179384,0,0,0,0,0,0,0,0,0.0629468739352098,0,0.188256720573039,0,0,0,0,0,0.0763801741870629,0,0,0,0,0,0,0,0,0.185339897819835,0,0,0,0,0,-0.0354666498245394,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0163660071749539,0,0.254728773969312,0,0.168083628675556,0,0,0,0,0,0,0,0,0,0.250446461599121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205691775683778,0.0455525915220488,0,0,0,0,0.0267544947363408,0,0,0,0,0,0
X000651.SZ,0,0,0,0.124892472671067,0,0,0,0,0.125846958411812,0,0,0,0.116105360987061,0,0,0,0,0,0,0,0,0,0,0,0,0.156907673944557,0,0,0,0,0,0,0,0,0,0,-0.0606595039090276,0,0,0,0,0,-0.0462110813544309,0,0,0,0,0.096105626305747,0,0.164532044852019,0,-0.0895056805483272,0.121119980610648,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.221763399766416,0,0,0,-0.0335278271808703,0.129819741183267,0.000629051235336908,-0.0466522510752711,0,0,0,0,0,-0.0796152170626655,0,0,0,0,0,0,0,0.163802196309196,0.20297182223485,0.174894560457086,0,0,0,-0.125624702981307,0,0,0,0.0527677877236389,0,0,0,0,0,0,0.169349911317349,0,0,0,-0.0127967005095095,0,0,0,0,0,0,0
X002304.SZ,0,0,0.149609423940105,0,0,0,0,0,0.324498524857426,0,0,0,0,0,0,0,-0.0949088844505866,0.303784304055915,0,0,4.33680868994202e-19,0,0,0.0126338284177134,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0146648514590368,0,0,0,0,0,0,0,0.0271770124737506,0,0,0,0.0399197728274524,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398107819954991,0,0,0,0,0.0531130299253361,0,0,0,0.0040925976202754,-0.194283768710069,-0.0667873106778425,0,0,0,0,0.047532385543748,0,0.131389567861319,0,0.101863392150904,0.204156230605884,-0.119340325029346,0.186033914796848,0,0,0,0,0,0.143152106000613,-0.1047826729536,-0.0094010308279776,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.344516006477691,0,0,0.142676296690175,0,0,0,0,0,0,0,0,0,0,0.0684594098256428,0,0,0,0,0,0,0.0448547937481907,0.0443084664062683,0,0,0,0,0,0,0,0,0,0,-0.0765861407525471,0,0,0.0371740915142388,0,0,0,0,0.0495040962976318,0,0,0,0,0,0,8.67361737988404e-19,0.0293720748035915,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.113238163300355,0,0,0.062668744889599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174567321952672,0,0,0,0,0.0332313834187112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658736201328103,0,0.0893120776320923,0,0.0626638495462992,0,0.0274539898910006,0.0214476927428362,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.327632049260897,0,0,-0.00832754735395889,0,0,0,0,0,0,0,0.0104630764810107,0,0.559515450434155,0,0,0,0,0,0,0,0.0947536489921586,0,0,0.0442625347540353,0,0,0,0,0.0991538066577703,0,0,0,0.0284601830331499,0.0249463408189022,0.197170462600926,0,0.081284153388452,0,0,-0.0112127165124696,0,0,0,0,0,0
X600741.SH,0,0.256696532295929,0,0,0,0,0,0,0.239439382733131,0,0,0,0.0350519317649126,0,0,0.0468658759323092,0,0,0.09050954928609,0,0,0.00857864075769359,0,0,0.0368994862524865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027141753316789,0,0,0.0762841671211846,0,0.0229835968308294,0,0,0,0.0275295747393693,-0.0314525372477807,0,0,0,0,0,0
X002475.SZ,0,0.0961330088546767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577452313803879,0,0,0,0,0,0,0,0,0.0865969543221954,0,-8.67361737988404e-19,0,0.183524478813306,0,0,-0.00170559271211141,0,0,0,0,0,0,0,0,0,0,0.00749282786797949,0,0,0,0,0,0
X000338.SZ,0.282828383144067,0,0,0,0,0,0,0.0475464114357479,0,0.0155154414950245,0,0,0,0,0.386923619136235,0,0.0954381869510806,0.045205881868785,0,0,0,0,0,0,0,0,0.116281642285827,0,0,0,0,0,0,0,0,0,-0.0232855488722283,0,0,0,0.157875532466147,0.0020775467960587,0,0.00770199667941054,0,0,0,0,0,0,0,0,-0.00294027931281228,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0520450563516445,0,0,0,0,0,0,0,0.0450668388874649,0,0,0,0,0.0710068415831414,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.151065351157232,0,0,0,0,-0.352354501077079,0,0,0,0,0,0,0,0,0,0,0,0.0486389069560981,0,0,0,0.0938133548790105,0.0162202400147061,0.000627617304851341,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.289768722512078,0,0,0,0,0,0,0,0.00782185944689696,0,0,0,0,0,0,0,0.165628742434298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499487734561322,0,0.238196730420675,0,0.123497200194263,0,0,0,0,0,0,0,0,0,0,-0.0812171783842868,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363082971431691,-0.036013352502611,0,0.223558713516926,0,0,0,0,0,0,0,0,0,0,0,0,0.0379301227024546,0,0,0,0.0527519960205642,0,0,0.0166039354697946,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.298406632648637,0.235570906541137,-0.121546312818096,0,0,0,0,0,0
X600809.SH,0.361363370237531,0,0,0,0,0,0.162672791478788,0,0,0,0,0,0,0.0661692739819809,0,0,0,0,0,0,0,0,0,0,0.195097662068832,0,0,0,0,0,0.0477752139599036,0,0,0,0,0,-0.0460776673851513,0,0,0.0753455496609407,0,0,0,0,0,0,0,0.181415191895326,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X002236.SZ,0,0,0.349624103536714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162338407237287,0.0666543385293987,0,0,0.186411251975518,0,0.11026030363521,0,0,0.146321688581564,0,0,0,0,0.136155816181835,0,0.0316330660849955,0,0,0,0,0,0,0,0,0,0,-0.256673617162327,0,0,0,-0.11965716001693,0.122279029339166,0,0,0,-0.424379658329976,0,0
X300124.SZ,0,0.161266548195294,0,0,0,0.229210075495728,0,0,0,0,0,0.0287917149873686,0,0,0,0,0,0,0,0,0.152086362166647,0,0,0,0,0,0,0.0268216888134378,0,0,-0.318363458648823,0,0,0,0,0,0,0.172988819855305,0,0.00768534275242271,0,0,0,0.0431461953133469,0.0684588027902512,0,0,0,-0.127226406228744,0,0.0332817575072278,-0.0133858038943694,-0.00617451444561809,0,0,0,0,0,0
X002008.SZ,0,0.196896683432648,0.0062333882714939,0,0,0,0.198236524912163,0,0,0,0,0,0,0,0,0,0,0,0.202928478159258,0,0,0,0,0.180858892303948,0,0,0,0,0,0,0,0,0,0,0,0,0.0347209799157467,0.271157902111443,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0404510621111554,0,0,0.259976210537364,0.0453098021249244,0,0,0,0,0,0,-0.0148488846971977,0,0.168246499225244,0,0,0,0,0.303423431386032,0,0,0,0,0,-0.075832786683345,0,0,0.131848277569291,0,0,-0.016122290251416,0,0,0,0,0,0,0,0,-0.0140631399090896,-0.00737788471524249,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.158296323133906,0,0,0,0.0160602861372156,-0.191250204529457,0,0,0,0,0.131420714229219,0,0.196593358029094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680948047120497,0,-0.18971025859997,0,0,-0.637069033473753,0.0855005377760632,0,0,0,0,0,0,0
X600271.SH,-0.384772358301975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739964905893571,0.181713358668113,0,0.0425652703659497,0,0,0,0,0.124928085932529,0,0,0,0,0,0,0.376562851546824,0.263640470120984,0,0,0,0,0.190286164290777,0,0,0,0,-0.0475719695116462,0,0,0,-0.0138221837962555,-0.0250459090995933,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,-0.0230220690016375,0,0.504747665301185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0971587447116516,0,0.0225550794658833,0,0.0549198135380429,0,0,0,0,0.144497335396309,0,0,0,0.0249636902379116,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.340142693056534,0,0.675778880947827,0,0,0,-0.0501587292649939,0,0.0771812817328605,0,0,0,0.00763786337388486,0.0748724661652545,0,0,0,0.0249533723524581,0,0,0,0,0,0,0.026625687133716,0,0,0,0.0712554434701074,0,0,0.0915270605363922,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0039822293670512,0.00390640724005565,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0205190388990788,0,0,0,-0.0976785315991854,-0.119385980614877,0.0984949830126383,0,0,0,0.0635141666147826,0.184218883898414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332534039373886,0.00355435608794682,0.0883403194646284,0.143554411888205,0,0.0488895775150676,0.0250395626340488,0.0221971784329993,0,0,0,0,0,0,0.108211674985418,0,-0.00293731726139043,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.254247189953407,0,0,0,0,0.0347157985510154,0,0.107006675460139,0.142182488592474,0.0302041430482107,0,0,0,0,0,0,0,0,0.250171351105232,0,-0.0300167824291539,0,0,0,0,0,0,0.0494963891359824,0,0,0,-0.250688975483409,0,0,0,0,0,0,0,0.0382222243839423,0.00526719704225801,0.128611229841048,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.193737366142255,0,0,0,0,0,0,0,0,0.0386748287382472,0,0,0,0,0,0,0,0,0.108421518382921,0,0,0,0.176128653624803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331935570399099,0,0,0,0,0,0,0,0,0.0154752021977624,0,0,0,0,0,0
