,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X600741.SH,X000100.SZ,X002241.SZ,X002292.SZ,X002506.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002049.SZ,X000559.SZ,X002465.SZ,X000157.SZ,X600372.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300124.SZ,X600177.SH,X002074.SZ,X002294.SZ,X600867.SH,X000869.SZ,X300003.SZ,X002085.SZ,X601877.SH,X002456.SZ,X002426.SZ,X300146.SZ,X600498.SH,X002008.SZ,X000977.SZ,X002129.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0102535589519974,0,0,0,0,0.0832454801368072,0,0,0,0,0,0,-0.0308216274922103,0.053251648137758,0,0,0,0,0,0,0,0,0.0986800590371923,0,0,0.101083726631538,0,0,0,0,0,0,0,0.0338268141517252,0,0,0,0,0,0,0.012728727644451,0.00479296218830663,0,0,0,0,0,0
X600104.SH,0,0,0,0.00307078527067937,0,0,0,0,0.238437959159478,0,0,0,0,0.0263600939760723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069393131626561,0,0,0,0,0,0.123926688608626,0,0,0,0,0.0912383016418141,0,0,0,0,0,-0.0198816645521184,-0.00757812971183307,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0657115780848744,0,0,0,0,0,0.0311420333836379,0,0,0,0,0,0,0,0,0,0,0,0,0.17313077219823,0.0506511004335502,0,0,0,0.028522178084231,0,0,0,0,0.109291465949713,0,0,0.0280061123259345,0.0286279852959272,0,0,0.256300016702346,0,0,-0.0383036507581846,-0.0294529318853366,0,0,0,0,0,0
X000651.SZ,0,0,0.245978462641092,0,0,0,0.155932944760151,0,0,0.0871478580517329,0,0,0.0642581135252685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186451829763779,0,0,0.0929642175580277,0,0,0.0955581232219752,0,0,0,0.00865445024379807,0,0,0,0,0,0,0,0.102915582900793,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.301166552705889,0,0,0,0,0,0,0,0,0.0172185229713323,0,0,0,0,0,0,0,0,0.197217076063656,0,0,0,0,0,0,0,0,0,0.0201557269343263,0.0840324403668975,0,0.0419242600505894,0.0729303621385696,0,0,0,0,-0.00472673465928167,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138760159868046,0.00461859714231205,0,0.395047727502398,0,-0.0205670513006283,0,0,0,0,0,0,0,0,0,0,0,0.0756479321137175,0,0,0.0326175709753357,0,0,0,3.46944695195361e-18,0,0,0.0554398085319499,0,0,0,0,-0.0191309981276657,0,-0.0189813744716744,-0.0215856653813078,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.140738849235226,0,0,0,0.0621497799033519,0,-0.00378316691174922,0,0,0,0,0,0,0,0,0,0,0,0.083896870487456,0,0,0.247898054166693,0,0,0,0,0,0,0,0,0.015826151493911,0.101527576681408,0.0352727928071059,0,0,0,0,0,0,0,-0.00524930882704309,0,0,0,0,0,0
X600276.SH,0,0,0,0.0357894613030485,0,0,0.0545750515368777,0,0,0,0,0,0,0,0,0,0,0,0.109033104087827,0,-0.0597174349480026,0.165638601143362,-0.116203536461163,0,0,0,0,0,0,0,0,-0.124004794092592,0,0,0,0,0,0,0,0,0,0.0251625164898001,0,0.089260685033586,0,0,0,0,-0.0162029282747616,0.00318667171851398,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0508379423771641,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0326019151785585,0,0,0,0,0,0.215641346152151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00164597708952249,0,0,0,0,0,0,0,0.0319111282253927,0.233224286454795,0.236007840162723,0,0,-0.0101497445541238,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0352677474824778,0,0,0,0,0.0297992199680897,0,0,0,0,0.0485190318671501,0,0,0,0,0,0,0,0.137331631089567,0,0,0,0,0,0,0,0.160904212317705,0.150780741175214,0.0147714856928563,0,0,0,0,0,0,0,0.1355574472893,0,0,0,0.010772161636179,0,0.0446899405301459,0,0,0,-0.0186379047677461,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119152196962907,0,0,0,0,0.0662083086078341,0,0,0.168989934491502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158038013425986,0.0916010320629659,0,0.133987521249039,0.0341016959055423,0.0972737319990593,0,0,0,0,0,0,-0.0214924305460713,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.000494798304368355,0,0,0,0,0,0,0.0896997311069639,0,0,0,0,0,0,0,0,0.179919594077338,0.0493698143509016,0,0,0,0,0,0,0.11185855342575,0,0,0,0.0649558153813461,0,0,0,0,0,0,-0.0281105273121392,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0706671857737846,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161701356543672,0.0122981826641572,0,0,0,0,0,0,0,0.216412987534949,0,0,0,0,0.107873637717354,0.0811153623696273,0,0,0,0,-0.065139166189708,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180792490883875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441107716573714,0.0240678125842608,0,0.089240061532629,0,0.205402301198907,0.0120098199654207,0.293278453936123,0,0,0,0.0139430564749032,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141732668056528,0,0,0.134586367814509,0,0,0,0,0,0,0,0,0,0,0,0,0.342929128894172,0,0,0,0.252243423304415,0,0,0.233697075133434,0.0927073227785108,0,-0.267303120929312,0,0,0.0723970687309564,0,0,0,-0.0694097247014812,-0.112417597312196,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240225503487297,0,0,0,0,0,0,0,0,0,-0.096458667067375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385491583309625,0,0,0,0,0,0.158854661815341,0,0,0,-0.029110109708426,0,0,0,0,0,0,0
X600031.SH,0,0,0.119849037518034,0,0,0,0,0,0,0,0,0,0.141066348084191,0,0,0,0,0,0,0,0.00166341532555585,0,0,0.156843433373358,0,0,0,0,0,0,0,0.062428991623439,0,0,0,0,0,0,0,0,0,0,0,0,0.140806527902796,0.179025377933748,0,0,0.00735186413871881,-0.000144604999015676,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048888735386523,0,0,0,0.149958048584238,0,0,0.190982502166839,0,0,0.045173731942169,0,0,0,0,0,0.0724952877942707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262735108496434,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168418841054319,0,0,0,0,0,0,0,0,0,0.216342688979889,0,0,0,0,0,0,0,0,0,0,0,0.106696432335768,0,0.101433040105862,0,0,0.00669305495467824,0.0606293672995422,0,0,0.0806629572970079,0,0,-0.00775239243100472,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.154198601399761,0,0.117909602638085,0.016293822292122,0,0,0,0,0,0.00566354646543918,0,0,0,0,0,0,0,0.159822883654054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572258161901905,0,0,0,0.0378959358437489,-0.0150775827905566,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116093171922246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233863960634125,0.319610172134584,-0.110022182042544,0,0,0,-0.011583405863061,-0.286736092194075,0,0.228674704574736,0,0,0,0.00765304536120768,0.137234286801982,0,0,0,0.0137879905489735,0.139158083630981,0,0,0,0,0,0
