,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X000100.SZ,X002008.SZ,X300124.SZ,X601877.SH,X600809.SH,X300136.SZ,X600487.SH,X002508.SZ,X300003.SZ,X600522.SH,X002085.SZ,X600867.SH,X600089.SH,X000596.SZ,X002294.SZ,X600177.SH,X600271.SH,X000157.SZ,X600498.SH,X600699.SH,X600566.SH,X600118.SH,X000050.SZ,X600707.SH,X000559.SZ,X002180.SZ,X002179.SZ,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.058834545479346,0,0.0311772783642555,0,0,0,0,0.157040989423311,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.020325341029938,0,0,0,0,0,0,0,0,0.0254003121592927,0,0,0,0.123202529143473,0.0471772447506884,0,0,0,0,-4.33680868994202e-19,0,0,-0.00371214181465876,0,0,0,0,0.0268957759494894,0,0,-0.0136305210548947,0.00183241796461899,0,0,0,0,0,0
X600104.SH,0,0,0.0380381119408455,0,0,0,0,0.0210785866948283,0,0,0.0696540500894302,0,0.386778546092204,0.00147833876324435,0.116074098706094,0,0,-0.0335202348916571,0,-0.0607990976886604,0,0,0,0,0,0,0,0,0,0,0,0.0438438228659422,0,0,0.0344856260914035,-0.0494498646211787,0,0,0,0,0,-0.017520617978498,0,0,0,0,0.0208190730350409,0,0,0,0,-0.00730195781933098,0.0143197039142089,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0880336693973782,0,0,0,0,0.104407472125014,0.0226164259189161,0.0496940419560697,0,0,0,0,0,0,0.0945109172951707,0.11827397817993,0,0,0.0259945239527779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633847043159829,0,0,0.0330795802828638,0,0,0,0,0.00897370734598725,0.0149341401452526,0.0919899874019949,0,0,0,0,0
X000651.SZ,0,0,0,0,0.112150887272347,0,0,-0.0342266935779143,0,0.218540168032491,0,0,0.0351173848392689,0.0715737372461775,-0.0330240992362438,0,0,0,0,0.110959326830091,0,0,-0.020321812127073,0,0,0,0,0,0.192378629360676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648844243603547,0,0,0,0,0.0177656788098993,4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,-0.136281680322688,0.0899062951483659,0,0,0.0258708665583194,0,0,0,0,0.396167764887464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955465243611143,0.0595878801398671,0,0,0,0,0,0.170229476885818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204607809061383,0.00801401040240828,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00976215929298835,0,0,0.152631160269204,0.0505710406379732,0,0,0,0,0,0,0,0,0,0,0,-0.109651933387065,-0.033750056209732,0,0,0,0,0.0356609932536107,0,0,0,0,0,0,0,0,0,0.154410605358718,-0.0972947412869739,0,0,0.0247874877948407,0,-0.00425484895205887,0,0,0,0,0,-0.0342643364416195,0.036315716320976,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862272,0,0,0,0,0,0,0.236334685754623,0,0,-0.106741497304942,0,0,0,0,0,0,0,0,0,-0.0326446049426783,0,-0.0319143883856821,0,0,0,0,0.0389415749790887,0,0,0.0184903813388485,0,0,0,0,0,0,0,0,0,0,0,-0.0823751084201827,0,0.0773844161493064,0,0,-0.0331913274902039,0.0329873300967968,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0248948645165272,0,0.216471972205074,0,0.0486059748180476,0,0,-0.0243274016424707,0.15042602402905,-0.0663059647508325,0,0,0,0,-0.0796389225274255,0.10350191491046,-0.020302261480484,0,0,0,0.20346135221253,0,0,0,0,0.0291605306273245,0,0,0,0,0,0,0,0,-0.0395518375324832,0,0,0,0.176592108871555,0.152346364754497,0,0,0,0,0,-0.0261836626920512,0.030594047372879,0,0,0,0,0,0
X000063.SZ,-0.060872220656959,0,0.0318332855342974,0,0,-0.236624272783473,0,0.267600940938234,0,0,0,0,0,0.0804583018724927,0,0,0,0,0.0890571509233614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15485300486795,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.072169669697137,0.131091097555165,0,0,0,0,0,0
X600690.SH,0,0,0,0.0313586243335265,0,0,0,0,0,0,0.00854347095858173,0,0.194781348091216,0.139218885065111,0,0,0,0,0,0,0,0,0,0,0,0,0.219165083741932,0,0,-0.142908605004455,0.228905916604669,-0.0768953448840941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.00376883433015603,0,0,0,0,0,0
