,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002241.SZ,X002456.SZ,X600487.SH,X300136.SZ,X601877.SH,X002008.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X002508.SZ,X600271.SH,X600809.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X000157.SZ,X600699.SH,X000596.SZ,X300142.SZ,X000050.SZ,X002180.SZ,X002049.SZ,X600566.SH,X600584.SH,X600118.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.292430202480014,0,0.195248968338844,0.126575098290432,-0.0113167760458638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099233312790187,0,0,0.0360969154780074,0.0927206233995442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698265150090315,0,0,0.0217907059318921,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0249956195923933,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.182081202513483,0.0390012705463548,0,0,0,0,0,0.0966271819200124,0,0,0,0,0,0.102764323585608,0.0894404750348599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121735034528413,0,0.0898350142348404,0,0,-0.0556725278288361,0,0,0,-0.0576667103555977,0.0533461183328892,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0365333313577065,0,0,0,0.325980718464985,0,0,0,0,0,0.109951092673534,0,0.0358775069855017,0.292271178070784,0,0,0,0.079114705232068,0,0,0,0,0,0,0,0,0,0.0251562943683912,0,0,0,0,0,0,0,0.0612965614961731,0,0,0,0,0,0,-0.000878598629813302,0,0,0,0,0,0
X000651.SZ,0,0.242547936306383,0,0,0.101724587463373,2.16840434497101e-19,0,0.0531923343979922,0.0608643663797462,0,0,0,0,0,0.0607159841716698,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336506733070556,0,0,0,0,0,0,0,0,0.00345472413643814,0,0,0,0,0,0,0
X000858.SZ,0.0354141737990797,0,0,0.0604204397819223,0,0,0,0.0994929186164128,-0.00161201995237863,0,0,0.287600016524291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256821490796955,0,0,0,0,0,0,0,0,0,0.0506275396586791,0,0,0.0857224319712864,0,0,0,0,0,0,0,0.000874906901752319,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.323486883267175,0,0,0,0,0,0,0.0301323178783359,0,0,0,0,0,0.156088252628851,0.159521935259874,0,0,0,0,0,0,0,0,0,0,0.30124478913546,0,0,0,0,0,0,0,0.131251981590319,0,0.127926962147896,0,0,0,0,0,0,0,0.0131561633091248,0.051825419291169,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.106479296892886,0,0,0,0,0.280088488158275,0,0,0,0.0434699179170629,0,0,0,0,-0.195411361555377,0,0,0,0.079269196910825,0,0,0,0,0,0,0,0.156564246685021,0,0,0,0,0,0,0,0,0,0,0.0951353507777809,0,0,-0.0881054314119236,0,0,0,0,0,-0.0455917557476899,0.0376322014821757,0,0,0,0,0,0
X002304.SZ,0.0144194722217892,0,0,0,0.582838357528749,0,0,0,0,0,0,1.73472347597681e-18,0.104132162529421,0,0,0.0215240267938927,0,0,0,0,0,0,0,0.00600005933160783,0,0,0,0,0,0,0,0,0.099224238238557,0,0.156431078360076,0,0,0,0,0,0,0,0,0,-0.0184172650383449,-0.031136124841053,0,-0.0299660000856394,0,0,0,0,0.0207875202769334,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.221087366909876,0,-0.0487702807702971,0,0,0,0,-0.0629727366019513,0,0.183641943637802,0,0,0,0,0,0,0,0,0,0.0431427552907641,0,0.219378800137467,0,0,0,0,0,0,0,0,0,0,0.380787047704844,0,0,0,0,0,0,0,0.18241856783763,0,0.123073301072101,0,0,0,0,0.0179924641091335,0,0,0,0,0,0
X600690.SH,0,0,0.10822911370636,0,0,0,0,0.162926710925558,0,0,0.13265478698296,0,0,0,0,-0.0133697723545314,0,0,0.125677910321151,0,0,0,0,0,0,0.0473714618438909,0.278054309285273,0,0.0328309935961844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16713526505044,0,0,0,0.0544797604921099,-0.0206369663976857,0,0,0,0,0,0
