,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X600703.SH,X002129.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X002049.SZ,X000596.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002179.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X000799.SZ,X002236.SZ,X600779.SH,X600702.SH,X000157.SZ,X601799.SH,X002074.SZ,X600884.SH,X600584.SH,X002414.SZ,X000733.SZ,X002007.SZ,X000800.SZ,X600183.SH,X300003.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.430398323633775,0,0,0.0399388006151645,0,0,0,0,0,0,0,0,0,0,0.0130429054784506,0.00812895659188591,0,0,0,0,0,0,0,0,0,0.0404764661586552,0.0165670409306834,0,0,0,0,0,0,0,0,0.0034874828588219,0,0,0,0,0,0,0,0,0,0,0,0.0279867257044379,0,0,-1.18182474192713e-05,-2.16840434497101e-19,0,0,0,0.0547199752861175,0,0
X000858.SZ,0.0931608628948962,0,0,0.0564559594828819,0.20923550129725,0.103112314230952,0,0,0,0,0,0,0.0723162444022423,0,0,0,0,0,0,0,0,-0.0341835409093458,-0.0253759561828273,0,0,0.103325305873274,0,0,-0.0173196148593996,0,0,0,0,0.0304495734877312,0,0.185825818369141,0,0.0497131208234955,0,0,0,0,0,-0.0137248261644905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.109781595951589,0,0,0,0,0,0,0.124189010722679,0,0,0,0.0276767032135774,0,0,0,0,0.116831988595633,0,0,0,0,0,0,0,0,-0.00536811981151865,0.0241485777796412,0,0,0,-0.0331663617115639,0,0,0,0.0281226715144831,0,0,0.114368732497334,0,0.0837517141218785,0,0,0,0,0,-0.103848120707971,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.244049427893185,0,0,0,0,0,0,0,-0.0234354843628852,0,0,0,0,0,0,0,0,0,0,0,-0.0281318105300873,-0.013895885740272,0,0,0,0,0,0.440751036223954,0,0.0558036628404205,0.161081159465598,0,0,0,0,0,0,0.0434620957296057,0,0,0,0,0,0,0,0,0,0,0,0,0.0309773473974652,0,0
X000568.SZ,0,0.544202497718014,0,0.0804054482106066,0,0,0,0,0,0,0,0,0,0,0,0.0310621396406974,0,0,0,0,0,0,0,0,0.0456365677873299,0,-0.0556880837182904,0,0,0,0,0,0,0.060550423708895,0,0.0586645737391163,0,0,0,0,-0.0068487380442411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.289004412540463,3.46944695195361e-18,0,0,0,0,0,0.0190205331235791,0,0,0.054143483554505,0.0653820891905459,0,0,0,0,0,0,0,0,0,0,-0.106302750212402,0,0,0,-0.0422193095551985,0,0,0,-0.0885976145321103,0,0.279203128723427,0,-2.16840434497101e-19,0,0,0,0,-0.00284297066710272,0,0,0,0,0,-0.0300018778900941,0.280083017930766,0,0,0,-0.0487791471290938,-0.0179338264808311,0,0,0,0,0,0
X002304.SZ,0,0,0.116095411911876,0.144648299902552,0,0,0,0,0.0157149592897656,0,0,0,0,0,0,0,0,0,0,-0.163020784263037,0,0.0742222092223319,0,-0.0407428442348805,0.0763288036003297,0,0,0.0360193459868705,0,0,-0.0630282232319945,0,0,0.240836863834571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233337201393981,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453553836477262,0,0.105414084655022,0,0,0,0,0,0.150139874975481,0.0574524852486118,0,-0.023536929930261,-0.0845281194810584,0,0,0,0.141731582029231,-0.242276489722424,0,0,0,0.0656907120828406,0,0,0.00304824273181214,0,0.0913472674040634,0.0553126126872145,0,0,0,0,0,0,0,0,0,0,0.00968217591295358,0,0,0,0.0386366754656356,0,0
X600690.SH,0,0,0.121610417409271,0,0,0,0,0,0,0,0,0,0.0306306998152028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273734701416978,0,0,-0.0143012739015804,0.0158333806472144,0,0,0,0.210796497706083,0,0,0,0,0,0,0,0,0,0,-2.57028248244143e-05,0,0,0,0.0847033579717919,0,0,0,0,0,-0.0446253502823923,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121116237476308,0,0,0.206436383408199,0,0,0,-0.0379261491993428,0,0.0254363019993602,0,0,0,0,0.192962902326058,0.0903861439205872,0,0,0,0.0517810323586528,0.0051718431827678,0,0.0307387281037046,0,0,-0.0875477728503975,0,-0.0234796801225287,0,0,0,0,0,0,-0.0217763288416493,0,0,0,0,0,0
