,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X600690.SH,X600031.SH,X002304.SZ,X002475.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002129.SZ,X002007.SZ,X002371.SZ,X600741.SH,X002179.SZ,X601877.SH,X002236.SZ,X002049.SZ,X600584.SH,X000799.SZ,X300003.SZ,X002414.SZ,X601799.SH,X600779.SH,X600183.SH,X000800.SZ,X300146.SZ,X600089.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600460.SH,X600707.SH,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.227373013071442,0,0,0,0,0.0586909446942215,0,0,0,0.0547353843670385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463512327753445,0,0,0,0,0,0,0,0,0,0.247801562352841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459901073668823,0,0,0,-3.46944695195361e-18,0,0
X000858.SZ,0,0,0,0,0.353721187339658,0.0640395884412635,0,0.0553223759969476,0,0.118280942405825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677847471848037,0,0,0,0,0.174458588793641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00852699513838826,0,0,0,0,9.37006355351984e-05,0,0
X002415.SZ,0,0,0,0,0.214671443890047,0,0,0,0,0,0.0175883758050747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226145901193767,0,0,-0.00304773268078277,0,0.307866250918687,0,0,0.0800488649735884,0,0.0930044347057128,0,0,0,0,0,-0.0428329584600392,0,0,0,0,-0.0274008826479304,0,0,0.0530674344354338,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.067717366465769,0.0661592887731237,0,0,0,0,0,-0.0901532222569536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235412566801525,0,0,0,0,0,0,0,0,0,0,0,-0.141823135696126,0,0,0,0,0,-0.0400987244485798,0,0,0.0273050929487535,0,0,0,0,0.0370268589593391,0,0
X000568.SZ,0,0.742957029075495,0,0,0,0.0162248318438781,0,0,0,0,0,0,0,0,0,0.00421473943332435,0,0,0,0,0,0,0,0,0,0,0,0.24447591302017,0,0,0,0,0,0,0,0,0,0,0,0.152627495513751,0,0,0,0.0597959055510327,0,0,0,0,0,0,0,0,-0.00461314817232599,0,0,0,-0.000171093138294233,0,0
X600809.SH,0,0,0,0,0.0570248191456183,0,0,0,0.083054365642095,0,0,0,0,0,0.0751275422426312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730561719158739,0,0.000588178412276541,0,0,0.0965993006227333,0,0.385384731986144,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0763041732002111,0,0,0,-0.0519083865050845,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0506512403591214,0,0,0.0129140065202327,0,0,0.120682234508986,0,0.0608270493528502,0,0,0,0.060754031339914,0,0,0,0,0,0,0,0,0,0.117133128794252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412196035352864,0,0,0,0,0,0
X600690.SH,0,0.201413281733139,0,0,0,0.161313236298129,0.0945673976746911,0,0,-8.67361737988404e-19,0,0,0,0.183907910847852,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669231688702388,0,0,0.0996906983551849,0.0791652279974837,0.0705473849163638,0.0718255749147665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243833835052799,0,0,0,-2.16840434497101e-19,0,0,0,-0.0164795295873637,0,0
X600031.SH,0,0,0,0,0,0,0,-0.0702142143408945,0,0,0,0,0,0,0,0.186020273784116,0.1355465901118,0,0,0,0,0.0840465554968761,0.0307822258940371,0.0519479811072228,0.0124212887682516,0,0,0,0,0,0.252960342047961,0,0,0.186694777506426,0,0,0,0,0.146641012899239,0,0,0,0,0,0.00593108219052585,0,0,0,0.0643799921733293,-0.00757061880826362,0,-0.0142610049421402,0,0,0,0,0.00173667594781042,0,0
X002304.SZ,0,0.0475468141668857,0,0,0.340591358530917,0.220029517375742,0,0,0,0,0.139039629877437,0,0,0,0,0,-0.271262830622931,0,0,0,0,0,0,0,0,0,0,0,0,0.0497159908353861,0,0,0,0,0,0,0.0720202878514692,0,0,0,0,-0.0803237404743222,0,0,0,0,0,0,0.00468981792893501,0,0,-0.0365441491344343,0,0,0,0,-0.0131628025574778,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926653645367457,0.0741067802909127,0.0955953728138373,0,0,0,0.0413248818189946,0,0.486275021301252,0,0.0460181701395924,0,0,0,0.0144162385957561,0,0,0,0,0,0,0,0,0.052478351296281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393523044114457,0,0,0,0.0385560041250009,0,0
X000725.SZ,0,0,0.0515492865725225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29533749076533,0,0.0552224962811214,0.115486111310047,0.0655186762374105,0,0,0.12898435122439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368892072000328,0,0,0,-0.0341820610651928,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137463633127309,0,0,0,0,0,0,0,0,0.0980523823022435,0,0,0,0,0,0,0,0,0,0,-0.0496493875092816,0,0,-0.0809526938892231,0,0,0,-0.0104735766951334,0,0,0,0.00999120153787293,0.043339286109556,0,0.0217615609634265,0,0.0281843282741777,-0.00725255274757743,0,0,0,0.0152918408161788,0,0
X000661.SZ,0,0,0,0,0,0,0,0.330619318878352,0,0,0.0482175538666249,0,0,0,0,0.173862066989565,0,0,0,0,0,0,0,0.177574376426068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420805080079843,0,-0.186436238757779,0,0.165464241527901,0,0,0,0,-0.0799198989540546,0,0,-0.011342972832637,0,0,0,0,-0.0183035684448442,0,0
X300014.SZ,0,0,0,0,0,0.117166718825495,0,0,0,0,0.103266214530515,0,0,0,0,0,0.31934184647131,0,0,0,0,0.03225799805058,0,0,0,-0.0320228241329746,0,0,0,0,0.0298959530344102,0,0,0,0,0,0,0,0,0,0,0,0,0.4765427958183,0,0,0,0,0,0.374010950425494,0,0,0.0813754443064768,0,0,0,0.00845114113836539,0,0
X300124.SZ,0,0,0.0148552129264159,0,0,0.227891620404865,0,0,0.388077998302937,0,0,0,0,0,0.060778532080064,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00192360239806183,0.0246355575754451,0,0.210601521039208,0,-0.343363134651632,0,0,0,0,0,0,0.232008266731501,0,0,0,0,0,0,0.00432483719104004,0,0,0,0.0795882786508997,0,0,0,-0.0544737995572404,0,0,0,0.000107503507424737,0,0
X000338.SZ,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.178033504237266,0,0,0,0,0.0964081687608818,0,0,0,0.0748327821657954,0,0.171500148441428,0,-0.0365568199967652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833693397370396,0,0,0,0,0,0,-0.00741057506834287,-0.0457675350474562,0,0,0,0.0239911524492602,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129073943720066,0.0202469266692273,0,0,0,0,0,0,-2.16840434497101e-19,0,0.0080814179480561,0,0,0,0,0,0,0,0,0,-0.126548951889811,0,0,0.0266639680421682,0,0,-0.0248894078038361,0.00387405418919564,0,0,0.0605927041384996,0,0,0.0667994785161656,0,0.0113913801991306,0.0471798021042546,0,-0.00124309459370549,0,0,0,0,-0.00944453847693984,0,0
