,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X300014.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X600089.SH,X002179.SZ,X000661.SZ,X601877.SH,X300142.SZ,X002074.SZ,X600741.SH,X600522.SH,X002180.SZ,X600460.SH,X000733.SZ,X600702.SH,X000100.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002236.SZ,X600584.SH,X601799.SH,X000800.SZ,X002176.SZ,X600779.SH,X002414.SZ,X002007.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176312393504716,0.160351866236722,0,0,0.0453584175099455,0,0.0226004710228771,0,0,0,0,0.068739030967954,0,0,0,0,0,0.0942220684645498,0,0,0,0,0,-0.019339920769547,0,0,0,-0.0468088709248414,0,0,0,0,0.00890458754724458,0,0.0187179863521048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466142294035816,0,0
X000858.SZ,0,0,0,0,0.218771078116295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902325782376223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114809113974788,0,0.242277817491093,0,0,0,0,0,0,0.0181202197283478,0.0712392956406447,0,0,0,0,-0.0223046728261407,0,0,0,0,0.00675663359207876,0,0
X600809.SH,0,0.476749179579006,0,0.0430059873577367,0,0,0,0,0,-0.0627392015463812,0,0,0,0,-0.0140162636378831,0,0,0,0,0,0.169020592346407,-1.73472347597681e-18,0,0,0.0177242465789121,0,0,0,0,0,0,0,0.0783719787008641,0,0,0.0243781325457643,0.28040743453977,0,0,0,0,0,0,0,-0.0384775548384923,0,0,0,0,0,0,0.00775516170759303,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.328552558254095,0,0,0,0,0,0,0.329471778543027,0,-0.312043388067522,0,0,0,0,0.228122923705792,0,0,0,0,-0.0113387487137565,0,0,0,0,0.021197071619247,0,0,0,-0.0244340855554168,0,0,0,0,0,0,0,0.666442782619555,0,0,0.0964737362244117,0,-0.162647718361998,-0.0665304533715713,0,0,0,0,0.129082122329838,0,0,0,-0.133113556296652,0,0
X000568.SZ,0,0,0,0,0,0.146406881023717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236702211015609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274656460656574,0,0.285156026746075,0,0,0,0,0,-0.0451797147850499,0,0,0,0,0,0,-0.000944496414054073,0.0610963466358143,0.116878014678077,0,0,0,0,0
X002304.SZ,0,0,0,0,0.163896259046952,0,0.0797854307767372,0,0.0310991714493621,0,0,0,0,0,-0.0226355423676945,0,0,0,0,0.0460223451655085,0,0,0,0,0,0,0,0,0,0.00276155054294895,0,0,0,0,0,0.0340347746156023,0.298062275543016,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.000567344391090005,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0247622973114246,0,0.0444572054370633,0,0,0,0,0,0,0.243516553614074,0,0,-0.0745895439751953,0,0,0,-0.0228495064877762,0,0.0383759086062025,0,0.111909083942243,0,0,0,0,0,0.0114258965384974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000727348371490158,0,-0.0328067717375413,-0.00833954954578324,0,0,0,0,0,0
X002475.SZ,0,0,0.0197392082724487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352321529114731,0.338349905260704,0.144101132263417,0.114970249299898,0,0,6.93889390390723e-18,0,-0.0466958211660229,0,0,0,-0.0063922820227986,0,0,0,0,0,0,0,0,0,0,0.207564654095185,0,0,0,0,0,0,0,0.149583340109097,0,0.0169953315724459,0.00775599748224377,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.027231858705336,0,0,0,0,0,0,0.147395500581757,0,0,0,0,0,0,0,0,0,0.176756495905063,0,0,0,0.0273987230381574,0,3.46944695195361e-18,0,0,0,0,0,0.151152873238375,0,0,6.93889390390723e-18,0,0,0,-0.0181985557002894,0.0302588795119019,0,0.261131473016803,0,0,0,0,0.0206934597367687,0,0,0.0994517395281736,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127118114088331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165234298543669,0.0499215230000089,0.0504211579215999,0,0,0,0,0,0,0,0,0,0.0276306724364161,0.0756316317459894,0,2.16840434497101e-19,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
