,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X600089.SH,X000559.SZ,X000338.SZ,X600741.SH,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600177.SH,X000066.SZ,X600839.SH,X300124.SZ,X002294.SZ,X002465.SZ,X600312.SH,X000800.SZ,X600867.SH,X000869.SZ,X300003.SZ,X000016.SZ,X002074.SZ,X002129.SZ,X600582.SH,X000977.SZ,X600525.SH,X000581.SZ,X000550.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.109972237644993,0,0,0,0,0.233665689075261,0,0,0,0,0,0,0,0.0686026409746364,0,0,0,0,0.0480710950148096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456949594883498,0,0,0.208350087551735,0,0,0,0,0.0458991632169196,0,-0.0509044857207747,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0913392088884229,0,0.0904380908012668,0,0,0,0,0.2598815510668,0,0,-0.139534686104688,0,0,0,0,0.0721161836747379,0,0.30784608844599,0.0122513181772537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13415986267272,0,0,-0.121839787600616,-6.93889390390723e-18,0.0396950716508025,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.254430868371711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570965193586659,0,0,0,0.0946367590125073,0,0.0135827266438539,0.00275374329436149,0,0,0.0109984547779812,0,0,0.0187586619922411,0,0,0,0,0,0,0.17329320985578,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0.0442559792763869,0,0,0,0,0,0,0,0,0,0.262492528207057,0,0,0,0,0,0.130875812820776,0,0,0.19981086338316,0,0,0,0,0,0.110617388614558,0,0,0,0,-0.0266256362027598,0,0,0,0,0,-0.000244625462362839,0,0.0420475133383651,0,0,0,0,0.127702413339334,0,0.0267389718396785,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0741905612321358,0.0669680876581648,0,0,0,0,0,0,0.129618529461349,0,0,0,0,0,-0.00780649761662438,1.73472347597681e-18,0,0.00570504570942629,0,0,0,0.0202054063456443,0.301501167574815,0,0,0.110755176106297,0,0,0,0,0,0,0,0,0,0.0325147247211742,0,0,0.0813964070771012,0,0,0,0,0,-0.0121151317679141,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.152051596613358,0,0,0.251781725361379,0,0,0,0,0,0,0,-0.105907087709001,0.00379191866928409,0,-0.0575136192221783,0,0,0,0,0,0,0,-0.00786365549836347,0.366101392306703,0,0,0.0348145889409345,0,0,0,0,0,0,0,0,0,-0.0728545686298358,0,0,0,0.0668798522611184,0,0,0,0,0,-0.0589852988977253,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0937763979430783,0.0215302498819903,0,0,0,0,0,0,0,0,0.0316190595853164,0,0,0.0584473499748028,0,0.151424434810297,0,0,0.288418420673443,0,-0.0831962372499892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125702394920259,0,0,0.0537413143799096,0,0.153501768512889,0,0,0.00424855155705488,0,0,0,0,0,0,0
X002304.SZ,0,0.346732217684048,0,0,0,0.199792979366262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102389283493824,0,0,0,0,0.0727191083819037,0,0,0,0.128569335607037,0,0,0,0,0.0294097129076111,0,0,0,0.00770134250891244,0,0,0,0,0,0,0,-0.0691792882578141,0,0.0365800703854321,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.00575753878077653,0,0,0,0,0,0,0,0.0351944910156815,0,0.351785862135961,0.294707808586156,0,0,0,0,0,0,0,0,0,0,0,0,0.0404885771754965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017928163538448,-0.0182851463145149,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.067713738115588,0,0,0,0,0,0.0238631085352024,0,0,0.118133386644979,0.00465622096216524,0.0461126674754427,0.0651040145587007,0,0,0,0.0215407951960486,0.176683054991217,0.240378215765857,0.0321859163173453,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0229548325045742,0,0,0,0,0,0,0,0,0,0,0,0.0166311591846279,0,0,0,0,0,0,0
